simu_idx,session_idx,lamda,omega,v0
0,0,0.7814939051552113,0.7615903149427196,0.3035947456461777
0,1,0.7814945178502767,0.7615997120366068,0.30358123165102346
0,2,0.7814909274650693,0.7615999968034985,0.3035826898157666
0,3,0.7814938039723707,0.7615901534486541,0.3035951154651313
0,4,0.7814764161749903,0.761599913118796,0.303587546730038
0,5,0.7815098980641446,0.7615996941204988,0.30357482288289905
0,6,0.7814865106810617,0.7615998658014816,0.3035849131859974
0,7,0.7814799255056023,0.7615891003270121,0.30360129943858555
0,8,0.7814852532328846,0.7615998009400666,0.3035864136739695
0,9,0.7814940413899627,0.7615902321488607,0.3035948177966444
1,0,0.5842118279206023,0.9119708452241355,0.13801180970993235
1,1,0.5842114032294432,0.9119711220732647,0.1380262955729052
1,2,0.5842090718074529,0.9119821046907445,0.1380155985821817
1,3,0.5842117674067624,0.9119710690852157,0.13802601930827965
1,4,0.5842088120847914,0.9119827747924784,0.13801057014368237
1,5,0.5842091167457832,0.9119821033655876,0.13801561329151074
1,6,0.5842096053215631,0.9119710995281299,0.13802739645500686
1,7,0.5842082665385916,0.9119717380365708,0.1380262579504193
1,8,0.5842114602274416,0.9119716485138697,0.13802549324561308
1,9,0.5842102260804708,0.9119709778806714,0.13802692040576206
2,0,0.4267100813080958,0.7801658318836969,0.23624086975306433
2,1,0.426710054457817,0.7801657889722238,0.23623851415680677
2,2,0.42671004121551004,0.7801658841121848,0.2362398736068897
2,3,0.426710188365175,0.7801646597351093,0.23624059255523175
2,4,0.4267102636842708,0.7801645926224275,0.23624224714606545
2,5,0.426707810624091,0.780164848069085,0.2362440911600256
2,6,0.42671007158782087,0.7801658316832137,0.23624083623337333
2,7,0.42671011228583716,0.7801646631763169,0.23624223989162033
2,8,0.4267100301085642,0.7801646043681296,0.23624244033933045
2,9,0.4267100592113504,0.7801658597375899,0.2362391120702727
3,0,0.31534541085542517,0.04283881379134926,0.2977701894775659
3,1,0.31534471185740665,0.042844185521343815,0.2977426611955273
3,2,0.3153452191384645,0.042844224249119905,0.29775340074938916
3,3,0.31527717184898885,0.04284017017076808,0.29772457556093856
3,4,0.3153635074852966,0.04283894670884662,0.29767876910520075
3,5,0.3153418045101315,0.042839412890457604,0.29776705593978475
3,6,0.3153444780794195,0.042844189537468005,0.2977425216171916
3,7,0.31538038925993733,0.042838498319296765,0.29788726327283777
3,8,0.31534470303155193,0.04284418560809071,0.29774265736604905
3,9,0.31535211630754706,0.04283863348247786,0.2977445460297123
4,0,0.8268882953796947,0.09644019343019496,0.9726132434192024
4,1,0.8268791190088545,0.09644173577003506,0.9718071109490124
4,2,0.8271220087174018,0.09645373956377833,0.9736487790484271
4,3,0.826692844790474,0.09645017734793018,0.9718615333552753
4,4,0.8269062799572775,0.09644502196634455,0.9726873219474885
4,5,0.8268882977048251,0.09644019286291126,0.9726132156380495
4,6,0.8270606556397726,0.09645444086914479,0.9726977142493053
4,7,0.826888290885092,0.0964401933098567,0.9726132493000541
4,8,0.8269857725792699,0.09645377441497947,0.9727759421346012
4,9,0.8268950290740942,0.09644078804854389,0.9717643675863818
5,0,0.9034287133151065,0.9636080148600065,0.6681655119174418
5,1,0.9034295352336972,0.9636077410710577,0.6681630519785643
5,2,0.9034300326160511,0.9636054930061945,0.6681687971748402
5,3,0.9034294779462996,0.9636076173779422,0.6681687326621568
5,4,0.903421435715301,0.9636054469126836,0.6681729307553447
5,5,0.9034225996054593,0.9636054522454379,0.6681731893963999
5,6,0.9034266095608663,0.9636055123273178,0.6681596191972484
5,7,0.903420487985311,0.9636055761170494,0.6681732690648415
5,8,0.9034278698623758,0.9636078525428605,0.6681576755827824
5,9,0.90342079386933,0.9636054612307671,0.6681734938176718
6,0,0.03893708141051371,0.18270261842800287,0.009903604575916271
6,1,0.03893883190082082,0.1826968657492781,0.00990056968044604
6,2,0.038938012295480724,0.18269771834276502,0.009902478807733902
6,3,0.03893755163729326,0.18269761024480657,0.009901511969978065
6,4,0.03893910651045748,0.18269769798337213,0.009900003610963404
6,5,0.03893939988623732,0.1827007003641159,0.009902933787935546
6,6,0.038939831548638185,0.18270444390824814,0.009904423602197183
6,7,0.03893810762374195,0.18269786468298438,0.009902443665705142
6,8,0.03893811066145526,0.18269786441235233,0.009902440395367968
6,9,0.03893810690402129,0.18269786380401415,0.009902444651643142
7,0,0.9152168582699366,0.4227842618494906,0.8486815472040633
7,1,0.915212354754987,0.42278459692460996,0.8486666212529704
7,2,0.9152307271703929,0.4227806397207417,0.8486704140346478
7,3,0.9152122735448052,0.4227808893914883,0.8486645830458782
7,4,0.915221251004734,0.4227807050531826,0.8486710396077998
7,5,0.9152224912484979,0.4227842421946786,0.8486716038833128
7,6,0.9152225967550207,0.422784266643638,0.8486740296169242
7,7,0.9152226072309584,0.42278426520386925,0.8486654023790893
7,8,0.9152225962460153,0.4227842666365491,0.848674030444851
7,9,0.9152228289508629,0.4227843669932323,0.8486647666828653
