simu_idx,session_idx,lamda,omega,v0
0,0,0.9999999970749345,0.01904656973200043,0.0401418793042152
0,1,0.9999999972951172,0.0073946796444735,0.21835086552889726
0,2,0.9999999983307587,0.019234110104832055,0.030703438324735526
0,3,0.999999997424489,0.010075266425220006,0.1700559716870537
0,4,0.9999310769868219,0.0060266246728715375,0.2581036442955504
0,5,0.9999999983873874,0.01020863024751256,0.14757904669079938
0,6,0.9999999974285761,0.018104153576022144,0.03239703122323623
0,7,0.9999999972687351,0.015675509006461256,0.06987294027756966
0,8,0.999999997851358,0.005695942729386837,0.21198366333714308
0,9,0.9999999962824239,0.011702060425383493,0.07363088241019623
1,0,0.0015132951735589725,0.9999338929633942,0.9999338930386481
1,1,0.002663669017282668,0.9999338930447772,0.9999338930386481
1,2,0.02263649654581749,0.9999477875992602,0.9999999972991109
1,3,0.01563828439698387,0.9999657947265698,0.9999999972991109
1,4,0.001543297505962727,0.9999965915284718,0.9999338949192922
1,5,0.0441272276734367,0.9999356657700137,0.9999999983307587
1,6,0.0037167655449013744,0.9999338933687525,0.9999999965729307
1,7,0.002318725837815245,0.9999338930548823,0.9999338930386481
1,8,0.0012347471849673156,0.9999338930820221,0.9999338930386481
1,9,9.920278171128224e-05,0.9999338930609704,0.9999999999999836
2,0,0.9999338930386481,0.3303037233940952,6.61069613518972e-05
2,1,0.9999338930386481,0.38855035429721263,6.61069613518972e-05
2,2,0.9999338930386481,0.37815523923477107,6.610696135189609e-05
2,3,0.9999338930386481,0.35182819231981993,6.61069613518972e-05
2,4,0.9999338930386481,0.39340849754853446,6.61069613518972e-05
2,5,0.999803218975448,0.3669773702773491,0.004710344952885627
2,6,0.9999338930386481,0.42128122367268694,6.61069613518972e-05
2,7,0.9999338930386481,0.36006929477582283,6.61069613518972e-05
2,8,0.9999338930386481,0.3330022858850654,6.61069613518972e-05
2,9,0.9999338930386481,0.36391254009995727,6.610696135189609e-05
3,0,0.010978463355365065,0.9999976507516126,0.2631447772386803
3,1,0.0036336096040050494,0.9999999970011809,0.670333298153879
3,2,0.0020143030653347995,0.9999997873294397,0.4819835818234749
3,3,0.0011279205770430155,0.6522878921820779,0.8088505158424794
3,4,0.001072804175339266,0.5877704260688342,0.7723269219650529
3,5,1.689128236740068e-11,0.46908745409609304,0.7846201765227516
3,6,0.008722132675505609,0.9999995234712316,0.29973089910548173
3,7,8.572909091183715e-05,0.5818995245252476,0.6789797310070648
3,8,0.0005185272659683142,0.6904554375476964,0.676742039038786
3,9,0.007370285946498689,0.9999364211882733,0.523528208564583
4,0,0.8449338537756222,0.06860778399418889,7.219269378357802e-14
4,1,0.8101488949291696,0.0703312965328638,1.7857283320064813e-13
4,2,0.6928895160569797,0.06919110752983317,2.816187367133309e-14
4,3,0.8041567247448583,0.07114438848884276,6.51307666393559e-05
4,4,0.8223418282835995,0.07133214503333052,6.412521298236098e-05
4,5,0.8078332979721567,0.06987454709448365,1.1037411985338767e-13
4,6,0.8229098950088037,0.07133431962482113,3.353024145987397e-09
4,7,0.8659670464775101,0.06930453587004985,1.1039834034113383e-13
4,8,0.8135760958472729,0.07043448713059425,6.610696135189607e-05
4,9,0.8268958231277174,0.07007192690178306,1.785817228017102e-13
5,0,0.9999999975234548,0.07416987856721706,0.03055449052119899
5,1,0.9999338930386481,0.028890705731503895,0.12223072843249792
5,2,0.9999999961743588,0.03428924849944826,0.1194829776417376
5,3,0.9999999975446809,0.01711622580331672,0.13883483865723273
5,4,0.999999998389439,0.0884275525340075,0.029498710450919167
5,5,0.9999338930386481,0.08522383003825161,0.021324240056096733
5,6,0.9999999969081085,0.01933234755909984,0.137790201291352
5,7,0.9999617761893823,0.012303500568373186,0.10700616851864128
5,8,0.9999472983158694,0.08704990158992397,0.02289563982607869
5,9,0.9999999975386069,0.015042532623712648,0.13364431753543254
6,0,0.9545867679607142,0.08310555684130845,6.610696135189607e-05
6,1,0.9473304243522778,0.08181299937470303,1.786644407688737e-13
6,2,0.8903999105346242,0.07997519216929064,3.9378389841857e-09
6,3,0.9528625055857235,0.08177931187055562,6.610696135189607e-05
6,4,0.9999586299629825,0.0806890160304803,1.6692412543081302e-09
6,5,0.8876371330047332,0.08115285403600155,6.610696135189607e-05
6,6,0.9999653157772781,0.08102635817340004,9.995982313366555e-13
6,7,0.8880173218072284,0.07968973757776537,2.889751149686701e-13
6,8,0.9228771400472308,0.08066116313745464,6.578796123797219e-05
6,9,0.9593355826973119,0.08141768584796372,1.1044610934404785e-13
7,0,0.8941925424831495,0.17918334231019042,2.2819506549215577e-09
7,1,0.9243657476754857,0.18294078713757128,3.6185365163645842e-09
7,2,0.9068841667133085,0.18335496701786466,3.8709306156816534e-09
7,3,0.9408385696956212,0.17923106844038228,1.6752218670552455e-09
7,4,0.9125202663354928,0.18484605993682987,3.286550263111466e-09
7,5,0.874817035394724,0.1787304722095574,2.686524777291454e-09
7,6,0.8627079583262157,0.17979294740971996,5.537214016393397e-14
7,7,0.9006592462567313,0.18552087735858835,3.423232273761298e-09
7,8,0.8928397666396727,0.1799666182289252,2.487080356860182e-09
7,9,0.9227180492161843,0.1842515584945983,5.6582285952669257e-14
8,0,0.011005142355870712,0.9999508923473905,0.7034933748704226
8,1,0.01093414225637971,0.9999397062425512,0.9999999973164503
8,2,0.0037154034168345113,0.9999696584061885,0.9999338906761942
8,3,0.008993726385020136,0.9999798179321826,0.9999999975129197
8,4,0.0033753413322257235,0.9999338928966398,0.9999338930386481
8,5,0.003504710110287165,0.9999338930386481,0.9999338930386481
8,6,0.005193318120888142,0.999981916510812,0.9999999959817999
