simu_idx,session_idx,T1,T2
0,0,0.15599743993947265,14.762141646054006
0,1,0.03927493546312022,11.941941769721412
0,2,0.5036514675528713,14.93740664922744
0,3,1.4219570372500958,7.477393620123377
0,4,0.7701704335342963,15.144361351989453
0,5,0.7999454993906439,15.372892943131836
0,6,1.4980254987595432,4.912568987844037
0,7,0.03624545524443068,13.770222016376488
0,8,0.03624545524443057,12.423412613411234
0,9,0.11824923231943951,12.855609009724226
1,0,0.21788010397687674,11.67231871351967
1,1,0.023374878720743723,12.333804482961341
1,2,0.025093748539955246,12.361115534735802
1,3,0.11511225486684826,11.678101741812153
1,4,0.023916597803428558,4.03337573898717
1,5,1.4462874123419887,7.214294425812376
1,6,0.1839998030038252,7.28533592051863
1,7,0.08599988523833524,4.868905350915143
1,8,0.036245455244430624,11.985144261166164
1,9,1.5355855693818827,15.278931759158386
2,0,0.09469220204098208,0.48561616775619565
2,1,0.25029324411597526,1.8043697204004636
2,2,0.19347985056834557,4.722016456558054
2,3,0.03570302756923207,4.378990823466917
2,4,0.03915708946114138,3.926142226748861
2,5,0.19553101391250038,4.6927437262057285
2,6,0.21167878929551534,1.8696157535816456
2,7,0.17237282540741064,6.036204465803566
2,8,0.21651989921440742,5.372600065635374
2,9,0.04650489030838839,5.08577723177282
3,0,0.035856844568143975,16.151206898133143
3,1,0.6726474606315287,18.88555480263588
3,2,0.07857783858075137,17.012272896842816
3,3,0.041162176352536495,19.513306718903287
3,4,0.040075611950965054,12.36110986468091
3,5,0.7436759309274261,12.01408481499249
3,6,0.07857684647898809,19.360424038288073
3,7,0.08817866389994103,17.082250521836652
3,8,1.5307279519445345,14.129332655930943
3,9,0.04187869171369235,19.311256972510524
4,0,1.124493349706979,7.214276009670179
4,1,0.03888791778979235,14.16441298468271
4,2,1.5791228043233623,15.278936123611139
4,3,0.9394321454202245,10.375482414918388
4,4,0.04109066373742992,14.164432269254888
4,5,1.2139596704404414,10.697751332453482
4,6,0.04094569579505014,15.278931674202454
4,7,0.04356841872869094,14.545700297631532
4,8,0.03624545524443068,2.515681061604855
4,9,0.15634702617536245,5.784152986213417
5,0,0.03624545524443068,4.659606312050469
5,1,0.9052540320712874,4.722186494086473
5,2,1.2439949465380993,12.361121346638582
5,3,0.7836187660298463,12.361123685788781
5,4,0.03510292225268785,2.5936579308365837
5,5,0.0362454552444306,4.676547092526702
5,6,0.03624545524443068,4.612990209255705
5,7,0.8019756566323084,12.36110848675468
5,8,0.03624545524443059,4.722177640962902
5,9,0.47604443668843055,7.6399937696768285
6,0,0.0362454552444306,15.27893612361114
6,1,0.036245455244430624,15.278936123611139
6,2,0.0362454552444306,15.27893612361114
6,3,0.03624545524443057,15.27893612361114
6,4,0.0408135993307539,4.624480374135922
6,5,1.7097286892634174,16.803806118202004
6,6,0.025189664396035344,12.361095643662367
6,7,0.041701606705589145,15.151873342834113
6,8,1.6330190978214856,4.0333804545288165
6,9,0.042786522584683205,14.884028187883557
7,0,1.5291856588979247,14.89729670182809
7,1,0.11472910392213963,11.115531305401808
7,2,1.4322144638310716,12.361128469201029
7,3,1.408358506418646,7.214269323597732
7,4,1.2399322006299989,12.361116658994979
7,5,0.025447217034334876,3.882425338203644
7,6,0.7558365228488443,15.278928675118296
7,7,0.6594565923874807,10.125543880299261
7,8,0.19256043012999047,10.565062847611566
7,9,0.042221947550314,2.717884482973815
8,0,1.3931887066182886,4.033380454528817
8,1,0.03624545524443068,6.138378156335489
8,2,1.7857420057642543,12.361120388905148
8,3,0.03624545524443068,2.733495824296455
8,4,0.08236581585152158,5.187306280119164
8,5,1.364492099241055,5.29118653332631
8,6,1.726075263688089,6.364415350329393
8,7,0.03624545524443068,7.639996378115435
8,8,1.9303466677830106,5.753343816944732
8,9,1.7090178519908465,4.722183087647728
9,0,0.12214508295848506,3.1582883002641506
9,1,1.0733859150026288,2.442100125941848
9,2,0.3031669275865446,4.722167878617802
9,3,0.0840076289910183,0.5182953201602922
9,4,1.2399393263734817,6.525473250645043
9,5,0.3004033687478922,12.223382829517936
9,6,0.29530857696094803,12.244424253524459
9,7,0.18790592901616546,3.0753792528433257
9,8,0.7502484288502378,4.722161692516453
9,9,0.23930143352387473,3.259713953009136
10,0,0.7350314051867373,1.7664346256527264
10,1,0.8943905407855357,4.579465084219712
10,2,0.21660745299962186,0.16583551585227413
10,3,0.036020057710250394,0.4267630444373468
10,4,0.03624545524443058,7.376110821356534
10,5,1.5424915752558996,1.0530923116280442
10,6,0.9547956771049008,4.322562508250806
10,7,0.038481031225638396,12.03628226753872
10,8,0.5663391724770591,12.359320895036324
10,9,0.03827376527123422,0.3963644052483083
11,0,0.02451069404958417,15.316607825353321
11,1,0.04161027479849294,4.710963138866055
11,2,0.19706318739201378,5.0823643197741974
11,3,0.07858574424908472,4.358412068046779
11,4,0.03624545524443057,4.4316703945418014
11,5,0.08661192724928568,4.607378750850886
11,6,0.04248413961509301,5.836684356333163
11,7,0.0406969749779561,4.420978642886254
11,8,1.531746364046537,14.164430051684317
11,9,1.4815261729637097,17.800493839418916
12,0,1.237475621373557,15.273022836683186
12,1,0.23096189796086142,14.662652124530931
12,2,0.3995101664462537,7.640000515136171
12,3,0.15857071557204122,1.8043270620425882
12,4,0.7694849611275011,2.3934727547575765
12,5,0.03624545524443068,3.7058204581285072
12,6,0.038440416504371244,3.736195244129927
