simu_idx,session_idx,p_c,lamda
0,0,0.00010000000025016781,0.9999338886742393
0,1,0.00010000000016067496,0.9999338959691237
0,2,0.00010000000022385047,0.999933888670792
0,3,0.00010000000014610264,0.999933888669207
0,4,0.0001586194407360151,0.9999999974020598
0,5,0.0001000000000707912,0.9999338909559792
0,6,0.00010000000009888107,0.9999338886690051
0,7,0.00010000000024347747,0.9999338886739703
0,8,0.0001000000002270547,0.9999338886712417
0,9,0.00010000000024961824,0.999933888673957
1,0,0.004016837815507364,0.9999999977585207
1,1,0.003313712909357823,0.9999155882962477
1,2,0.004219609696722306,0.9999338969025688
1,3,0.003345720866667421,0.9999999946577701
1,4,0.004011553159002244,0.9999999999340543
1,5,0.004674870258565609,0.9999339399237839
1,6,0.003734913402728775,0.9999999976646805
1,7,0.004365435085212163,0.999936893557473
1,8,0.0034529841156830205,0.9999999999999808
1,9,0.0049279631398117,0.9999999999999704
2,0,0.07452033464005604,0.9998426021006576
2,1,0.07748371973455964,0.9999991303221026
2,2,0.08185635429248134,0.999999999991612
2,3,0.08020700473283497,0.9999999977585207
2,4,0.06949017038320593,0.9999999999999611
2,5,0.07948422518633493,0.9999996864961578
2,6,0.07095738413211838,0.9999999999999449
2,7,0.08058817940504902,0.9999999999470677
2,8,0.07815240692162366,0.999859994373005
2,9,0.07556558819577668,0.9999999956298696
3,0,0.0032508923147901774,0.999999997711615
3,1,0.0021771440320984886,0.9999999976357201
3,2,0.003493197245065355,0.9999340623554245
3,3,0.0014065238844523647,0.9999308921122174
3,4,0.00340757868662676,0.9999999994816843
3,5,0.003277947674692949,0.9999342165736133
3,6,0.0031958167959021955,0.9999999964939803
3,7,0.0035308488856084274,0.9999956889854628
3,8,0.003322116095619658,0.9999949629630233
3,9,0.003948858515212909,0.9999999999998228
4,0,0.0023819526787483593,0.9999999898205307
4,1,0.002215451145556828,0.9998758214041228
4,2,0.002365551874115889,0.9999999975129197
4,3,0.0029501115690330833,0.9999999725944477
4,4,0.0026859487271441644,0.9999999956298696
4,5,0.0027186203354751756,0.999999999999973
4,6,0.002847924372304742,0.9999968028826887
4,7,0.0025575526710776898,0.9999256938476072
4,8,0.0026262198114760387,0.9999999999999831
4,9,0.006743652479752832,0.9999999999999912
5,0,0.002972466319524826,0.9999338973730473
5,1,0.004695405924424354,0.9999999999999942
5,2,0.0036906902268075046,0.9999338354532217
5,3,0.003895388549341818,0.9999233409470166
5,4,0.002992349912607955,0.9999999975236175
5,5,0.003684057885329458,0.999999996667458
5,6,0.0031929212981798936,0.9999287116535007
5,7,0.003162714258821954,0.9999999999999998
5,8,0.0034498743778413007,0.9999999999999423
5,9,0.004137469820839999,0.9999999974141613
6,0,0.00013703061125701444,0.9999091262730342
6,1,0.00010000000019724004,0.9999338886698381
6,2,0.00010000000022606375,0.999933888671174
6,3,0.00010000000023025065,0.9999338886715536
6,4,0.00013743314744843113,0.9999999983375432
6,5,0.000159283599807226,0.9999999972991109
6,6,0.00010000000014005568,0.99993388866919
6,7,0.00010000000021575084,0.9999338886704052
6,8,0.00010000000012976701,0.9999338886691176
6,9,0.00010000000021092965,0.999933888670205
7,0,0.002830134537960452,0.9999999999998931
7,1,0.0024129573040468444,0.9999982227842128
7,2,0.0012169858142594193,0.9999999376782863
7,3,0.002687661678770563,0.9999338889656486
7,4,0.0019060118802433695,0.9999301525835156
7,5,0.0016253413171873452,0.9999998255291351
7,6,0.0018583288760817551,0.9999956965818848
7,7,0.0005035919845675016,0.999933814144786
7,8,0.0025262901007833943,0.9999974607840998
7,9,0.0025230775326637585,0.9999999999999434
8,0,0.0008094994843255887,0.9999879078037244
8,1,0.00015234263339169413,0.9999329347276472
8,2,0.0006135739318974823,0.9999330604151907
8,3,0.000844431901024255,0.9999965084568192
8,4,0.0004714145737006939,0.9999318888303198
8,5,0.0007122818359778008,0.999933866693368
8,6,0.0006655917350187407,0.9999331317329477
8,7,0.000675483751355279,0.9999972567246957
8,8,0.00090003308457659,0.9999292194371089
8,9,0.0007489972878798456,0.9999999998064255
9,0,0.0930886463786431,0.9999999974708418
9,1,0.10571519234990104,0.9999995045125364
9,2,0.04673571634033308,0.9999999999999786
9,3,0.10581406311883114,0.9999979064066586
9,4,0.1050954984011591,0.9999996870042273
9,5,0.08834389594212627,0.9999999999397055
9,6,0.10476225939562958,0.9999999811164515
9,7,0.10450538974773935,0.9999986191034921
9,8,0.09200531644390766,0.9999940391390134
9,9,0.11193132832452315,0.9999939451919224
10,0,0.00015489065373160447,0.9999999956298696
10,1,0.00029508635495087556,0.9998714392688397
10,2,0.0001000000001857192,0.9999338886695586
10,3,0.00015203285261997676,0.9999999973607755
10,4,0.0001589236967513147,0.9999999975146858
10,5,0.0002988912867503962,0.999999948687785
10,6,0.0003253370009576042,0.9999812243360177
10,7,0.00010163212826203442,0.9999338929228315
10,8,0.0001000000002321063,0.9999338886716395
10,9,0.00015594649272771322,0.9999999972991109
11,0,0.0016065110970008454,0.9999999976120476
11,1,0.0010211258176120496,0.9999336450465584
11,2,0.001280303270906298,0.999999999993396
11,3,0.000507757604905363,0.9999999958346532
11,4,0.0015505743427933194,0.9999338317241068
11,5,0.0009932323441611223,0.9999324408349387
11,6,0.001162957309393834,0.999999995511969
11,7,0.0012393554019299367,0.9999999944482456
11,8,0.0012725283162870079,0.9999999856651016
11,9,0.0013870061312084945,0.9999335135869258
12,0,0.05646710270594927,0.9999999999982578
12,1,0.05212777146021342,0.9999999999998411
12,2,0.05802532297095875,0.9999999971798608
12,3,0.055560756283647816,0.9999999999990912
12,4,0.060983230579141505,0.9999999999959156
12,5,0.050173948640575984,0.9999999978044586
12,6,0.05737318594423265,0.9999999999993167
12,7,0.056251577520203114,0.9999999999994933
12,8,0.061844204708879295,0.9999999999936142
12,9,0.0670659999122985,0.9999999999999466
13,0,0.054796997151973496,0.999999999756461
13,1,0.05233086479293383,0.999999999756461
13,2,0.0513461797048819,0.9999999999999388
13,3,0.05485871267714001,0.999999999998825
13,4,0.0552552242962776,0.9999999976368984
13,5,0.05131414343341435,0.9999999999999681
13,6,0.052561164211315875,0.999999997711615
13,7,0.052059863279615384,0.9999999999999823
13,8,0.0516183516057827,0.9999999999999098
13,9,0.052609010529089666,0.9999977231537054
14,0,0.0004657486890639996,0.9999999804143562
14,1,0.0007910450103419624,0.9999999999876652
14,2,0.0004333929384913437,0.9999202761733287
14,3,0.00014529223018446642,0.9999340387311105
14,4,0.0006610086205841048,0.9999999612471473
14,5,0.00013425369277803216,0.9999997561598556
14,6,0.0005282344610679056,0.9999335265931019
14,7,0.0002139726683475727,0.9999200087258537
14,8,0.0006521334611891024,0.9999330696506434
14,9,0.0007461796723372698,0.9999999520094508
15,0,0.0028188542750785597,0.9999992021402915
15,1,0.0014727279876081646,0.9999977139873617
15,2,0.0022977113321966188,0.9999999803454002
15,3,0.0029156733006951755,0.9999995462997071
15,4,0.0017482328988154344,0.9999999999999448
15,5,0.0024718746307453477,0.999999999999978
15,6,0.002929757066944763,0.9999999999449318
15,7,0.0024981605309204787,0.9999999977261859
15,8,0.002638543296742108,0.9999338899026847
15,9,0.002595683765351734,0.9999999977106891
16,0,0.03723236712774571,0.9999999999999463
16,1,0.042377476022740015,0.9999999999979412
16,2,0.03842272086938917,0.9999999999999689
16,3,0.04635222256793622,0.999999999999899
16,4,0.042770064174066716,0.9999999998635567
16,5,0.03822829831898865,0.9999999999998932
16,6,0.038760325396192945,0.9999999999999829
16,7,0.037771981172332575,0.9999999999999704
16,8,0.038337892094782625,0.9999999999814145
16,9,0.04964423796373073,0.999999997308002
17,0,0.0001592695986925985,0.9999999983307587
17,1,0.00015646949260466616,0.9999999973142243
17,2,0.0001592607408826618,0.9999999983307587
17,3,0.00018783292951949875,0.9993789427212879
17,4,0.00013850270969562237,0.9999999983307587
17,5,0.00015925470439646472,0.9999999972991109
17,6,0.0002365901298916267,0.9999337874149136
17,7,0.00015933896780550183,0.9999999972991109
17,8,0.00015906803242475714,0.9999999973142243
17,9,0.0004946029877250661,0.9999999468987861
18,0,0.06007310302904675,0.999999997711615
18,1,0.05868514217969193,0.9999999977585207
18,2,0.06173026961143101,0.9999999999999452
18,3,0.05859902748747688,0.999999999998936
18,4,0.05893229341642344,0.9999999999304643
18,5,0.06037460885313679,0.9999999999644681
18,6,0.056149666717858475,0.9999999999998974
18,7,0.05951596602998985,0.9999999999998955
18,8,0.05690876737690069,0.9999999999999505
18,9,0.05916514560977934,0.9999999999999508
19,0,0.05206734081749011,0.9999999999999896
19,1,0.04750863160842336,0.9999999999999831
19,2,0.04919510676918557,0.9999999999980199
19,3,0.04860691099073318,0.9999999999967961
19,4,0.04977274090339107,0.9999999999069764
19,5,0.049605620027498326,0.9999999999999966
19,6,0.04894458751878004,0.9999999999644681
19,7,0.049724686457448874,0.9999999999999443
19,8,0.048210990335251544,0.9999999999999578
19,9,0.052121906353718786,0.9999999999473852
20,0,0.054268658649360854,0.457206815136827
20,1,0.052718856152833844,0.4630070451342185
20,2,0.05541855538706594,0.421408746980474
20,3,0.052970852581227766,0.46526659722974073
20,4,0.0554108268911069,0.4569219177604037
20,5,0.057436641464488916,0.43991067260155653
20,6,0.05473705010734358,0.4474004133819541
20,7,0.05340908209992858,0.4393107013238218
20,8,0.056038483289810335,0.42801878482833694
20,9,0.055812136467008305,0.42834241848269605
21,0,0.013188270112323652,0.9999999999999586
21,1,0.013334113619000457,0.9999999976357201
21,2,0.013135478300571941,0.9999999963561689
21,3,0.013121878563147045,0.999999999999902
21,4,0.013611484482991026,0.9999999975492783
21,5,0.013491275537042439,0.9999999973217867
21,6,0.013193924991979206,0.9999999972506669
21,7,0.013590884693033928,0.9999999977776268
21,8,0.01299427092799028,0.9999999994033167
21,9,0.013478760998491341,0.9999999975473705
22,0,0.0001590814283910662,0.9999999972991109
22,1,0.00015919073051881883,0.9999999973142243
22,2,0.0001588760287482797,0.9999999973142243
22,3,0.00015911830034726795,0.9999999983307587
22,4,0.00010000000020105859,0.9999338886699952
22,5,0.00010000000020084801,0.9999338886698604
22,6,0.00010000000014680763,0.9999338886692073
22,7,0.00015843051287156313,0.9999999983307587
22,8,0.00012336877391724423,0.9999334305326943
22,9,0.00015924165544114994,0.999999997334896
23,0,0.002568336642613403,0.9999999999232808
23,1,0.00266742650190818,0.9999999998861646
23,2,0.002267646073860404,0.9999606990845382
23,3,0.002325528787985256,0.999989132152375
23,4,0.001999900011337831,0.9999294337973004
23,5,0.002153771806040479,0.9999999999721031
23,6,0.002189912889617576,0.9999999999999936
23,7,0.002724977636461707,0.999980584124187
23,8,0.002877020628006266,0.9999337818488642
23,9,0.002545245504186404,0.9999338850701825
24,0,0.0014522952791388892,0.9999999798121031
24,1,0.002397977526676787,0.9999298865651896
24,2,0.0018271465745651981,0.9999999999999434
24,3,0.0023408925057673367,0.999999995878807
24,4,0.0010708171930389574,0.9998959847600045
24,5,0.0019573379326773914,0.9999999999999833
24,6,0.002074678466363958,0.9999871882840901
24,7,0.00205808029355159,0.9999338046735599
24,8,0.0022621812647126657,0.999999999999948
24,9,0.002017386555864389,0.9999999999999898
25,0,0.0015316834613823232,0.9999999920281881
25,1,0.001199762571849694,0.9999999999924655
25,2,0.0015704010458980663,0.999999999430356
25,3,0.0015418630552007822,0.9999999999999418
25,4,0.0015447374418496975,0.999933931229108
25,5,0.0013701323372490237,0.9999999959462469
25,6,0.0013500053231141418,0.9999961159905855
25,7,0.0009224034347579999,0.9999999938577209
25,8,0.0015098095932330918,0.9999999999999443
25,9,0.001584444164970551,0.9999343423755352
26,0,0.02661102752470449,0.9999999972266619
26,1,0.029574549664776635,0.9999999973134752
26,2,0.040293073738750726,0.9999999961297602
26,3,0.04401709335003338,0.9999999999999747
26,4,0.037864993725531315,0.9999999999999468
26,5,0.006646495652539577,0.9994950964523519
26,6,0.006685051185937402,0.9999999384708365
26,7,0.038959824045634285,0.9999999973326296
26,8,0.026732905148703662,0.9999999977592526
26,9,0.024012526106477323,0.999999999967938
27,0,0.05658871698452846,0.9999999960188085
27,1,0.056096013352891785,0.9999947794199651
27,2,0.05918973472845196,0.9999999999999235
27,3,0.057171187546491274,0.9999999999999689
27,4,0.059259919152310686,0.9999999999999707
27,5,0.05455430415061949,0.99999999999989
27,6,0.05977792672687557,0.9999999967145728
27,7,0.057543979658096066,0.9999999977930024
27,8,0.05542104107980912,0.9999999999999527
27,9,0.05509983341128266,0.9999999999999533
28,0,0.06002640627571278,0.9999999976719928
28,1,0.06123352884068938,0.9999999999999291
28,2,0.0629373983304152,0.9999999960508912
28,3,0.06707582378570831,0.9999999959113918
28,4,0.06180624699176747,0.9999999986502854
28,5,0.06819519489202368,0.9999999999998995
28,6,0.06421203110733241,0.9999999999999706
28,7,0.057943151290536385,0.9999999961842908
28,8,0.05926466927882255,0.9999999999999512
28,9,0.05767615267685538,0.999999996448877
29,0,0.1114832517269602,0.8226822009598683
29,1,0.11254056904162596,0.8398658116274863
29,2,0.11221777426651296,0.8232389455670407
29,3,0.11054307437852832,0.8341912841814823
29,4,0.11165386710754772,0.8169665045942157
29,5,0.11309194222332368,0.8061452923080601
29,6,0.11191376475482798,0.8421744371285874
29,7,0.11399994060924798,0.8120522334728173
29,8,0.11043218273837166,0.8303664300563168
29,9,0.11371009164499905,0.8265923326954382
30,0,0.00010000000023231434,0.9999338886715479
30,1,0.00015872678375836744,0.9999999972991109
30,2,0.00010000000024544169,0.9999338886744544
30,3,0.00010000000024342646,0.9999338886739256
30,4,0.00010000000025086735,0.9999338886773593
30,5,0.0001587740977956285,0.9999999983307587
30,6,0.00015939582902223644,0.9999999983307587
30,7,0.00010000000018975777,0.9999338886697643
30,8,0.00015940892759903796,0.9999999972991109
30,9,0.0001593035946988827,0.9999999983307587
31,0,0.0029400203505855474,0.9999335713694952
31,1,0.004083197003797241,0.9999303707139678
31,2,0.0034254813456411734,0.9999999999999425
31,3,0.0029117775345252517,0.9999999963236234
31,4,0.040561181201492005,0.9999999973549257
31,5,0.0027551049411964476,0.9999327964995319
31,6,0.005518257828839245,0.9999949158299335
31,7,0.002719930153294245,0.9999958922214043
31,8,0.003160067747173221,0.9999999999968727
31,9,0.03598274521642602,0.9999338930386481
32,0,0.0018857973674695895,0.9999338745567714
32,1,0.0016749457351594597,0.9999999972991109
32,2,0.002090277466657132,0.9999350970349594
32,3,0.0013923449255603738,0.9999794878840972
32,4,0.0019805346546613242,0.9999999977006886
32,5,0.0023038076639971777,0.9999999999999417
32,6,0.0018271372040429197,0.9999999999999167
32,7,0.0022322205540152304,0.9999999977935626
32,8,0.0018595383583075147,0.9999999976357984
32,9,0.002044712805118749,0.9999999975396922
33,0,0.0482952565621104,0.9999999966544656
33,1,0.057879918922454386,0.9999999999994208
33,2,0.04344963128955195,0.9999999999999543
33,3,0.043178223373641446,0.9999999999999968
33,4,0.04167058769950988,0.9999999971643234
33,5,0.04246925252103975,0.9999999977585207
33,6,0.043274946831211254,0.9999999999998933
33,7,0.04189233729792748,0.9999999999998908
33,8,0.04398476508152686,0.9999999999999438
33,9,0.04206522495036057,0.9999999999999699
34,0,0.0543665403455991,0.999999997868653
34,1,0.05507809096749602,0.999999997711615
34,2,0.05423045711129042,0.999999999999989
34,3,0.05555325719580907,0.9999999999999677
34,4,0.05282316369878076,0.9999999999999704
34,5,0.05073519624793899,0.9999999999999678
34,6,0.05254323760220701,0.9999999999999485
34,7,0.05021879436174112,0.9999999999999526
34,8,0.05345212179373698,0.9999999976357201
34,9,0.0559241528168485,0.9999999965660993
35,0,0.006212623277307342,0.9999999990418379
35,1,0.006822387527499886,0.9999897765530806
35,2,0.010163244492004782,0.9999999977587756
35,3,0.008436801863591536,0.9999999999999009
35,4,0.0065225025098966756,0.99999650099094
35,5,0.005550678271521396,0.9999934877913826
35,6,0.007333374855971065,0.9999285752859839
35,7,0.007291639739690619,0.9999999976638446
35,8,0.006289090775938828,0.9999999999523067
35,9,0.007646778760667768,0.9999839898664119
36,0,0.04726349376602348,0.9999999999780401
36,1,0.04276626090759932,0.9999999999988547
36,2,0.04535764865906241,0.9463147602005703
36,3,0.04214988570864684,0.9999999999679173
36,4,0.04518524030432856,0.9676011155230266
36,5,0.04607568287083119,0.9999999986432544
36,6,0.042308173476554516,0.999999999756461
36,7,0.04412589255188151,0.9999987326656048
36,8,0.042267166274195786,0.9999998952387997
36,9,0.04194734944845176,0.9999999998494846
37,0,0.07088444295095046,0.9999999999953715
37,1,0.06726755158672593,0.9999999999969644
37,2,0.07953368389818787,0.9999999976357201
37,3,0.07371032379508152,0.9999999971891576
37,4,0.07627453059187049,0.9999999998771547
37,5,0.07437582858063395,0.9999335474387838
37,6,0.07179107658243442,0.9999999999948731
37,7,0.07319248385131216,0.9999756091105125
37,8,0.07292176391316889,0.9999999999948144
37,9,0.07199116149723828,0.9999999999720847
38,0,0.0025997366958446224,0.999999999999956
38,1,0.00266663263633546,0.9999999983860692
38,2,0.003057264402612364,0.9999999999978908
38,3,0.0011796213637736148,0.999931560122882
38,4,0.0023992323755769886,0.9999785739923612
38,5,0.0017938656716481624,0.999999999999944
38,6,0.000948631945703313,0.9999999973142243
38,7,0.0029460735484415613,0.9999999721368059
38,8,0.0025698982754293644,0.999999999999991
38,9,0.0031710360955725346,0.9999999999999464
39,0,0.00039339240184648497,0.9998404378473553
39,1,0.0007196430448270802,0.9999305393980596
39,2,0.00015942961838167138,0.9999999972991109
39,3,0.00023211887884618695,0.9998415516305322
39,4,0.00010000197344447908,0.9999339850919496
39,5,0.00022724899202370788,0.999355493275162
39,6,0.00036431566644346485,0.999999999999922
39,7,0.0004704146650546944,0.9999998438879618
39,8,0.00032269428465468263,0.9999259182389709
39,9,0.00015886232441289733,0.9999999983307587
40,0,0.041495692868327654,0.9999999977693886
40,1,0.03875018126731725,0.9999999999999926
40,2,0.03921748988031926,0.9999999999999687
40,3,0.04010262076140939,0.999999999999969
40,4,0.043191946352972306,0.9999999978054263
40,5,0.03904717634163026,0.9999999999999676
40,6,0.03996786147801944,0.9999999965964105
40,7,0.04140914805301203,0.9999999999999942
40,8,0.03967745638039383,0.9999999964539343
40,9,0.03899920353375116,0.999999999999994
41,0,0.0020578791099902026,0.9999999639184011
41,1,0.0018274138612286816,0.9999999715836252
41,2,0.001873490014531492,0.9999726858886897
41,3,0.001678713433871617,0.9999314059915733
41,4,0.001195871115193242,0.999924135031003
41,5,0.0019100025412830343,0.9999914113132707
41,6,0.0020250453749832147,0.9999999554094924
41,7,0.002217499217589049,0.9999999977712655
41,8,0.002217877466501578,0.9999678408175159
41,9,0.0015674454286013714,0.9999336829924992
42,0,0.0007277644160941102,0.9999998998676365
42,1,0.0007828347670758599,0.9999989792832673
42,2,0.0008698801395455127,0.9999999956157279
42,3,0.0008743906679509095,0.9999968346643251
42,4,0.00010000000012736392,0.9999338886691028
42,5,0.0011264597118574734,0.9999363711911232
42,6,0.0007919970347204761,0.9999330648458797
42,7,0.0006616998161559459,0.9999296104692789
42,8,0.00129954537830401,0.9999999999999547
42,9,0.0007261059068185548,0.9999999972991109
43,0,0.0028453231967079467,0.9999999864369742
43,1,0.0038028445611214758,0.9999999999999835
43,2,0.0031359046080642688,0.9999999972345293
43,3,0.0028068946351683536,0.9999320678227588
43,4,0.0036098802853771353,0.9999999999820357
43,5,0.0028764501006927736,0.9999185533981532
43,6,0.003629401489762061,0.9999963603000775
43,7,0.00278932931055942,0.9999963619167359
43,8,0.0026710736543418944,0.999999814953495
43,9,0.0030409367094366467,0.9999994990248228
44,0,0.03086534135753079,0.9999999958690822
44,1,0.03233090855426658,0.9999999956468553
44,2,0.03197819124035171,0.9999999999999426
44,3,0.03362336067804157,0.9999999999999662
