simu_idx,session_idx,delta1,delta2,hrate,nu_p
0,0,8.010663458354411,6.360974789675491,7.96082626081075e-05,4.9999405389474525
0,1,2.720161812500183,12.80270296652028,0.00011471857131776779,4.999942112050135
0,2,2.406193334952556,12.54223621934019,4.979033757161963e-05,4.999964480425479
0,3,7.0189452774449865,16.520581073388563,5.981949914229658e-05,4.999947447170194
0,4,6.96952393366276,16.96690821803591,7.196043969791634e-05,4.999945393693113
0,5,6.91943941392099,16.392272612922085,6.56586842800245e-05,4.999946608773785
0,6,6.927305012576533,16.409079021903835,5.7881662989271945e-05,4.999944026648994
0,7,7.0192531160148235,16.6230783106969,6.509202269066337e-05,4.999959083666433
0,8,6.855181151220085,16.003020901219163,7.935783273043258e-05,4.999950692030136
0,9,7.29266468478398,15.921131330227361,6.756680613913602e-05,4.999964199126704
1,0,7.880963839391053,18.24850373820087,5.47067292749686e-05,4.999961380844205
1,1,7.696182918538787,19.215384740865503,6.325255120497234e-05,4.999968603354166
1,2,8.021727604666545,19.096665469005057,3.409577781474721e-05,4.999956651939796
1,3,4.77359286804479,16.066608062866955,0.000308773705175105,4.9999375079870525
1,4,7.7841614146153875,18.66601566262858,6.364677847432936e-05,4.999942921566895
1,5,9.513070181521055,4.581569980070425,8.35782067476785e-05,4.9999612905117425
1,6,7.782954517457351,18.85033968736201,3.976631359546061e-05,4.999939143144586
1,7,7.962149259623283,18.490490009090564,7.346879626809381e-05,4.999939175118253
1,8,7.8124811506584155,16.85876829837245,6.610690686575336e-05,4.999960016786665
1,9,7.46014892010484,10.640345320652719,0.0006078614966328706,4.99999962697004
2,0,8.00999199571192,16.328890927259845,0.00036046690952299076,4.999936913585302
2,1,2.2323792801252025,14.255277573077437,0.00026221849754561077,4.9999999444151815
2,2,8.323890907598312,17.38227395365637,0.0001725443773081318,4.999938185767723
2,3,8.307385836207859,17.923042163717156,0.00015624586544586006,4.99994647561738
2,4,8.395897262004677,18.053036333092546,0.0001420804685695044,4.999940071432086
2,5,3.5311994742066823,16.204204171382695,0.00020054854354288617,4.835879649742727
2,6,8.23758644114009,14.45361182308638,0.0002383465082656723,4.9999999999314975
2,7,8.267300123778597,16.8217885038515,0.00019791491966136926,4.999962430166342
2,8,8.121187352408926,17.872965436201838,0.00020771504414674472,4.999998912151831
2,9,8.1676462301905,16.955040175690083,0.0002059588952373952,4.999951454465143
3,0,11.131578570455455,499.49999774402824,0.00022648054565978468,4.999966230221754
3,1,10.823662429292693,499.4998181569096,0.00045902776274199845,4.9999998802417736
3,2,6.770389740915189,499.49986027059674,0.009116865891965266,4.999936378632627
3,3,4.70347458198019,14.994785927322413,0.0001007180546603027,2.3134926198349675
3,4,6.5854696234823065,499.49990880098346,0.010484164883197547,4.999939484722699
3,5,6.019042458973245,14.634235142420273,0.0001957273783897827,2.947261563442989
3,6,6.462373380539179,499.49970185808456,0.011576479703007587,4.999941400425004
3,7,2.000106504420289,14.48164892936336,0.00028248424876546835,4.63113136307742
3,8,6.205011872628048,499.1173820402096,0.010732358342918701,4.999999927679946
3,9,6.568323863441262,499.4975529987956,0.01786620373944425,4.999999747505178
4,0,7.753386340816577,17.797895839918638,3.972261375995116e-07,4.999955304650353
4,1,9.329257241731739,3.9452537308281674,3.932353937881951e-06,4.99995530386803
4,2,6.956021859882724,17.24896850953573,6.610696135189607e-05,4.999942760887729
4,3,8.495109270845653,8.609905381284706,2.1133051813674833e-06,4.999955343553111
4,4,7.7966083629414165,16.40806298046192,9.13945209576914e-07,4.999991947655622
4,5,7.798398224266222,17.34412668124907,6.669058793215505e-07,4.999955304643088
4,6,8.527004737797471,8.561784459101867,1.851166564222981e-06,4.999955360210981
4,7,9.00380557061989,6.2092920042091615,1.9028169647992827e-06,4.999955304237888
4,8,6.927829452907463,16.876173837979845,6.610696135189607e-05,4.999949834298745
