simu_idx,session_idx,lr,weight
0,0,0.32625953094297805,0.23041902964655625
0,1,0.3262593124704939,0.2304246307139351
0,2,0.3262589712225926,0.2304219106885474
0,3,0.3262597944782889,0.23042324462187447
0,4,0.3262598372448373,0.23042036656692266
0,5,0.3262598073481483,0.2304254302372662
0,6,0.3262598044497166,0.23042382014728444
0,7,0.32625980304677926,0.23043079028964344
0,8,0.32625979109269154,0.23043078970193043
0,9,0.32626680872728775,0.23041615474374535
1,0,0.12580816858146154,0.4912057240936166
1,1,0.12578787867304728,0.49123495495883707
1,2,0.12580589721141416,0.4912039535700289
1,3,0.12580261509795382,0.49121034924015794
1,4,0.12580409112909802,0.49123665745914286
1,5,0.12581409734539659,0.491210610285117
1,6,0.1258245594054079,0.4912070403343721
1,7,0.12580585158091667,0.49122044552842586
1,8,0.12580108414638383,0.4912329934620352
1,9,0.12580387121463235,0.49123631530753603
2,0,0.24977763353145688,0.0311401138527111
2,1,0.24978293457817133,0.031151225440350174
2,2,0.24978092488227782,0.0311520560027473
2,3,0.24977796463889596,0.031151529324455127
2,4,0.24978165897232635,0.03115203171753066
2,5,0.24977914556565411,0.031150870521101628
2,6,0.2497820179997111,0.031152714025055192
2,7,0.2497763954817464,0.031152753007168636
2,8,0.2497815664023293,0.031152168710094543
2,9,0.2497849846018847,0.031153677546034084
3,0,0.2601693912366598,0.45329992614646
3,1,0.2601697709243042,0.45329965845085446
3,2,0.26016991023320696,0.4532990854650744
3,3,0.260169444485377,0.45329889224753983
3,4,0.2601697697981973,0.45329877209430186
3,5,0.2601697711844028,0.4532992991159527
3,6,0.26016977092785726,0.45329890263613626
3,7,0.2601698553385576,0.4532988144049816
3,8,0.2601694336409103,0.4532987378004301
3,9,0.2601698679519509,0.4532987325054909
4,0,0.11555801883333827,0.24389332275895814
4,1,0.11554471913932435,0.24389290568385125
4,2,0.11555833131773433,0.24389273848358958
4,3,0.11556028839996811,0.2438931779915919
4,4,0.11556023350685468,0.24388665973758183
4,5,0.11556033605008079,0.24389283057767547
4,6,0.11556023487086782,0.24388665978370885
4,7,0.11556023384671577,0.24388665974796675
4,8,0.11555860955742991,0.2438919445186378
4,9,0.11556023473747389,0.2438866597234742
5,0,0.3413853877758212,0.3396188505539967
5,1,0.34139735690674217,0.33961709677778923
5,2,0.3413884630703061,0.33961433026843374
5,3,0.34139813300404803,0.3396134124792975
5,4,0.34138845106124627,0.3396185953023848
5,5,0.34138616644527664,0.33960798864913855
5,6,0.3413884598491011,0.3396189496020802
5,7,0.3413884759429267,0.33961538280591447
5,8,0.3413839424823887,0.339620122492432
5,9,0.34138846374564513,0.33961324524181935
6,0,0.17273404956830773,0.21750361549148947
6,1,0.17273404747831994,0.21750406926733223
6,2,0.17273406026612892,0.2175051221375277
6,3,0.17273355145929759,0.21751900191275414
6,4,0.17273404703514827,0.21750389672259418
6,5,0.17273405009897275,0.21750480101115907
6,6,0.1727341817192627,0.2175043419863098
6,7,0.1727340495454252,0.2175055161199757
