simu_idx,session_idx,Kp,Ki,Kd,lamda
0,0,-0.24947393808790533,0.17190236604968115,0.1276853837849317,0.9974938824618791
0,1,-0.2629490327524899,0.17183412664757514,0.1336822211266502,0.9973527912901002
0,2,-0.28049579663813984,0.1670086682812386,0.1417851429305778,0.9978069717169832
0,3,-0.2456675233763477,0.1701695543641179,0.12601405352136982,0.9974029675817809
0,4,-0.2445675017533234,0.16937057671856318,0.12297532608071775,0.9971755966530276
0,5,-0.2602563239413959,0.16843901015856924,0.13376435586354615,0.9975445769865632
0,6,-0.2752060004936754,0.1680953458119439,0.14035099774116166,0.9978672627874653
0,7,-0.25052642914288037,0.1732673192840411,0.1269307925424829,0.997448069060526
0,8,-0.2688116170068881,0.169281644255932,0.13552323051222415,0.9968577772906569
0,9,-0.2751558834090172,0.1728982631253135,0.14006721855589643,0.9976282659828127
1,0,-0.25431078585728406,0.20573755255813114,0.12928119813081124,0.9959407496252445
1,1,-0.27474218887282353,0.19948548036331853,0.13737819328857906,0.9962189261564234
1,2,-0.2649358303273765,0.19864026907673993,0.13335764466932992,0.9959187297612161
1,3,-0.26239552106471975,0.20069766874039938,0.13206400367760532,0.9957339048807352
1,4,-0.2361924209790162,0.1960914804003741,0.1183566908584838,0.9962290842994439
1,5,-0.25811938071254276,0.19929931298074402,0.13231638944013918,0.9960355076818294
1,6,-0.25800297911139125,0.19561845237185374,0.13033609652860437,0.9960253595587493
1,7,-0.257211246359804,0.2067665243711407,0.12935417209939323,0.9962812607735374
1,8,-0.26917285357366044,0.19763874318070923,0.13459578189573512,0.9963218939884256
1,9,-0.2552677495227865,0.20610772570677818,0.1292902931301604,0.9963266973843794
2,0,-0.26083331037426766,0.22564967997755608,0.10940433221605121,0.996555350433875
2,1,-0.27867158095211403,0.22318254205969726,0.11543867313547305,0.9972009223344059
2,2,-0.26890328888099885,0.2134177612179934,0.11189874768185874,0.9960593700183661
2,3,-0.2804692833885765,0.21119599692583227,0.11798079560227089,0.9971460855528042
2,4,0.572811456554187,-0.6347658429384274,-0.34657170133123755,0.9888535883099341
2,5,-0.2812180761128094,0.22827103897116743,0.11713772299175951,0.9970019576350198
2,6,-0.2508362980829519,0.21533579798301408,0.10708102418630963,0.9968158858041201
2,7,-0.2739007103078871,0.22446436044765256,0.1146381987667576,0.9970271022632459
2,8,-0.2665437887856006,0.2187806777764734,0.11634605344727661,0.9963468615133664
2,9,-0.2589791249480559,0.20884734251495832,0.1084590816736493,0.9971257035567463
3,0,-0.3182966139872537,0.2744643709462802,0.12391506808591884,0.996463814532801
3,1,-0.36089695124060406,0.3049764184971602,0.14015643270158826,0.9962986319776086
3,2,-0.3442148513248557,0.2928181083295732,0.12979975926484819,0.9965336563041888
3,3,-0.3411738952868545,0.29379117354924034,0.12923672820461118,0.9964606697794729
3,4,-0.328186938741128,0.28864635763348206,0.12558099127286013,0.9965240128928519
3,5,-0.35982469767555425,0.29730264512581317,0.13992513189383818,0.996204177407059
3,6,-0.3367580854190751,0.29020112891336863,0.13110420944837975,0.9961235102709696
3,7,-0.3158883516075332,0.28562331448922607,0.12302415641528315,0.9965293338274769
3,8,-0.35701647424128446,0.307862246060908,0.1371346245181258,0.9963456668411763
3,9,-0.3227517198467745,0.28487653225496706,0.12029253787881221,0.9967295699078002
4,0,-0.20995717491633942,0.16118596665631724,0.10938343830690216,0.9965548327433538
4,1,-0.21132221206332524,0.16553461440425887,0.11086744809325387,0.9964986341852317
4,2,-0.16744399714080366,0.149084593626564,0.08695862499769809,0.9969994732713624
4,3,-0.1869075676066898,0.16211156814705485,0.1004115036196638,0.996558833629046
4,4,-0.21132859934696926,0.1654701217017592,0.11364258995864727,0.9968428046066427
4,5,-0.20193639344672445,0.1625168103393722,0.10634851535225999,0.9970865781335142
4,6,-0.20085054190578833,0.15781863495599616,0.10471744316120395,0.9971958347139851
4,7,-0.19579831448027826,0.15610104059963836,0.101429660437511,0.9977337996536211
4,8,-0.19218793025591135,0.15891229497167456,0.10257989699788599,0.9968960958968808
4,9,-0.19994882922234866,0.15574317682205044,0.10520690120653521,0.9971319991231797
5,0,-0.40599237875441324,0.3547414514859353,0.126080010804757,0.9821010413350988
5,1,-0.4156476975012673,0.361671704531281,0.12570721923060305,0.9817206436193864
5,2,-0.4196759810078547,0.36268587759733334,0.13420314951131598,0.9852772764204826
5,3,-0.44128733987770496,0.3656094936376552,0.13127175842252134,0.9810955276821164
5,4,-0.4346653070126967,0.3631375585109666,0.1282077922369825,0.9805376379861617
5,5,-0.432108471876453,0.371271432364486,0.132996863937356,0.9804796281936214
5,6,-0.4235255089110291,0.3739802351933522,0.13292155658569277,0.9852277040884276
5,7,-0.436370321336283,0.3680379459090224,0.14239737953997442,0.9871096863006357
5,8,-0.38359283913540104,0.35059196778211216,0.11754186493023164,0.9824769683272712
5,9,-0.4237185290813639,0.36336221887628556,0.12505177028134454,0.9809452062009411
6,0,-0.23117815824830917,0.18596335244261022,0.11859370111541742,0.9973105336386907
6,1,-0.22268616865951021,0.18027229799563718,0.11294032250868931,0.9970752766223787
6,2,-0.1947258932175402,0.17904322411117815,0.09853280973023798,0.997101327099781
6,3,-0.2613458327701855,0.20162181533142676,0.1349900174174685,0.9962835351986558
6,4,-0.22916861487972026,0.18433127053959159,0.11675393758355364,0.9972474448438535
6,5,-0.21452917100698216,0.19084379746978078,0.1125886883668646,0.9969271270904113
6,6,-0.2402185575818235,0.192519192179593,0.12303089032898452,0.9970084290078434
6,7,-0.23291236418403083,0.19100751785641779,0.1172664487148029,0.9968656653613018
6,8,-0.26045172246904347,0.1941960319826894,0.13254226429943342,0.9970663756619319
6,9,-0.23508336223651102,0.17484323666569515,0.11819094908449711,0.9968089524006264
7,0,-0.26318457431913195,0.2505163136810488,0.12787520776487224,0.9961601570853661
7,1,-0.26496111508116277,0.24932404260090066,0.1209003824518653,0.9963376340104054
7,2,-0.2531027092861835,0.24559532063214837,0.12131170905790564,0.9961788407993291
7,3,-0.26815204438014206,0.2442287695879208,0.12313447833942072,0.9962992601385502
7,4,-0.264599901094144,0.25676697366018314,0.12371458181709706,0.9968608117656519
7,5,-0.26456039813571514,0.22843412223893236,0.12250017156061416,0.9972096898141208
7,6,-0.26783252971604815,0.2598148565643598,0.1273709836528007,0.9963769381628885
7,7,-0.24912709350012952,0.2509745966947981,0.11537051903683379,0.9967877514991674
7,8,-0.27424058884382774,0.2601889949695075,0.1312204068943961,0.9963259192057493
7,9,-0.26780098931093277,0.26235732478748763,0.13037265560091288,0.9962459255934913
8,0,-0.19003397316783727,0.17947000633746535,0.09715490813436892,0.9964182095412223
8,1,-0.18367797257918717,0.19758627312641514,0.09862035951752746,0.9952212608552319
8,2,-0.20197726338554217,0.2007248180049819,0.1042299903342046,0.9953249050456106
8,3,-0.2207837353851635,0.19774654062026384,0.11521749994948921,0.9956730091139253
8,4,-0.17049133935204727,0.18613024435902945,0.09026911126319316,0.9959912922579036
8,5,-0.19555587104606958,0.18580025950434412,0.10301219618131395,0.995146751758561
8,6,-0.22862007709489313,0.19992781786648106,0.11891885354096947,0.9954325074725195
