simu_idx,session_idx,T1,T2
0,0,0.11846990550069758,7.639994936703275
0,1,0.2118812205140438,3.6980097895955963
0,2,0.23350743248570804,12.361108271630034
0,3,0.0362454552444306,11.424088532803944
0,4,1.0769907115131285,2.7145741705531985
0,5,0.036245455244430576,11.418216695286812
0,6,0.11150940575420173,8.81581173032206
0,7,0.25275456808574115,12.245047906134452
0,8,0.17557748732324008,12.361128754975622
0,9,0.03566588526901571,8.430712684726098
1,0,1.0582011826861497,7.214294425812376
1,1,1.3588863431411127,7.639993785647389
1,2,0.6958310734773567,3.5118220507103004
1,3,0.7524662165416,6.405839190301911
1,4,0.03773537028415558,4.808470104692587
1,5,0.03624545524443058,12.730148016705186
1,6,0.5172957219215829,3.344562057254007
1,7,0.03565579679458508,14.16442277331543
1,8,1.2317337817397342,3.5845006353136837
1,9,1.2431713839637792,13.960717455563852
2,0,0.12302840701127586,9.846923443007809
2,1,0.03624545524443068,2.9969347372701183
2,2,0.530280794552566,3.055414505650003
2,3,0.03624545524443068,2.655995888975891
2,4,0.024661800270450396,12.033593493534912
2,5,0.06999742295575387,5.471372900196954
2,6,0.24389343169209354,4.695022419646012
2,7,0.1201427765643013,10.650257503366733
2,8,0.2784239309084234,3.826900125114019
2,9,0.025070019495009976,2.1691470162195383
3,0,0.3846018609387738,5.3937989150435275
3,1,0.043326023088663845,15.278936123611143
3,2,0.11877952764322586,12.087715126769432
3,3,0.0362454552444306,17.50794826746479
3,4,0.0362454552444306,15.392260144698286
3,5,0.04334281708181115,15.278936123611143
3,6,0.04076219819674591,12.098022152327582
3,7,0.1851167072470008,10.446875360716685
3,8,0.48552583089141643,4.3897158942086
3,9,0.19274997909683955,14.164430051684315
4,0,0.026462434609376334,1.679420620866184
4,1,0.12193248185110961,1.3705337630224226
4,2,0.22762989857886384,1.6891421546985186
4,3,0.12789421734604126,1.3127342604895678
4,4,0.10820660295609433,1.853473692910505
4,5,0.17929839110152604,1.8043594596501038
4,6,0.12098815115432449,1.5157798772635696
4,7,0.07850593156550445,1.5442955086089238
4,8,0.1261191466099789,1.9433168047919354
4,9,0.22749790896138844,1.0917497819680817
5,0,1.224833228834697,13.25041287148493
5,1,0.2480992896490377,7.346406828120384
5,2,0.04412364229950699,5.386308908823523
5,3,1.25229389893894,12.061096152121928
5,4,0.23919568016590875,11.39601708937966
5,5,0.21685005324562667,18.885553533702613
5,6,0.24281937349682248,8.973359220721697
5,7,0.25037276494856464,10.12003771457495
5,8,0.5546647232807173,14.099069915782882
5,9,0.24501760465189593,10.301449864356368
6,0,0.22144241649537139,11.61020941883685
6,1,0.39072149931844025,5.683813767132339
6,2,0.22054549606097465,4.548015712377524
6,3,0.04442949685126028,15.642530267736234
6,4,0.21338891735091525,4.29451918045671
6,5,0.07784374593287585,15.594182470097273
6,6,0.22923088375528844,4.84803070436488
6,7,0.03624545524443068,10.016148877932816
6,8,0.02820479210275373,13.475627418565406
6,9,0.1008459661529092,5.25950785059518
7,0,0.08435873567401173,2.8695893224139533
7,1,1.3327891989832974,7.639979544928487
7,2,0.03147093976576176,2.233320287761759
7,3,0.10457243970262256,4.381252568016883
7,4,0.036245455244430624,6.2194032163341015
7,5,0.04278322761182349,3.0831458207850346
7,6,0.03624545524443068,7.639976706307618
7,7,0.03330898823618802,6.063537926639051
7,8,0.0362454552444306,4.722157001939697
7,9,0.03624545524443058,2.1667877025645956
8,0,0.11980380972060628,15.2789411806228
8,1,0.03626023538050249,15.27893612361114
8,2,0.24564028793928513,17.08224482865688
8,3,1.0205815143114274,11.964440365189155
8,4,0.24503653604718342,18.327940220131246
8,5,0.4641574883789322,15.245742161353661
8,6,0.24885678478389733,15.27893612361114
8,7,1.2423140342052237,2.9188743826019943
8,8,0.23943849350526764,7.477393620123376
8,9,0.24036004061901423,7.6399963740519645
9,0,0.03624545524443068,15.267768405930942
9,1,0.26208774922824174,11.34482301416547
9,2,0.035460413075593104,15.205458323368275
9,3,0.2598448268451429,2.977748066723364
