simu_idx,session_idx,lamda,omega,v0
0,0,0.000712953684920264,0.9999999999164246,0.16173270963472308
0,1,6.95693174898109e-12,0.31770213658463037,0.36118080001576264
0,2,0.0021516183147242828,0.4808163908372105,0.21646957819294535
0,3,0.00018502067667604654,0.9999983140003252,0.1691154857029948
0,4,0.005809570478347948,0.34119530165856965,0.3214056664123046
0,5,5.064596909676185e-12,0.3058050122475559,0.3837041329979602
0,6,0.00011209116191554702,0.9999999999437056,0.1947349887694257
0,7,3.222964731725315e-09,0.4324001780713989,0.31993812611429395
0,8,9.079526354180263e-13,0.46663251208596845,0.32717618230246787
0,9,3.478581568171802e-16,0.2968167095413956,0.38782080517722517
1,0,7.682335698281759e-14,0.3230671022979479,0.5380369796081111
1,1,1.674540451738651e-12,0.3723612508962108,0.5320135590491856
1,2,2.419422944005404e-16,0.33565813084063684,0.5523541368164971
1,3,5.8899724739731815e-06,0.3658180456884264,0.5263292942640094
1,4,2.684670281439907e-09,0.338749913379653,0.537913586768977
1,5,4.214680239438651e-15,0.551680919930226,0.4441490757941883
1,6,0.04148151002315801,0.41354171926872013,0.38841142231350084
1,7,5.616483479261362e-16,0.31398066744117303,0.5433886561026385
1,8,4.5462605426046705e-14,0.2954534051726859,0.5693931055089385
1,9,8.588316418602455e-15,0.5654093479766258,0.44061525096958715
2,0,2.2353884253029698e-09,0.7789654698964653,0.7903171548091613
2,1,3.354086739701976e-12,0.9998948895971089,0.7419919736103763
2,2,1.1136029748547455e-16,0.7402479151025,0.8246883721507183
2,3,5.901175039712748e-13,0.9999459310480793,0.6984967225610621
2,4,3.346329640908255e-09,0.9705422908100403,0.7250243455382863
2,5,1.7830842832923897e-16,0.9999604805294978,0.6957873066731903
2,6,4.360388270879607e-09,0.4488983501613093,0.9727467297477566
2,7,2.601773880395202e-09,0.6750464728014327,0.8527323702494901
2,8,4.318016900622212e-09,0.7930092213996806,0.7957136733841603
2,9,2.2496752747351853e-11,0.8349921639991774,0.8060637747964491
3,0,5.340305715417499e-08,0.17134367105086482,0.3001592315048126
3,1,2.442913029622408e-08,0.1607038625986583,0.2977055056502144
3,2,0.0004410467435880988,0.13854825470081342,0.3181018017809353
3,3,7.24343307959368e-05,0.15427600228663477,0.2920670267016588
3,4,0.2920316031546171,0.18771016936443183,0.9999338930386481
3,5,0.772324155690459,0.13909283785800888,0.9999958915522171
3,6,3.207775983059728e-08,0.1563253470175313,0.2998597924457136
3,7,0.32871784549029365,0.18813063524055454,0.905139518272398
3,8,0.2448247263058942,0.18713130503903697,0.9999998565700219
3,9,3.315803983968027e-14,0.169148448712125,0.30050899098284534
4,0,0.0008280802974363723,0.9999999999849319,0.4446962883228996
4,1,0.0006579173372873817,0.9999994713070723,0.42412490364802735
4,2,0.00126596509406731,0.9959021930729962,0.4384232674217594
4,3,0.001388231998854348,0.9999999999648652,0.4133405193029456
4,4,2.7517022682657913e-09,0.7435090876495145,0.5872030612810077
4,5,0.0014140808221082164,0.9999997742299739,0.3776988949383342
4,6,0.0013558447481584628,0.9999999999636986,0.3940019268419051
4,7,4.25957232075153e-09,0.3065096317254538,0.8173727816586388
4,8,0.0033127567254222215,0.9999999999930392,0.25085594640965875
4,9,0.0025466890374783585,0.9999999999770317,0.3080202716566811
5,0,5.13262920358435e-16,0.38371347977897113,0.6598126443473293
5,1,2.1732483372799454e-09,0.6945221672267766,0.5474773777522061
5,2,5.15326203040805e-14,0.49171569094597817,0.6120994730031452
5,3,1.054939032244793e-14,0.3877967060357363,0.6859878804854475
5,4,1.0199168160648982e-14,0.8945401513995159,0.4574762227786653
5,5,1.0308525586766444e-14,0.7378161842745987,0.5094846759226512
5,6,7.08255474481421e-13,0.453409838803182,0.6413983795877982
5,7,3.886741259917301e-09,0.5334979686937512,0.608395685124614
5,8,8.376728606249924e-15,0.9416411076411151,0.47911001228231975
5,9,3.712784737205238e-09,0.345823683651173,0.6703999016102821
6,0,0.0007990769464929685,0.9999999990910682,0.6517920071638175
6,1,0.0009644300583113399,0.9999613534914649,0.6064250146071463
6,2,4.124714917824374e-17,0.9999682768635944,0.6782162809360102
6,3,3.2189069470608683e-09,0.47844188384703434,0.9110560764471687
6,4,3.475240160590876e-14,0.3725419774583975,0.9563334742614812
6,5,5.493628755258894e-05,0.9999999998572502,0.6539999902768588
6,6,6.599042262196841e-05,0.9999999980363782,0.6866289072603866
6,7,2.4961671161601346e-09,0.5088426251147735,0.9020328767754475
6,8,3.411132491052719e-13,0.9161872925334882,0.6989867946730637
6,9,4.221236939858975e-09,0.5824985792362655,0.8670877392187268
7,0,0.3525796070817552,0.017725829811491164,0.9999338930386481
7,1,0.3024225713287749,0.019708678156382105,0.9999339071255626
7,2,0.3702363114067526,0.018955274368905487,0.9999339041196571
7,3,0.3490338446406746,0.017894411037726227,0.9999338930386481
7,4,0.349566236507694,0.017636479924113914,0.9999999999602649
7,5,0.3621434794062114,0.01867836580670242,0.9999999980056625
7,6,0.35454405935545946,0.01759226160738411,0.9996179509251081
7,7,0.3637526718288245,0.01736707861595855,0.9999185995577018
7,8,0.35244558271369897,0.017775889679661074,0.9999339207211807
7,9,0.2770341365063444,0.0188406111561045,0.9999338971028808
8,0,0.8347293924080944,0.027410614029626405,0.9999999964883185
8,1,0.8801032560420047,0.02654947246441157,0.9994493903848636
