simu_idx,session_idx,p_c
0,0,0.03486615886871044
0,1,0.03557011650955558
0,2,0.03538681151718893
0,3,0.04589452559978006
0,4,0.03179963057226459
0,5,0.0443979690592632
0,6,0.04414764492355814
0,7,0.03794357805224514
0,8,0.03503511708925568
0,9,0.046082904254857435
1,0,0.09481858909587314
1,1,0.09505504306992267
1,2,0.09486976488079611
1,3,0.09496233647028583
1,4,0.0957650626073422
1,5,0.09345374868396934
1,6,0.09901860652314955
1,7,0.09491926145627967
1,8,0.09660872418961042
1,9,0.09263008759290411
2,0,0.03609404929735115
2,1,0.041556054354726854
2,2,0.04087236573490866
2,3,0.03818935673257812
2,4,0.04152343148725558
2,5,0.04020996289497838
2,6,0.04005618036357925
2,7,0.04072407151242783
2,8,0.038091969018490476
2,9,0.04046770885248886
3,0,0.07466952617430798
3,1,0.07626564823620606
3,2,0.08256576886608186
3,3,0.0814689111868857
3,4,0.0809055656114297
3,5,0.07753661479302418
3,6,0.07964448734780726
3,7,0.07395732932177612
3,8,0.07757200259361266
3,9,0.09060355125254024
4,0,0.003577862316234044
4,1,0.0031170593608994502
4,2,0.003146787913765087
4,3,0.003242093759299147
4,4,0.003292834215999197
4,5,0.003432361275465337
4,6,0.002861414117798414
4,7,0.003771195809354703
4,8,0.0031429381967885413
4,9,0.0033370563949215813
5,0,0.049690658886276835
5,1,0.05988364644508647
5,2,0.05950519689122059
5,3,0.04948437950046689
5,4,0.05236119177249911
5,5,0.048182907389571754
5,6,0.04467823812534882
5,7,0.04060072510767062
5,8,0.04308306509305706
5,9,0.036301911087684026
6,0,0.007489556793890372
6,1,0.006962104407525324
6,2,0.007902152418752646
6,3,0.007228569695080647
6,4,0.00795395893949228
6,5,0.007340801305131166
6,6,0.007903668966856608
6,7,0.007832787747646753
6,8,0.007418438808989085
6,9,0.007594705870828748
7,0,0.018068262657855737
7,1,0.0183296271839679
7,2,0.018771790713132796
7,3,0.018389968099177506
7,4,0.01816925439440398
7,5,0.018487185539428463
7,6,0.019048294637333495
7,7,0.01822781406014442
7,8,0.01902383033524069
7,9,0.01809780500606174
8,0,0.09925122807485066
8,1,0.09997634260593323
8,2,0.0986205447720598
8,3,0.10162655812905537
8,4,0.09655487972792831
8,5,0.09911087395145926
8,6,0.09670771419607334
8,7,0.09689069701974035
8,8,0.09864780883869663
8,9,0.0978808095796557
9,0,0.04859786753656996
9,1,0.05551101040655358
9,2,0.06893825525799221
9,3,0.06088333697397579
9,4,0.15845135845982156
9,5,0.0972858549924669
9,6,0.05916389622093714
9,7,0.0504310216528598
9,8,0.05247851033740372
9,9,0.07548653945061132
10,0,0.08601433658765235
10,1,0.08638277787601559
10,2,0.0880288244594573
10,3,0.08660937758960283
10,4,0.08601866369288759
10,5,0.08504820721287365
10,6,0.08675531503727536
10,7,0.0880051314804453
10,8,0.08568160671145258
10,9,0.08966825291158623
11,0,0.01584060326269949
11,1,0.016457869857106507
11,2,0.015592530598715577
11,3,0.0166258384261509
11,4,0.01619571540651826
11,5,0.01587955459249382
11,6,0.01609497101719605
11,7,0.015372453364629312
11,8,0.016708252961437176
11,9,0.015740404832253602
12,0,0.0023540215762428243
12,1,0.002084287830453811
12,2,0.001982863810495386
12,3,0.0017138897365393247
12,4,0.0018772252796394227
12,5,0.0017710884939485829
12,6,0.0017939155812493732
12,7,0.0021741244616439027
12,8,0.002609832907336555
12,9,0.0023019848407900665
13,0,0.07003009527190167
13,1,0.0856629359062595
13,2,0.06997396248932648
13,3,0.06814902211152064
13,4,0.08172206152787083
13,5,0.07502343047283394
13,6,0.06939350664399459
13,7,0.08478861677023931
13,8,0.07424867263896046
13,9,0.06886317069502791
14,0,0.00633615156304633
14,1,0.005951771499319649
14,2,0.006405374769187152
14,3,0.0052252247440086035
14,4,0.0037823754032142542
14,5,0.006421556155544031
14,6,0.006696755130113737
14,7,0.005933286272923935
14,8,0.005254777092391956
14,9,0.005358472760856757
15,0,0.00010000000009538621
15,1,0.00010000000000005947
15,2,0.00010000393268029224
15,3,0.00010000393268029224
15,4,0.00010000393268029224
15,5,0.00010000000009538621
15,6,0.00010000000000005947
15,7,0.00010000000000005947
15,8,0.00010000393268029224
15,9,0.00010000393268029224
16,0,0.011952222534119027
16,1,0.011570217505737019
16,2,0.012054307877117573
16,3,0.011286671065796951
16,4,0.010813914465701388
16,5,0.011482035799717391
16,6,0.011566399093793969
16,7,0.01197677954888387
16,8,0.011400735059249314
16,9,0.011938740185032713
17,0,0.12117052092756778
17,1,0.13171055947194657
17,2,0.09597987260114016
17,3,0.1267251855583267
17,4,0.13198934680021912
17,5,0.1319923788613258
17,6,0.1246966934475055
17,7,0.13930453523134056
17,8,0.13874014401828239
17,9,0.11182965147117696
18,0,0.000998496562434081
18,1,0.0006283626189786052
18,2,0.00032567890537332886
18,3,0.0010312902622193947
18,4,0.0007378074983626289
18,5,0.001215469751937708
18,6,0.0005018295173895915
18,7,0.00040180803848344367
18,8,0.0014299392032572583
18,9,0.0014607393873583892
19,0,0.046157896030839564
19,1,0.04323766138160599
19,2,0.044256742497716633
19,3,0.05046838998012293
19,4,0.04147317678413496
19,5,0.051558523584622415
19,6,0.053969256020140896
19,7,0.04206829645096594
19,8,0.055221804957570966
19,9,0.03846062050474348
20,0,0.009553717587696397
20,1,0.008778572916113675
20,2,0.011800648222953876
20,3,0.0004115559316412983
20,4,0.008117800187263737
20,5,0.006664348205495637
20,6,0.007703227797252523
20,7,0.008830547682761545
20,8,0.011997592316112596
20,9,0.012377386008923016
21,0,0.005354137107710911
21,1,0.006132330765549353
21,2,0.005688009954577339
21,3,0.0055263137521360155
21,4,0.0052073878648016434
21,5,0.005907767688433517
21,6,0.00546514287367326
21,7,0.0057287925243293125
21,8,0.006322005297222148
21,9,0.00659491510485394
22,0,0.043163019595458305
22,1,0.022123028056650874
22,2,0.038244910196563855
22,3,0.044082827809952346
22,4,0.038478030820822
22,5,0.041339890866487046
22,6,0.030808839575119002
22,7,0.02734093361489539
22,8,0.034496222842491917
22,9,0.04571995635521383
23,0,0.09679306829341243
23,1,0.10161334968664534
23,2,0.11884762071917605
23,3,0.11427751476047386
23,4,0.13069609307903965
23,5,0.13856964391776677
23,6,0.0852431747353994
23,7,0.07166946246632262
23,8,0.07106694008157653
23,9,0.10329883711626625
24,0,0.02296873915796463
24,1,0.041165446866713626
24,2,0.04966805447715337
24,3,0.01985151012704703
24,4,0.02920571118246599
24,5,0.027016502331291006
24,6,0.4947959101360029
24,7,0.026383759700042135
24,8,0.03935960903518572
24,9,0.051047901181697664
25,0,0.07281192414672907
25,1,0.06135143231888048
25,2,0.07204312419149886
25,3,0.057212378991549004
25,4,0.062178472914613175
25,5,0.06358307233432049
25,6,0.062414336488649705
25,7,0.06259308220250974
25,8,0.06008298800281728
25,9,0.07550103004464633
26,0,0.010423775398628474
26,1,0.009948993984955629
26,2,0.011272601105073856
26,3,0.011683310865359741
26,4,0.010386428819346009
26,5,0.011092215687219291
26,6,0.010998786817837761
26,7,0.012239956159811017
26,8,0.011276130911017253
26,9,0.010265674103826684
27,0,0.016634922366469653
27,1,0.015781963960391786
27,2,0.016008088983181346
27,3,0.01647700888263273
27,4,0.016309226817815183
27,5,0.015477091248683711
27,6,0.015445538403663063
27,7,0.015796562640793887
27,8,0.015700929927377223
27,9,0.0160141073623365
28,0,0.00010000000009538621
28,1,0.447799798900798
28,2,0.5073150224412947
28,3,0.00010000000009592341
28,4,0.5032274648921015
28,5,0.4854271943772069
28,6,0.3780638227797798
28,7,0.00010000000009531214
