simu_idx,session_idx,lr,weight
0,0,0.00030171308770621393,1.4027300507182353e-13
0,1,0.0005796418215032453,1.793152713361581e-13
0,2,0.00041230267541693427,1.223976420368237e-13
0,3,0.0007220263340799273,2.071288150062731e-16
0,4,0.0003606702195775276,1.0691810761965051e-13
0,5,0.00019472636653949685,2.1976076549847737e-13
0,6,0.00015949358400954355,2.638349017292676e-13
0,7,0.0008374736107531431,6.671684916689477e-16
0,8,0.000613590437768795,2.1038241384183588e-13
0,9,0.0004936902746473231,2.6321729968805206e-13
1,0,0.00010000223887725066,0.4923059513404722
1,1,0.00015948965452056152,0.48003125001757085
1,2,0.0001000022037415736,0.48058840343833104
1,3,0.00015948965452057193,0.4833946724993865
1,4,0.00015948965452056152,0.4827709446882351
1,5,0.00015948965452056152,0.4876438731333536
1,6,0.0001594896545205754,0.4794958507704812
1,7,0.00010000241760364709,0.49479626870582444
1,8,0.0001594896545205754,0.4888779668998746
1,9,0.00015948965452056152,0.48015800442379064
2,0,0.1843346739166521,0.5750376595209004
2,1,0.16817629523756633,0.5756629611988229
2,2,0.15029907659307218,0.5773808702170007
2,3,0.17299964047059868,0.5747064316498025
2,4,0.1823836854931224,0.5798050836900268
2,5,0.12816725457440362,0.5763190754860704
2,6,0.12346349160297287,0.5814401417627119
2,7,0.18831747388952233,0.5758137231230763
2,8,0.12992565453989732,0.571783989218261
2,9,0.1251236252675723,0.5732057804237379
3,0,0.0001594896545205754,0.45584607748662326
3,1,0.00015948965452056152,0.4490357800185895
3,2,0.000159489654520506,0.4599790749050895
3,3,0.00015948965452056152,0.4455814795713354
3,4,0.00015948965452056152,0.45796969315880415
3,5,0.00015948965452056152,0.47279077831012273
3,6,0.00015948965452056152,0.4662253280975679
3,7,0.00015948965452056152,0.452085655763806
3,8,0.0001594896545205754,0.4652357761308515
3,9,0.00015948965452056152,0.455456347395354
4,0,0.18255054770468937,0.6293809129631821
4,1,0.17010197472240354,0.6316457854352795
4,2,0.1415189620553112,0.6271365662233913
4,3,0.1521518817041489,0.6287233684226469
4,4,0.18472484254956467,0.6325125458864232
4,5,0.13763645608237413,0.6286537364831143
4,6,0.1345487371943769,0.6292452436300235
4,7,0.13039227748315188,0.6322394764104822
4,8,0.1917967151313153,0.6252762305203508
4,9,0.13362872159297454,0.6330051976267574
5,0,0.00015948965452056152,0.49405365204583046
5,1,0.00010000204879645553,0.4910378413796081
5,2,0.00010000211827831208,0.5052248732299159
5,3,0.00015948965452056152,0.4873954684143742
5,4,0.00010000201583755594,0.4958405914730432
5,5,0.00015948965452056152,0.4885234400899789
5,6,0.00015948965452057128,0.5036057051266718
5,7,0.0001594896545205754,0.49608760223152026
5,8,0.0001594896545205754,0.49414921949936474
5,9,0.00010000205931765308,0.49510492229997877
6,0,0.0018060654705296132,1.2914233448518852e-15
6,1,0.00015948965452057193,0.32376710709929657
6,2,0.0008747804812897651,4.7707651784461894e-15
6,3,0.00015948965452056152,0.3215362147632659
6,4,0.0011389874345121985,7.262262892245376e-15
6,5,0.00015948965452056152,0.303335885399025
6,6,0.001319643552907901,5.839090922115848e-15
6,7,0.0010243440761555048,5.348166652814142e-15
6,8,0.00015948965452056152,0.2943216364367369
6,9,0.0009452599421383119,4.582267019671711e-15
7,0,0.00010000220643894308,0.5836207485858239
7,1,0.00010000205766086387,0.5857524809281058
7,2,0.00010000382032592848,0.581421382209638
7,3,0.00010000204151246775,0.5840830895011584
7,4,0.00010000212841826297,0.5843359200147465
7,5,0.00010000201210022895,0.5841689134866944
7,6,0.00010000205112658506,0.5791847513218946
