simu_idx,session_idx,delta1,delta2,hrate,nu_p
0,0,5.737584315594393,13.870223818989178,6.586078237326101e-05,4.999954430011658
0,1,7.023302010298109,8.03334620947469,2.4967154667621884e-15,4.999944808062546
0,2,6.059830572054507,12.723958452562261,3.574844774515975e-07,4.691216715368069
0,3,6.583904339438462,11.20916443681514,6.810603596849179e-17,4.999952253554745
0,4,8.330220444334385,33.959986019305056,3.890166917965728e-09,4.999943929071343
0,5,6.707850940594456,19.372633279931637,9.582480130057178e-06,4.999950328644894
0,6,6.219361731015965,11.832776064425277,3.4626185652506417e-07,4.89889064717733
0,7,5.864915676610884,14.953297326509489,6.428673865956346e-05,4.9999560465590545
0,8,7.4185655011777065,7.648081378057201,1.3136048567472643e-07,4.999938341081228
0,9,7.039201272272422,7.588219879357223,6.265965570878155e-08,4.999961607223647
1,0,11.02226708965307,27.544840557603774,0.013179832817245317,2.8746611544355685
1,1,12.269328416007832,26.693666849624762,0.009684627384554154,3.0115997894918363
1,2,11.381765273932043,26.187801430015295,0.012089854768970584,2.9532144790288406
1,3,13.35667953627673,27.519403979937497,0.007196662984735976,3.165268887012804
1,4,13.507810911613273,28.965075458797617,0.008743716669681358,3.146661938741183
1,5,8.897884903862714,25.516890472820556,0.015772985225807737,2.581342002451702
1,6,11.097370746251535,26.373012263656932,0.013394785666208447,2.8598915735589383
1,7,12.655509003262388,27.652083109570007,0.009200875175971032,2.998448580387531
1,8,6.60263720543513,21.90354809059327,0.01839967370580353,2.1622680510388834
1,9,11.308722482768973,26.976582923613016,0.012848716972953712,2.894384021624508
2,0,6.444219610130845,19.056244182944805,0.01961573744170464,1.9184561309255734
2,1,7.5344220273199864,20.359215069866263,0.016194700594822763,2.0635455198407486
2,2,279.05637763844084,11.305309968686764,0.007003221352092123,3.8670950757187845
2,3,8.93943932452348,21.915721117622216,0.01415897122185734,2.308523613719517
2,4,8.819992841938493,22.249016662289563,0.014760630116607179,2.3073922510412266
2,5,6.588279188863922,18.762275248265183,0.01919740010323444,1.8904806924052113
2,6,7.0250921372262916,19.16570867041379,0.01753797635820486,2.033912468539758
2,7,7.593544845580461,20.33586960931166,0.01562684574279324,2.1262294285799213
2,8,7.144520205160301,19.79049526231539,0.01747490062085532,2.0242865818345503
2,9,7.226094805981538,19.148421724178448,0.017711967732654335,2.0490030450104357
3,0,8.450899990142098,24.859631789682496,0.017412715703236322,2.9457782856741246
3,1,11.245638755859588,28.92023327240721,0.01279020666096932,3.4693024635768626
3,2,9.955413360612441,28.41077591998626,0.013794975921911161,3.2907376887536084
3,3,8.493440659161173,23.602710221455492,0.016580259268458224,3.0394860139137854
3,4,13.141185372878477,31.908507262124022,0.008802007429597409,3.700314568701938
3,5,12.56652466438,32.064885652337516,0.0114844304762897,3.570917320443569
3,6,11.388186183770864,28.442754158299135,0.013645375704055846,3.4236575281861588
3,7,11.05853125872992,29.513879056534616,0.013628565649672464,3.3785217731140547
3,8,12.405330093756316,30.311446427523563,0.011362555531601875,3.5342103987828764
