simu_idx,session_idx,delta1,delta2,hrate,nu_p
0,0,227.7445254303178,423.63786115477893,0.21620526086606745,4.999998774109472
0,1,2.813917919317542,54.73574330274308,0.046400954037718135,3.8243973726344054
0,2,4.419208966452963,84.83105574179092,0.004316924539066047,2.101344921139338
0,3,33.78955882124491,117.58290168375795,0.014015835978618099,4.9999747039811995
0,4,4.55417088080095,9.13462806330506,0.28243280267696275,4.999999999979433
0,5,24.20449568669503,113.49918669147952,0.041559639124141505,4.998735539263637
0,6,5.646727910725147,27.02814373619588,0.23317276245565172,4.958264010792596
0,7,6.5884006069636785,30.536536812438747,0.2110471887670643,4.9999999999888
0,8,4.327206692280653,80.04280863151936,0.007942732791496805,2.3512937247849823
0,9,6.496893268736873,39.545462309445696,0.16562582533951292,4.729101427570205
1,0,6.777107317450696,12.280815496321289,0.5025992284649669,4.999997703870901
1,1,16.560000397978115,110.85970449483386,0.20106586686937852,4.789823744669708
1,2,12.465600164110777,82.1214700593205,0.22391015019085614,4.675293889422426
1,3,29.806176215518242,173.44325166920436,0.1438198707526386,4.950094982652856
1,4,23.352066734764655,177.55108574676976,0.16805408032591992,4.907825322004765
1,5,4.3255350196613715,29.86460243235635,0.291739583836139,4.438505476042999
1,6,8.139700271316528,86.9466932872896,0.21057376980431192,4.4348064626541035
1,7,9.583579167136268,100.76926117148129,0.19113526509790127,4.486620773896916
1,8,18.75277551030402,128.67347519226374,0.1790073714776882,4.785388510920265
1,9,3.9493905689513817,4.5173423316170815,0.6204286891790959,4.999999999867443
2,0,37.15469879772379,80.97644519621005,6.61059573420202e-05,3.7380576663666996
2,1,31.330328750196255,68.87609500253176,0.009369140335098254,3.616059450230349
2,2,32.691212138913905,87.42138750051562,0.005984889472756656,3.6417712214897198
2,3,27.901680588337083,73.17592547902441,0.01742875031346103,3.5886330240149533
2,4,31.264313735400425,79.17444158644058,0.007577765417439566,3.620406890742407
2,5,13.951942911391123,50.20599754184434,0.0645060873948096,3.2790168567766727
2,6,9.274797254503834,52.370166316274315,0.07364495621111164,2.975267018274228
2,7,20.357603159889823,54.18520164720541,0.03745606587606659,3.4553180791990026
2,8,35.29595501931692,61.01005279065001,7.227531473069365e-05,3.6790903518789038
2,9,36.74207447680169,82.90646860571131,0.000703490570196231,3.7008284282418127
3,0,4.747412431141476,52.37454050565113,0.0026971116647111584,2.267460672483058
3,1,408.4013173318459,410.10935689488844,0.07641325784678134,4.999999953528955
3,2,5.17821902741738,21.424930271183452,0.12982486260895876,4.999998697233208
3,3,17.887855150745978,70.52308186342228,0.013906668033304119,4.9999999999999805
3,4,277.33106728344586,247.6905589372811,0.16200989241540673,4.999998957816164
3,5,8.035877502844,124.03424472561356,0.06454132688916972,4.758842146406217
3,6,4.716162529488139,52.096457209055814,0.003061485269533941,2.3409353793411065
3,7,3.7205730634330343,12.075163072634382,0.15182770696293915,4.99995214258441
3,8,4.463607234019553,12.45911873820118,0.1517550957927512,4.999999992108991
3,9,4.7886637331370885,55.47873389443662,0.002510681645325832,2.3265583015296682
4,0,11.39115641318995,26.568935202977325,0.014932227649933186,3.0905758170527706
4,1,16.254761184743696,27.430810148370483,0.0071325728403127875,3.56924059020816
4,2,11.669882588116018,25.68952160506325,0.016168739700317226,3.0885897068192127
4,3,12.587624594047927,25.070808008912273,0.014197054730115637,3.2106214511751263
4,4,15.073390878771876,26.624838012085903,0.008500651785547148,3.4654743676043256
4,5,6.975948939429764,24.74430945668697,0.021839442415505613,2.422405733856411
4,6,11.290379476419401,27.32243912566411,0.01636985395197833,3.092739052777469
4,7,11.855186706066384,25.657624783325897,0.014860404921399305,3.118305986043411
4,8,15.287565535383374,26.550845761259776,0.010156284106422829,3.479496291760909
4,9,9.152321533917137,24.479284453755426,0.019106711047314807,2.774793613017552
5,0,27.82430415699873,207.11127909264258,0.0897576339387535,4.329385397265635
5,1,79.95047968918318,499.49519212592304,0.02345691335263971,4.689787952159085
5,2,31.168373942369946,170.5963491538932,0.10880138888831772,4.452764551575247
5,3,21.701142441163995,125.50941262181178,0.14506845324978004,4.335345714103015
5,4,79.79181126874944,499.49999160655295,0.012803940233352032,4.60229551325793
5,5,20.38037470993736,116.87556779035197,0.1376534947983624,4.321350217836641
5,6,17.032674178993314,128.8845000401839,0.1383918961514047,4.169389908377208
5,7,60.37363470696508,476.1621390692484,0.031028084480371202,4.535048290474393
5,8,34.237983745662106,89.00563293608585,0.10417218682565489,4.473877160987066
5,9,36.737781650804536,249.86595357323384,0.0729554365101604,4.443939501986938
6,0,24.046579087790192,119.85219846896177,0.0494773426295637,3.7208216013860125
6,1,12.027900828361885,73.44034787098784,0.09409722444700978,3.3899449252956924
6,2,24.32605345401648,117.05815246017865,0.04190002469047413,3.710767660896318
6,3,24.26486192902167,131.86255737105034,0.040834826529085676,3.669929386589654
6,4,12.82542534344224,74.14573780370033,0.08502646665987507,3.388559389984882
6,5,8.298417728604829,57.64644899827695,0.10220145968269423,3.1775775272619886
6,6,15.733614316136885,88.3012009615025,0.0714058555915879,3.495758772459221
6,7,14.207561244677716,73.25591322385955,0.08481289469390035,3.456319993668746
6,8,8.376828594568163,65.8159126340098,0.0946426613764745,3.117295051473261
6,9,10.229193571330145,72.60831626877916,0.08590773126169897,3.2094757756266024
7,0,6.0612582856542305,8.633348736611905,1.357541466459172e-16,4.9999553048604435
7,1,5.809882303109243,11.845767223781175,2.4481354663384875e-18,4.999966579255124
7,2,4.526574377791852,10.339264399211215,6.610696135189607e-05,4.9999635043273765
7,3,4.582866684457555,10.37047793590843,6.610696135189607e-05,4.999946124291633
7,4,4.4081278274667115,10.073160066130365,6.506316612003495e-05,4.99995580663194
7,5,3.886976264446509,11.087416982357928,4.353284630080021e-05,4.999998639597065
7,6,4.633284998827881,10.634687585494959,6.610695870866564e-05,4.99993379461542
7,7,4.456773377847433,7.420535404353617,0.004767747129449649,4.999907496192211
7,8,4.292224045107037,13.216248705501213,1.5659143475172997e-09,4.999939307447781
7,9,6.439478602009369,7.416209989980919,1.9592294924721104e-15,4.999955304640107
8,0,6.971894877228059,37.55789355455283,5.8209060853440415e-05,4.999999999986666
8,1,7.32842979618218,27.566237227625006,3.8851719964838563e-08,4.362533342613215
8,2,7.007994963046216,33.43640260955737,6.61006722392532e-05,4.999999999998824
8,3,8.80778847138535,40.99307733857403,1.1850152398370554e-07,4.999947922620946
8,4,9.046117818968167,46.296431663916486,7.701728039844595e-14,4.999936233393659
8,5,5.975820748689081,24.523720400920148,0.0024392507265688307,4.999935038042418
