simu_idx,session_idx,Kp,Ki,Kd,lamda
0,0,0.9442154753735074,0.9999958126641936,-0.09492154347081641,0.9861367528617326
0,1,0.9999999999843406,0.9999516367489845,-0.12837895164469354,0.9851311758479846
0,2,0.9999516206357936,0.9999516206357998,-0.1281708076180955,0.9864312808026872
0,3,0.999951621201331,0.9999999999999174,-0.12773700247370134,0.9862617090573529
0,4,0.9999999999960717,0.9999516205990063,-0.1435546544942536,0.986044654044894
0,5,0.9999999998850164,0.9999516206357909,-0.13080017190694831,0.9858150184308827
0,6,0.9999999990467371,0.9999516206365311,-0.24167922214482013,0.9785145506696581
0,7,0.9999516211660778,0.9999999999999022,-0.12502064310378655,0.9864574451835778
0,8,0.9999551804602214,1.0,-0.12638313171732282,0.9867104126410035
0,9,0.9999516206357917,0.9999516206358032,-0.12433187805287985,0.9867823343067076
1,0,0.9999516096696447,0.9999999990840677,0.04891377574036693,0.9647305173663802
1,1,0.9999999976524191,0.9999525145933544,0.03442096809307549,0.965086011474277
1,2,0.9999999972261341,0.9999516206354626,0.051867943900043276,0.9649144429514911
1,3,0.9999999977694939,0.9999516206353666,0.05000435344413542,0.9650851743787504
1,4,0.9999516206163623,0.9999999996744341,0.047643841986336484,0.965400975353771
1,5,0.9999516206358731,0.999951620704584,0.04954720328017422,0.9645984970275924
1,6,0.9999999999999343,0.9999516206357402,0.04833348558234306,0.9652187397152286
1,7,0.9999999999999416,0.9999592292607072,0.04773945055381353,0.9644702962218443
1,8,0.9999999982485634,0.9999516211198609,0.0501585583405628,0.9657032486820566
1,9,0.9999999999999446,0.9999516206358109,0.050977713975474716,0.9661124630666009
2,0,0.8540570425381028,0.9999999999998679,-0.205638515611193,0.9999338931853987
2,1,0.937409518467533,0.9999383519892986,-0.24726877097933275,0.9999337107392965
2,2,0.9231684773720896,0.9999377257635571,-0.2445220061442856,0.9999338930386481
2,3,0.795850363404876,0.9999999999998962,-0.17482417795793692,0.9998417260156225
2,4,0.9091814767467494,0.999937831415327,-0.2412953766945,0.9999999999766395
2,5,0.9389671526589896,0.9999389193644067,-0.2522187890662842,0.999999869493426
2,6,0.9063513531048528,0.9999371602615014,-0.2392009469154375,0.9999338176052077
2,7,0.9216079497062427,0.9999372908355386,-0.2457640909935442,0.9999998973024378
2,8,0.926598943906715,0.9999390780863189,-0.2455858470723194,0.999933894981379
2,9,0.9084461860490495,0.9999475514808628,-0.24028758614872364,0.9999335918266626
3,0,0.9999999999937744,0.9999777584168077,0.030964738887973364,0.9669575720988977
3,1,0.9999673020372077,1.0,0.03201510957890017,0.9690303819074305
3,2,0.9999999984053308,0.9999516206355389,0.030496472634900556,0.9684134726063061
3,3,0.99999999929683,0.9999516205573675,0.030096000168809325,0.9682732264103925
3,4,0.9999702826402604,0.9999999981102009,0.032161326268927405,0.9681391135573526
3,5,0.9999999999583935,0.9999516206095395,0.027373425448815502,0.9680739103761145
3,6,0.934665591763825,0.999951625871293,0.262789953964709,0.9722464442333055
3,7,0.9999935574476722,0.9999516213800884,0.026358453760607924,0.9686316076466939
3,8,0.9999999980440819,0.9999516206357149,0.03353694766356837,0.9680523945759905
3,9,0.9999999997933593,0.9999516446672178,0.23497153266818585,0.9724397192280407
4,0,0.9999999999999829,0.9999516209027878,-0.1335387714813734,0.9858656654912019
4,1,0.9999999987248169,0.9999516204927049,-0.1301784793896118,0.9857436874895648
4,2,0.999999999999528,0.9999516206358109,-0.12441367778288427,0.985784743016007
4,3,0.9999999999999383,0.999987731441172,-0.1262412235036033,0.9848962518713728
4,4,0.999999997580771,0.9999518587303714,-0.12521436365999453,0.9860052986280385
4,5,0.9999997462314095,0.9999516212920678,-0.1259518993343693,0.9857733352313964
4,6,0.9999999999998186,0.9999516206358137,-0.12836094787916796,0.9859405943091428
4,7,0.9999999999998197,0.9999516206358251,-0.1258685309531267,0.9860479644310741
4,8,0.9999999999997083,0.9999516206358091,-0.12718338721332728,0.9852844043827731
4,9,0.9999516205770406,0.9999999994116402,-0.12691247434367256,0.9856091941780909
5,0,0.9999999999998197,0.9999516206358109,-0.06118677503236689,0.9768300460774699
5,1,0.9999999999996879,0.9999516206358109,-0.06575261787568411,0.9768934103753055
5,2,0.9999999987364788,0.9999516153618149,-0.06441964118299318,0.976578216062667
5,3,0.9999516207235386,0.9999999999999971,-0.06756811951004953,0.976654624652689
5,4,0.9999999997149468,0.9999516206355203,-0.07467184299078944,0.9734370978993641
5,5,0.8375788390969728,0.9999999976741243,0.20575008806825615,0.9568187066474895
5,6,0.9999999980874452,0.9999611932172936,-0.07908463049782699,0.9763165990197191
5,7,0.9999999999999148,0.9999516213300789,-0.0661457855618514,0.9769309131453671
5,8,0.9999999999999423,0.999957595914449,-0.06561810388437236,0.975578918557601
5,9,0.99999999814599,0.9999516206357035,-0.06422171407833062,0.9761065798585262
6,0,0.9999999987324857,0.999978942643247,-0.1475096599137557,0.9874402425863642
6,1,0.9782322839612826,0.9999999999991246,-0.13970587927887926,0.9874348415457265
6,2,0.9999999980664485,0.9999516208283791,-0.14820715149548053,0.9879051796907601
6,3,0.9999999999998197,0.9999516206358238,-0.15698388888294665,0.9879582463274802
6,4,0.9999999999999399,0.9999516209232032,-0.14999115189208484,0.988009447127805
6,5,0.9999999999840785,0.9999516346538782,-0.15135491133057905,0.9859458078585104
6,6,0.9999999999997793,0.9999516206358166,-0.15592809882123015,0.987970247964522
6,7,0.9999999972519454,0.9999516207348894,-0.1490206739351395,0.9879671583703113
6,8,0.9999999999998088,0.9999516206358109,-0.14742234881112767,0.9880849790051605
6,9,0.9999999992069009,0.9999516205011746,-0.15690060307151002,0.9805819406638808
7,0,0.9999516201014367,0.9999999985685307,-0.16091445076458838,0.9904006024916088
7,1,0.9951230347605886,1.0,-0.15917502193673763,0.9904805986496719
7,2,0.9999571088616372,1.0,-0.17036012669581224,0.9905985082697958
7,3,0.9999999998393706,0.9999517134260572,-0.18447483746338306,0.9900841774658014
7,4,0.9999999999998189,0.999951620635815,-0.16015781351191158,0.9905342208354583
7,5,0.9999999921103306,0.9999540100685038,-0.16505209956862307,0.9899908746484226
7,6,0.9999999994051424,0.9999628033571543,-0.1702783557287726,0.985672175452352
7,7,0.9999567868509117,0.9999999999999667,-0.1630803472909056,0.9907474455428721
7,8,0.9999516208499133,0.9999999999999489,-0.16270983353393595,0.9901870814896746
7,9,0.9999999994434787,0.9999516206321832,-0.1643748521031105,0.9904459094001238
8,0,0.9999516206358097,0.9999516206358073,0.20029659191177043,0.9538972746786826
8,1,0.9999999999999947,0.9999685947780347,0.19000369732408176,0.9487528688170107
8,2,0.9999516206382543,0.9999516206358012,0.19603925213228607,0.9504326118660924
8,3,0.9999999981376438,0.9999516206355947,0.1957652444532049,0.9515869663974609
8,4,0.9999999970801704,0.9999812694065502,0.18523885030813778,0.9524645453598004
8,5,0.9999516206357791,0.9999516207090631,0.19543996430218039,0.9530015938678473
8,6,0.9999516202014301,0.9999999990700038,0.1986035778330132,0.9524834333553502
8,7,0.9999826778895419,0.9999999999999915,0.19548974296548055,0.9490699957721159
8,8,0.9999516216705663,0.999999999999883,0.1975058573802336,0.9541876383018565
8,9,0.999999998030368,0.9999516206357517,0.20003099719831297,0.9536083013947178
9,0,0.9999999999995208,0.9999516206007003,-0.16530571857323945,0.9887794409716171
9,1,0.9999999995836274,0.9999639924108253,-0.16833637063600979,0.9887847903191057
9,2,0.9999516206357123,0.9999516205562514,-0.16518809990300676,0.9887843398585568
9,3,0.9999999999997083,0.9999516207405549,-0.16771179675385328,0.9888646999605123
9,4,0.9999999998897962,0.9999516201770747,-0.1686980569819677,0.9888278155716181
9,5,0.9999999997459211,0.9999630054416445,-0.17413720582221848,0.9868998200870511
9,6,0.9999828069428228,0.9999516202359671,-0.16944976536202208,0.9888280691628341
9,7,0.9999999999999748,0.9999551057495082,-0.16919123319030718,0.9887238108552331
9,8,0.999951620635811,0.9999586546485741,-0.1703665322232209,0.988644584627288
9,9,0.999999999967909,0.9999558521891336,-0.17184084743550823,0.9854727320709366
10,0,0.9999999998927263,0.9999516042612199,-0.08386987529000452,0.9810586034771666
10,1,0.9999823775706363,0.9999516206015173,-0.08629035462463104,0.9807855082067343
10,2,0.9999516206449302,0.9999516206403326,-0.08477395359570968,0.9808912605979231
10,3,0.9999896740365063,0.9999516208373089,-0.08450687782886443,0.9810189073372524
10,4,0.9999516043332546,0.9999999979514425,-0.0839610117374395,0.9815187105880873
10,5,0.9999516206357794,0.9999516206357957,-0.0841440930368019,0.9810626691582583
10,6,0.9999516206358109,0.9999516206358109,-0.08180035071052875,0.9814885865622376
10,7,0.9999516215535831,0.9999999999999377,-0.08605399689610457,0.9812654050092553
10,8,0.9999999999998197,0.999951620635817,-0.08299151721288257,0.9817356766761921
