,HMM_pc,changepoint_T1,changepoint_T2,delta_lr,p_hall_lr,p_hall_w,reduced_bayes_pc,reduced_bayes_lamda_pc,reduced_bayes_lamda,PID_kp,PID_ki,PID_kd,PID_lamda,mixed_delta_delta1,mixed_delta_delta2,mixed_delta_hrate,mixed_delta_nu_p,VKF_lamda,VKF_omega,VKF_v0,HGF_nu,HGF_kappa,HGF_omega
17,0.1248756451622141,0.6842114613314871,3.779506352368035,0.1573674446130208,0.1245953561127335,0.0031056200151418,0.0635617579969443,0.063690929992206,0.999999999851694,0.13890876450738676,0.6448504315835918,-0.05483426318388309,0.9147873503258369,7.33417434166916,10.329534081576426,3.168027088697395e-07,2.214686863394376,0.0373621847860878,0.6632673781230678,0.0518562291215877,0.0001000062695735,0.0187309821844693,-1.7958273364486914
18,0.0012169848276313,0.0462502522170655,18.75693024798197,0.0431263748421441,0.0345461600351602,0.0005303688874691,0.0215839218716994,0.021446027643469,0.9999782620913504,0.4010657321243076,0.16997296978193469,-0.09448019935067674,0.9999338929593358,5.552004007694986,12.074015207697531,6.538886593835298e-05,4.999965094053166,0.9999999972991108,0.016665473957471,0.0394394096514314,0.0001596080137795,0.1134116038876499,-4.901608836228198
19,0.6855834379539216,0.7019156573094253,15.27892428160657,0.0661668399471802,0.0001594896545205,0.503706079722881,0.0868749627494492,0.0868876717742621,0.9999338931953548,0.9999999998035478,0.2519137401168154,0.11576815007185774,0.9589264072218853,5.394954677003371,15.683588808299266,6.50693069762744e-05,4.999946932900507,0.0596877575644213,0.0583972272847382,6.610696135189607e-05,0.0001000154120003,0.0100765953481508,-4.999967040437939
20,0.0233438639728964,0.4851007892136307,4.211673224228215,0.1035265893238762,0.0780622609142332,0.001909175251336,0.0373038098800484,0.0483012921947567,0.3630757231658276,-0.2587886911417407,0.441073455646711,0.09580107689454052,0.9771654941997097,6.152548421785403,9.193912091270857,0.0574832785298647,4.456632785068342,0.9999999999999388,0.1063520416297574,6.610632836951731e-05,0.0001000014327092,0.2272595473411282,-2.7442199407346597
21,0.0451895355985841,0.5405504889804132,1.4830669664401346,0.1726347384580856,0.1563605443946674,0.0017424359752334,0.0540719126618114,0.086730936328128,0.1676425158177352,-0.42203868514719606,0.7835668951796029,0.10283092071884718,0.9730262838981685,5.523685198433555,8.028466158357181,0.109533958277279,2.558114729226199,0.9999346905750336,0.3210318058958877,2.630497679396412e-09,0.0001000153708482,0.399917000651818,-1.8518083872171955
22,0.3488986664369047,0.4759984379252147,6.449598169485391,0.2087300058882734,0.0337622438448914,0.0137402799946761,0.1041234416446526,0.1042538761084382,0.9999999999978936,0.719571766010669,0.6302316097743544,-0.0239899494769177,0.8670842378357579,7.625875570950456,15.398861374344255,0.0070370786394365,4.999999999999985,0.0877635869560542,0.4519854860653321,6.617700270061794e-05,0.0001596080137797,0.0124761236914664,-4.596429743822175
23,0.0514166969219382,0.4964803743819701,12.361121346638583,0.1883564401811515,0.1878022562231236,6.610766258591499e-05,0.0563467784258569,0.0964741579293669,0.0578490761767225,-0.527564507167922,0.8772631353462247,0.1501492898523718,0.9790711733973362,1.0106780259451231,16.999999728730476,0.9995718171911688,3.459771357896766,0.9999999971351412,0.3710400746353013,0.1308400697856291,5.083935234681099,0.0442144066785139,-1.340268082634895
24,0.6709906410850268,0.2729983347573127,16.95980367610964,0.4585768404573097,0.3645365925374492,0.6571854924055598,0.136297723598337,0.1362996363479687,0.999999999999902,0.44267950768595155,0.9999474375998582,0.40122276883158314,0.5413647597166918,5.48484309518488,14.018641032533935,0.0005704020469141,4.999935595949548,0.0166171476855188,0.999933893038648,0.999933893038648,0.0001315439043817,0.0100627197092376,-4.999999999628779
25,0.0657464916647826,0.0524151827011776,1.804368310675171,0.1077695061223062,0.069263259946808,0.0025743868581172,0.0438281291372493,0.0440241063188207,0.9884840066986218,-0.13318693008192098,0.5195641999865172,-0.03066176015443768,0.9412262267736973,7.99994690526375,14.131117420944877,0.0039364363237162,3.1144743631510385,0.9999999975512954,0.1032790165187192,6.073770951259597e-05,0.0001596080137793,0.0100654458917383,-2.2736673277901525
26,0.038848789417785,0.7326736113364081,7.179922353341993,0.0736270062820381,0.0435289923977822,0.001813584887839,0.0361434110564544,0.036143340249447,0.9999999999999714,-0.017979112294548263,0.3538359533280312,-0.009498732738347719,0.9550826871737624,7.99993358909752,10.312718889850364,0.0038190189938719,4.342109911763442,0.9999999973586218,0.0506728813777697,0.1582384848375938,0.00010000421691,0.0697106657607893,-3.4024246911704874
27,0.0394948969452952,0.4970811948140585,1.804345340596941,0.110587991107213,0.0654156461377622,0.0029835641373336,0.0429023430799374,0.0466250197954545,0.8053118088035929,-0.23200976881530122,0.5131173481187394,0.06511730246423324,0.9654632029781036,7.3761313836048625,12.401930885866244,0.0202174432196784,3.5399798187989875,0.9999999983307588,0.114704659535454,5.959818551976226e-05,0.0001000045300762,0.0100623752766404,-2.381211916680659
28,0.0203035266501819,0.2650147326209094,8.891044783427049,0.1213544123315832,0.1205710733290486,6.610862058427381e-05,0.0365418837112447,0.0569074328405988,4.681245112710071e-14,-0.4214028410282067,0.5317028574998673,0.1775924434751133,0.9978870650760996,1.5223798878933916,1.0100000000000005,0.2187619188253275,4.8149142585282885,0.9999999975377408,0.1373256589047942,0.9999675465933262,9.999945959898104,0.2168844846051784,-2.4815432476694483
29,0.0408111039748743,0.7064006360039516,2.7559649807696767,0.0482300653951238,0.0236867074347373,0.0014562838428823,0.0271210432552643,0.0270278394970621,0.9999999957027088,-0.02075223851046546,0.2872954161118403,0.022092392729238214,0.9650311199781696,4.891887661975462,16.732111632209314,0.0028144599833321,4.999938100985601,0.1535907726408871,0.022749618734373,6.606565320076942e-05,0.0001000077226439,0.0100690532885907,-4.338103936574779
30,0.0176953187925381,0.3288197069049179,6.433829740473653,0.0487875563656411,0.0505205744316282,1.5950841049280602e-08,0.0283785294405017,0.0283786059309725,0.9999999975140454,0.0050376583808308395,0.3138002347113113,-0.0046606167870117,0.9561540938550713,7.446118255371817,14.752338220726308,3.055853127218625e-18,4.999951627446776,0.9999999997247376,0.0218720246048754,0.2935123358671825,0.0001596080137793,0.0100543896613568,-4.421355883364674
