subject_idx,delta1,delta2,hrate,nu_p
0,6.585287885493492,16.999999997264858,0.00010695943293445458,4.470293949678572
0,7.026607985629935,16.99999999720961,0.00020640115391111114,4.709127465605258
0,6.388448281198452,16.9709847682902,0.0002692447645400192,4.4385276911943885
0,6.664720583470758,16.99998533041868,0.00018445966482792645,4.999950021987764
0,7.121080211728067,15.826551966683246,0.0005204579695504998,4.92413403715981
0,6.915715999645973,15.908117245344059,0.0004030608694465083,4.586155756502387
0,6.801068034453112,15.216621639495129,0.0004187713901800736,4.597277169912018
0,6.607318754840051,14.222886010136305,0.0019232238382395604,4.999944956768173
0,6.678841113180169,14.547869859430358,0.0005167555733113552,4.415522234046966
0,7.203871744070684,14.928654836431875,0.00035691405465889867,4.491563825493335
1,5.672544520387795,16.999999998679588,3.027281638002078e-05,4.999955304686151
1,5.57246330555177,16.999999999934438,1.0283895045644726e-05,4.999955305070996
1,5.581931706546395,16.99999999801714,1.605334457429168e-05,4.999955109522503
1,6.105590430850805,16.99999999998424,1.58817009811011e-05,4.999955304655182
1,5.730698909340962,16.99999999850558,3.867036702100288e-05,4.999955304556518
1,5.521471109574372,15.32995179656465,0.0003725948638394271,4.999958459622807
1,6.171119630619407,16.999999999843183,6.610696135189607e-05,4.999943383371126
1,7.752701084035031,16.99999999957461,7.5500154351791965e-06,4.950968273634625
1,5.527118294102262,14.65616447551216,0.0005392615119101259,4.999956445845776
1,5.046424243507152,14.490827349790386,0.0002567579385674318,4.999957905343816
2,6.302159190783477,15.698379295669577,6.592884993458428e-05,4.999955578219579
2,6.404442007499332,16.3462428563174,6.56087238808592e-05,4.999955918459813
2,6.179737807303186,14.890788217802069,6.60619789616384e-05,4.999956632662636
2,6.264110618112925,15.40277353918166,6.512378370370651e-05,4.999964532995026
2,6.693898193610688,16.334883377941154,6.553013211183112e-05,4.999933393370275
2,6.559466359275846,15.94806649716744,6.610696135189607e-05,4.999959957343389
2,6.208030931065472,15.988510435341981,5.719144645835012e-05,4.999956797396389
2,6.118940351111834,14.793499447448887,6.562673396939928e-05,4.999957747863068
2,6.1426856074686675,15.247837531487017,6.369042305815976e-05,4.9999683624010665
2,6.131280435236168,15.56470698088668,0.00011834796433519171,4.999955308516253
3,5.627419848477937,10.888002306163136,0.002250367729814773,3.311492264031394
3,6.137242238499785,11.945726977530587,0.0021025066421272165,3.4798742790963506
3,5.830681547323959,10.791801994739041,0.0019797697058705484,3.312399274152149
3,5.732891391127023,11.105016741513515,0.002324596703612394,3.250338946332502
3,5.578429876922861,10.607526760909872,0.0023588248096126857,3.169929487703714
3,5.903348214881726,10.695191311658833,0.0024952609273506364,3.2057266665393187
3,5.697968881560103,10.067839785480887,0.002253948500411742,3.2599449395648716
3,5.415315444231867,9.788003412767768,0.0019229725088040948,3.112812773838785
3,5.816852893336799,10.48065740635172,0.002575870276578556,3.3119925788515663
3,5.707281667003281,10.045896682037869,0.002401514411117034,3.0921643832711005
4,5.385924248612829,7.148370122653614,0.005116873127281077,3.269924631907362
4,5.657947589921704,7.448203136951485,0.0055935588659480175,3.516310769355868
4,5.9267334605218585,7.259177612539374,0.004564597601868922,3.486870367819528
4,5.299408639365685,7.809693779798092,0.004644021455988061,3.21484050284876
4,5.235861648040652,8.075676346917597,0.004105934802211651,3.21540782844465
4,5.323846407150471,8.012406390176476,0.004091162153500261,3.2336377213234697
4,5.262126305930462,7.848294649025802,0.004755890573486918,3.2673093371235784
4,5.718906836898537,9.623255972430112,0.003923995949522184,3.3823054242620443
4,5.6220557989362385,7.245249387782248,0.004187551523707276,3.6171235279467413
4,5.66577418242041,8.226675898918325,0.0041876260669366835,3.4768131277743892
