subject_idx,delta1,delta2,hrate,nu_p
0,7.005029770080132,16.99999999986329,0.0015168871186736863,4.65342853195177
0,7.087289390307523,14.333147080879883,0.0016878673132973156,4.35262750700154
0,6.971576555207175,16.395622046367656,0.0016948526778893089,4.288563535325544
0,6.857206318362878,16.99987701894772,0.0009011474762588732,4.0869151039830856
0,7.561039606442795,16.99999999768636,0.0016918833076406544,4.742723411384908
0,6.62878197932615,16.999964959472116,0.0013736597184184085,3.9584487152324224
0,7.248428423431411,16.999969020398794,0.00213225251454017,4.838394265680078
0,7.222129670627854,16.99999999901594,0.00225910067762897,4.697031588818258
0,7.779596470179699,16.999998986019037,0.0017409565358507996,4.496751928645498
0,6.107482084030979,11.609692618686488,0.0014924960831788922,3.685608299237274
1,7.999853316674046,16.99999998628118,0.00010935300525958511,4.999952575384988
1,7.999999997543389,16.999941095505626,0.00017317796738647084,4.999954560518603
1,7.999870269143127,16.99999998901245,0.0003826455486302178,4.999965473148067
1,7.999999994807876,16.999991892588245,0.0002840668731475324,4.999965521440818
1,7.857152003479887,16.999999988511135,0.0003709972616438743,4.999961306880805
1,7.99981164530611,16.999999990761616,0.0006329160523978148,4.999936457220624
1,7.4007200708317145,16.999999996137895,6.523071404296359e-05,4.999960330220718
1,6.954040857034265,16.999995061830305,0.0002279209763449729,4.99994718992336
1,7.7250634559020455,16.999999995352315,0.00011487842075720092,4.99996468117743
1,7.672986321448657,16.999999995329343,0.00018922001188023468,4.999953971141149
2,7.798147852980388,16.999961130847783,0.0015121448460712864,4.999984354654811
2,7.92355423616933,16.999999999862013,0.0009437186999058486,4.911626285005068
2,6.426524903487657,16.99999712194157,0.003658399868383723,4.999942730432933
2,7.269243040252604,16.73743285784521,0.0015678148645880904,4.7281917662311574
2,7.635134019523217,16.999963538706513,0.0019740287099740982,4.99999999984441
2,7.131223699988337,16.523857938476777,0.0017254987570254935,4.723040820512664
2,7.671513113187075,16.999938648914416,0.001716215935396889,4.999984663076393
2,7.225492419602643,16.99990876628447,0.0016617317594320572,4.71856555985031
2,7.011551654327446,16.999841154824445,0.000929897442248362,4.338240584377936
2,7.021504911492732,16.844925930651257,0.0016176436460924306,4.734975522740976
3,6.530725440677167,15.795997281020517,0.0009268978025109168,3.0801219595190283
3,6.351810205652249,15.760675492141129,0.0012803966332599964,3.2815744708263774
3,6.712502244871436,16.106676897614033,0.0014116641570762988,3.4039825116997564
3,6.224183260555817,15.975851531236804,0.0010908634581369458,3.181369146025187
3,7.99999999896103,14.279965467967477,0.003760015236680204,4.506376193112108
3,6.523288625911159,15.816556768142588,0.0014239845652103688,3.5686892140789266
3,7.774802431733907,16.73670566142528,0.0011127344645113157,3.758057311471632
3,6.5995433027927755,16.528095492265606,0.001182349674815098,3.287107364103059
3,6.136045600864108,16.999999999431846,0.0010442126131151603,3.055582483423853
3,7.9692867226723765,16.99999999855369,0.001292836007693405,3.9841135236825203
4,6.600908940805207,16.999998415910337,0.00030693493146085644,4.999958633157566
4,7.265728579875163,16.99999997940652,0.0001554053380805964,4.9999643995527645
4,7.005264774837469,16.99994109260805,6.610696135189607e-05,4.999936781486162
4,7.024866962148585,16.9999999810447,8.690265597205035e-05,4.999960580181851
4,6.964815966066845,16.99998019799816,0.0001037374623096329,4.999950108171217
4,6.658092693916707,16.999999334154737,0.00020132307511793604,4.999955304262615
4,7.084582520228889,16.999999977266643,0.0003486629958833491,4.9999621811423465
4,6.968558357912109,16.99994109241566,6.64228246960264e-05,4.999936709973068
4,6.539069508408272,16.825167047410034,0.00039819181398160043,4.999954815826218
4,6.552776217723881,16.999987745597736,0.000441363350809838,4.9999564928353335
5,6.765380095447049,16.99998075410796,0.0005397272313334962,3.307267509002615
5,5.78200201496062,16.27471194111361,0.0006033268544672036,2.8766236458214935
5,6.12151140379879,16.48787681907811,0.0004890712427052118,2.997354850272838
5,6.264451978790486,16.999999998512553,0.0005287343906739447,3.090894579876235
5,6.279114098429842,16.729954538031134,0.0003125211396488909,3.117101384975884
