subject_idx,lamda,omega,v0
7,0.9804355046195576,0.0694924168264363,0.9999999972991109
7,0.8964798847961198,0.051667008870134506,0.9999338930386481
8,0.5961251805029238,0.0467674380634285,0.9999999999999567
8,0.5797900876823435,0.04937245872570055,0.9999341253647345
8,0.6105523331719463,0.05303201664651994,0.9999338930386481
8,0.6041916628057552,0.049199817737988844,0.9999999969688892
8,0.6048748494367652,0.04241433456312051,0.9999339748564654
8,0.5666257810098161,0.04616234823673615,0.9999338930386481
8,0.5844530325610852,0.045713115796344246,0.9999338930386481
8,0.6250195180219095,0.04992453614215215,0.9999339663344313
8,0.554440244570518,0.04296670446859438,0.9999999967040345
8,0.6205066808985913,0.04798404648047556,0.9999999973763127
9,0.9999798317913668,0.011868586117040291,0.9999999983374768
9,0.9999999973139437,0.014640700712625031,0.571689637714864
9,0.9992776069327227,0.014336332881752515,0.719675387364423
9,0.9999999983692412,0.012436664549656647,0.6236863947086317
9,0.9993338088134485,0.014611021906018951,0.5958024284683123
9,0.9996719160296166,0.013965207891541974,0.5911240710402164
9,0.9989264925705824,0.01460478986440151,0.5125026850519612
9,0.959266282362078,0.013478006092550779,0.7657111962364856
9,0.9992756185636671,0.013860040441905759,0.5456022397200574
9,0.9308846383340195,0.013159910967153373,0.750634165153306
