subject_idx,Kp,Ki,Kd,lamda
0,-0.08024486343211437,0.21674821511243833,0.060846899976019594,0.9971613988542865
0,-0.0775864969853537,0.2133758977785457,0.05203748821633297,0.9971170210812235
0,-0.08599788110729147,0.21748854181507654,0.059818457501227856,0.9970998912914423
0,-0.07860980249905578,0.19864391746532828,0.05502953325932484,0.99780438565866
0,-0.0889441519382903,0.22227428189660986,0.0576725556406719,0.9972371052695673
0,-0.08165669028194468,0.228381431550453,0.05599005467453387,0.9975570246066429
0,-0.08217661960096422,0.22207701504680777,0.05260121420191428,0.9968068194425737
0,-0.08658229619805217,0.23560182981171773,0.05868395265664253,0.9972136068198948
0,-0.09255594015826313,0.23910847407750557,0.05866041898341782,0.9969329884904117
0,-0.08260373539387857,0.23285844384076904,0.05668892624583359,0.9967026747655253
1,-0.051086696298306214,0.19177725341554283,0.03517666806959612,0.9988816038971821
1,-0.027185798859761117,0.17610859656510877,0.023261560202899642,0.9992161060717191
1,-0.04132653300476195,0.1815012241024998,0.029288450671017423,0.9990823816232711
1,-0.02452105226744172,0.18452055497556405,0.021977769101826916,0.9991212472938602
1,-0.03953099881863997,0.19358599740964136,0.024530495174590803,0.999104020937992
1,-0.05033032447916764,0.1921864067478728,0.032736147980519416,0.9990093771044897
1,-0.0666550264786885,0.196756048173261,0.04112725728779148,0.9990031737971536
1,-0.05511661990951951,0.1955748261444932,0.035229767992990095,0.9992304751975024
1,-0.07896121533296571,0.20445034871555423,0.04775180357868647,0.998448248427552
1,-0.08071393903700054,0.2058260169758143,0.04998985626344382,0.9992174416488812
2,-0.2618565613249936,0.1512202473345525,0.15871645034002424,0.9999338930386481
2,-0.22595952098171004,0.1577934288259728,0.1418084475854468,0.9999338930386481
2,-0.2717569771099497,0.14874438306919904,0.1632297267282199,0.9999999966747138
2,-0.261926636248566,0.15299019371266484,0.16032009665679361,0.9999338930386481
2,-0.23741876374823057,0.15607443133690538,0.14770566667843765,0.9999999978188631
2,-0.24120726599667777,0.14870378324502118,0.14968522048842606,0.9999999989773268
2,-0.27679365525407035,0.14880840276695032,0.1651042953117692,0.9999338930386481
2,-0.31270419526802073,0.16044503553276887,0.1879553572210059,0.999999193445556
2,-0.27645482497141094,0.15898467176649883,0.16902224034198668,0.9999999986926367
2,-0.23513091211271778,0.14791833362756845,0.1437826919972093,0.999999997772698
3,-0.25836069881979656,0.29812889436848317,0.13933241367023771,0.9917991298107601
3,-0.23102161019946382,0.31621152807490627,0.124101626652903,0.9918595684948014
3,-0.2512359592613303,0.30587360587688983,0.13539150345661166,0.9929162363789209
3,-0.270904220177492,0.3213767444871947,0.14730597195348824,0.9921802539363433
3,-0.27150933777048136,0.3239111871666405,0.14424952474846559,0.9930500558738045
3,-0.2789311985076468,0.33889181741828417,0.15240148936065737,0.992484615176019
3,-0.29672473663261645,0.3165154715529048,0.15885799768373954,0.9933770609263923
3,-0.26816605911066344,0.3074809388161224,0.14525001677209146,0.9942420160707865
3,-0.2953913627466524,0.33459164027289695,0.15905527644792639,0.9926964758505303
3,-0.29313713639091965,0.3378587798030078,0.1589499827104467,0.992301992669973
4,-0.4689745923969713,0.3275562595194387,0.20836425977763043,0.9850660585204953
4,-0.4659298045474719,0.32125604470957525,0.20840719178160128,0.9840193314617246
4,-0.4538845077168228,0.3149123027549638,0.20270257576854922,0.9839332358835743
4,-0.46628817948150775,0.32731132183024586,0.2081116310627278,0.9859685148170422
4,-0.45983084110382144,0.31616920714164815,0.2022788927697452,0.986570604710951
4,-0.4442119453323815,0.33073052228933697,0.19535828970697713,0.9879540571539184
4,-0.4296406214886236,0.3203941970472702,0.19073359359088773,0.9849222914243442
4,-0.4358368387849006,0.31960231400104144,0.1977516477549634,0.9863621367304541
4,-0.44430885982823876,0.29971574527279454,0.20189270648267038,0.986364275797633
4,-0.41586410036668386,0.3133912787068016,0.19244851853723452,0.9860804002902706
5,-0.531395686029632,0.3895637648976293,0.24323208582953404,0.9938328919212459
5,-0.5178240879882869,0.3896725088202137,0.23334103038327883,0.9950968027575777
5,-0.5302451754290486,0.39666169661069706,0.24051082944575855,0.9952138939863103
5,-0.5152165507472696,0.3832544396838429,0.23145735505906603,0.9940687122015766
5,-0.5327580058112381,0.401058893847726,0.2384325555840125,0.9955403172800649
5,-0.5254795485553868,0.4040939596594839,0.23440108735744855,0.9950599579541023
5,-0.5053361452560419,0.3805349359041344,0.22555715324525125,0.9949055900146233
5,-0.5153009929251237,0.3918501738533984,0.2333591472157246,0.9945473000875895
5,-0.5370423599450606,0.39565624711737296,0.24066054893248706,0.9950434179781418
5,-0.5529969265560042,0.39687858703037365,0.24920899946002217,0.9944320054602743
6,-0.6863309384200249,0.4286853833171098,0.36324383500460344,0.99823639452659
6,-0.668059731611775,0.40695504373864966,0.34839768969328183,0.998763409534207
6,-0.678842469201244,0.40352958462550675,0.35641874210092306,0.9988271007243895
6,-0.6793004952350471,0.39762625290131864,0.3575684883842243,0.9987111463719762
6,-0.6658038341905815,0.4231867306085469,0.34954272768511435,0.9987990721218976
6,-0.65443309615091,0.4095666604529419,0.3428478257749885,0.9983460298966237
6,0.8207839960146462,0.3143840626173311,0.321317954738962,4.8044554025516994e-05
6,-0.659081166182091,0.4099076489184629,0.342684562582442,0.9981429351554614
6,-0.6616201940943205,0.4125266829782825,0.34397195669165576,0.9983054378161246
6,-0.6796607487533466,0.418190533927806,0.355146766969053,0.9983897801180928
7,-0.2171904031882266,0.3208178349331355,0.12020893053249514,0.999989646350152
7,-0.24305594376677622,0.3230462070766979,0.12745869392357947,0.9997300303792503
7,-0.25061126920298044,0.30498408522600945,0.13879973081016272,0.9999999975663655
7,-0.24737381073523967,0.30287809074351374,0.1288007386573128,0.9992386513905742
7,-0.22249201263506313,0.2786696626770631,0.12127673209970648,0.9999999974878603
7,-0.22772685830994688,0.311112841752055,0.12621748846508163,0.9999338938332596
7,-0.24420579904717407,0.3430615321324111,0.12937819923020646,0.99979923759155
7,-0.2679745811258663,0.32615084228122027,0.14565214165303544,0.9999593617921176
7,-0.6877467838597014,0.37117110300722006,0.37512440913320505,0.9999613470090405
