subject_idx,p_c
0,0.0005077481580209618
0,0.0007038223501853295
0,0.0006930837103781714
0,0.0006502926291517074
0,0.0009652109647450563
0,0.0009176777358927438
0,0.0008946988623102229
0,0.0010197881682684484
0,0.0007933819770044949
0,0.0011909125599468963
1,0.00010000393268029224
1,0.00010000393268029224
1,0.00010184920900315069
1,0.00010000393268029224
1,0.00015363773723064058
1,0.00013601551551096233
1,0.00016333026051852702
1,0.00013715301489851032
1,0.0002560728701726806
1,0.00019746938238246454
2,0.00015948965452057128
2,0.00010000393268029224
2,0.00010000000009538621
2,0.00010000000000005947
2,0.00010000393268029224
2,0.00010000000000005947
2,0.00010000393268029224
2,0.00010000000000005947
2,0.00010000393268029224
2,0.00010000393268029224
3,0.006761777463085282
3,0.006328932369270372
3,0.005500795931192935
3,0.006214438690293156
3,0.006303362005775213
3,0.006840812419558136
3,0.006998645959078209
3,0.006548587759719301
3,0.0058821357290848725
3,0.007264563715043788
4,0.011331774358035084
4,0.011212140531854884
4,0.01258947222869118
4,0.010378235058836558
4,0.009228862784027167
4,0.009057899273577853
4,0.010605784879798725
4,0.008943463697730188
4,0.010116320516993517
4,0.00898467014684889
5,0.006959069583397908
5,0.007383410484501692
5,0.007149985696932713
5,0.007858957337485976
5,0.008073884464977034
5,0.00751385750691362
5,0.005969202067975028
5,0.007838089200619264
5,0.007801122137778819
5,0.008829112001436821
6,0.005073212346279312
6,0.0039537262511314866
6,0.004343927655262953
6,0.003711419730995443
6,0.004488934385291106
6,0.004141975274469342
6,0.0042874056271571285
6,0.004463761774307871
6,0.0046219963667032795
6,0.00490312694085251
7,0.00010000393268029224
7,0.00010000393268029224
7,0.0001000019732323045
7,0.00010000199188344548
7,0.00010000393268029224
7,0.00010000393268029224
7,0.00010000393268029224
7,0.00010000393268029224
7,0.00010734894938887964
7,0.00010000200547645948
8,0.0017291976489422196
8,0.002082716919383684
8,0.0014227355848322378
8,0.0017283444207091103
8,0.002103939577774205
8,0.0016603091544579033
8,0.0014994771512355893
8,0.001972065539537454
8,0.0011766070792170746
8,0.002552813180764956
9,0.0030183291146587284
9,0.0020343428889653932
9,0.002997441694685381
9,0.002014220672114463
9,0.0021101803036144996
9,0.0019855777677738923
9,0.0017691621351462324
9,0.0017223671107454773
9,0.0025057895059167386
9,0.0017012157153181951
