subject_idx,lr,weight
0,0.05679805365752454,1.0126967874698787e-12
0,0.05845666114842377,9.936274781657914e-09
0,0.06050670609193934,7.402365017406048e-10
0,0.06262476725717094,4.573158286320162e-05
0,0.05849138566136259,1.943013043060962e-09
0,0.06026424403245492,1.386470889426516e-09
0,0.0541281983785642,9.415165871503878e-09
0,0.048830638170864436,6.611118381532698e-05
0,0.0607956012568543,4.0009944807655705e-13
0,0.0623769473272075,1.2952724933463322e-15
1,0.024696073072224357,5.362470909974063e-15
1,0.035103271296890295,5.0547859753797525e-14
1,0.035311362694430755,7.029736592530595e-14
1,0.03500801035298762,2.5012988529439636e-09
1,0.04048851896973492,4.0967725871448495e-09
1,0.02638008881553836,1.2661460665493286e-10
1,0.023148581585387473,6.610696135189607e-05
1,0.02466334810045895,1.3833135645436779e-14
1,0.01916782146090711,1.6744032970169064e-09
1,0.03373717091966199,1.669242250448441e-09
2,0.06421388790438019,5.6080082050340845e-05
2,0.05506787329862736,1.4187606024054883e-13
2,0.055926568606923244,6.142856594267527e-15
2,0.061681444089662585,6.962626238418338e-05
2,0.05767923009241141,1.4331978397254454e-13
2,0.06076774695861255,2.7575843588671905e-14
2,0.056328478768710714,1.2914461042098395e-13
2,0.06483587218546874,2.7755891384652405e-05
2,0.056719799106196706,1.430425233635298e-13
2,0.05720396728202478,1.412672551988676e-13
3,0.06910190976910634,3.301437810694024e-13
3,0.0776357747126523,1.4854325316440362e-12
3,0.05994425812051306,1.884345464642464e-13
3,0.06663591373296938,2.3783483731664537e-14
3,0.06590564673315957,9.538946989879025e-14
3,0.05612722319899126,2.3974841194672477e-13
3,0.06626725743556237,2.206803238229886e-14
3,0.06654394023327492,1.7606247941252257e-14
3,0.06757458334458184,6.026817613816969e-13
3,0.0661315692049184,5.295598344159172e-15
4,0.04362337020197505,4.120558402638725e-09
4,0.03346928140730346,2.1778869592505635e-13
4,0.036879880405116576,8.28426808519361e-14
4,0.0314525442415557,2.8827004317018902e-09
4,0.034070360801545435,7.541774069732732e-14
4,0.03444516055800804,1.0171107566185222e-08
4,0.033906978247743386,9.086886845796561e-14
4,0.032868492090529,2.3947039755696913e-14
4,0.0411333503975775,5.99090722705279e-14
4,0.03590552028279136,6.196048792374127e-13
5,0.0685818343749884,2.219898630054476e-14
5,0.07117293969549657,7.4887927841478e-15
5,0.06744927220862923,2.6407543562248258e-14
5,0.07134708446450899,1.1754826205242243e-13
5,0.0647067937989131,5.068311601991576e-14
5,0.06762946202060367,6.783518405756418e-14
5,0.06577393911208053,1.4794725760925063e-14
5,0.06935159164644397,4.592260105024246e-14
5,0.0688637455207533,1.194467955742986e-14
5,0.07067484706048892,2.7738034151416692e-14
6,0.054474460661272,1.4792755847180679e-10
6,0.05847349931609165,1.1060119302272723e-05
6,0.05305235197209409,5.514145326681939e-05
6,0.05481630704041442,7.916755348372414e-06
6,0.05288057353851832,1.8240682767370278e-05
6,0.0535910605817762,8.55076851260135e-06
6,0.056825064332417394,2.4665989871450965e-13
6,0.05390735306857794,5.5984143894473825e-06
6,0.05653038838912002,1.0838263380510512e-06
6,0.056841004851854955,3.6554514034688285e-15
7,0.07639851205409523,1.971401999203987e-09
7,0.07675547036307925,5.962713220276705e-14
7,0.07457546806951122,7.967394374098488e-14
7,0.07393261356617883,1.6823774023193079e-15
7,0.07758971818294999,1.943718135244272e-14
7,0.07359682544243482,5.656558563849577e-15
7,0.07982731957909098,6.206178412308181e-09
7,0.0825202862228464,4.280828544617555e-05
7,0.07923712949299383,3.317963370555396e-14
7,0.0814109384648338,7.062434127283059e-14
8,0.005184921074519884,2.4489962503840934e-14
8,0.005428677409368888,8.488659658229009e-14
8,0.006393065410128074,1.0486071699102287e-14
8,0.005846925821387846,4.495555604981169e-16
8,0.005167403298783173,9.923972630367353e-15
8,0.0055442020382680274,3.494166703955872e-14
8,0.005455422534668208,6.786320003067061e-16
8,0.005373552020656353,9.11439693844046e-14
8,0.004056805588037841,3.583998618567985e-14
8,0.005665501036768523,9.522638168447296e-14
9,0.05567673767526808,1.149113569309269e-13
9,0.06921879663471799,4.219601929084343e-09
9,0.05588734525467742,2.358616027986786e-09
9,0.05910953097163619,1.66233737037049e-13
9,0.05215238955674635,3.072572827656274e-15
9,0.0646500098069588,3.4656158837056018e-09
9,0.06193405140103404,1.3285757623341971e-14
9,0.05978767606802099,2.2846188107186584e-10
9,0.058817367997426796,5.3670052912512624e-09
9,0.05830068757847555,1.7036743070443697e-15
10,0.04449163842575246,1.283515726584969e-14
10,0.036791724706832764,2.974071718144063e-14
10,0.041910767926422704,7.128231145685194e-14
10,0.041017983439988824,5.752925797811214e-10
10,0.0419542764036016,3.225301685047092e-14
10,0.04172345908434519,5.93227396672372e-14
10,0.03861274145351197,1.7439730306381216e-14
10,0.03706456429621212,1.5633029457371515e-13
10,0.04307318378576039,1.3189920155798319e-15
10,0.044090041936204936,2.8272435240811857e-14
