subject_idx,pc,lamda
0,0.02289765452604518,0.2849881851711226
0,0.02396281046618052,0.2784482970763425
0,0.025216045713061398,0.23763213858327806
0,0.0239788891062054,0.26631023053093866
0,0.02330727264840517,0.2813258711023338
0,0.02467482791410262,0.2669300605057095
0,0.02301318282710396,0.292560634374228
0,0.023056480739278202,0.2793476962573071
0,0.025357313037451333,0.25857858104276354
0,0.02674009152390504,0.21016016558763168
1,0.011771586478623737,0.6555830309441772
1,0.013242201733100797,0.719101938480913
1,0.013260842214089684,0.6325248258646539
1,0.013953460047087531,0.5527157262190333
1,0.013599840483980326,0.5921912919723962
1,0.01168859145739938,0.7664895931234454
1,0.011569745615952516,0.7693257211307909
1,0.011479149132332072,0.7652446911114187
1,0.010112063451651285,0.9999999999232532
1,0.011602669864706962,0.8183873456108657
2,0.025756816437786285,0.2866979699774354
2,0.025256212689145848,0.2888778779479396
2,0.025770544615547227,0.27663956713351257
2,0.02661786914904106,0.3145281691392362
2,0.02714755548899198,0.24903641269230153
2,0.026610389427132237,0.300307977848004
2,0.025646325335415932,0.2727515655869747
2,0.02625871675662343,0.2567167006902298
2,0.026975249961120367,0.2519944160583515
2,0.027075680191595123,0.2423477508245604
3,0.032722151148389556,0.10277757762137878
3,0.03173677999382031,0.11329505161346838
3,0.0325108106490616,0.11095206694443567
3,0.031988674750537904,0.09555428829254142
3,0.03142565179890911,0.11613339449087808
3,0.028995432527761,0.1393908995834913
3,0.03090421824444518,0.13907532313323884
3,0.0309620414626198,0.13640914541098115
3,0.032050170812530664,0.11288498603755502
3,0.030970673055962215,0.12555425670303172
4,0.014307949028429984,0.5967070239320379
4,0.014242960783284232,0.6033127965259197
4,0.01516224961668641,0.5331459566311486
4,0.013422008254659263,0.6183816225560507
4,0.015830148414074686,0.5247328507512014
4,0.015161561562039766,0.5559313379523403
4,0.014874722392138152,0.5776526590637487
4,0.01341191968158096,0.6546737213900644
4,0.014787198255703958,0.6118851463788436
4,0.014220516776509226,0.6053820701667841
5,0.030645576830694975,0.1735361125200466
5,0.032714481500932514,0.12763725532416456
5,0.03195199403325129,0.1483737442303671
5,0.031805150742102384,0.18063474226294143
5,0.0286205724766297,0.20408863073746802
5,0.029520905105718635,0.23625183572285266
5,0.029360036297194504,0.1952311354112005
5,0.030916408136300724,0.20328616036024963
5,0.030814600458203178,0.1781188157711013
5,0.03104677380887931,0.21407144906474124
6,0.02587346695435106,0.8233760585569057
6,0.027874680512005093,0.6053382011233555
6,0.02942046101087779,0.6404619478855744
6,0.021012672699215855,0.29710585503279585
6,0.026010716735559238,0.6351570635333355
6,0.02731529028943405,0.5875003944596793
6,0.022212025420030382,0.26527382198012023
6,0.02853891524838729,0.591127398164813
6,0.028003611348827163,0.5647865842538483
6,0.021221336634435123,0.2921896328055512
7,0.03702586576308214,2.416485472131664e-09
7,0.03472249265002735,2.3642798671396964e-09
7,0.03516307485004278,3.8850186833881464e-05
7,0.03585931992507306,6.402220937730678e-15
7,0.038535586740570664,2.2124901141723627e-09
7,0.03612052800911783,6.899952521205181e-15
7,0.03866597125806371,1.0822653979853565e-14
7,0.038042715808648694,2.574081644639596e-09
7,0.039107077901615425,9.36718452750876e-14
7,0.039603397522318964,2.5837950661157748e-09
8,0.0016820245164033806,0.9999999983307587
8,0.00181578567700084,0.999934362430764
8,0.0021163789528826785,0.9999999983307587
8,0.0023070488576354287,0.9999999972991109
8,0.001368357434421429,0.9999340258376125
8,0.0014200224952149898,0.999933977146587
8,0.0009603556741145943,0.9999340443191622
8,0.00124138963722586,0.9999999975531408
8,0.001235313022269685,0.9999999975129197
8,0.0012590432146957552,0.9999999982366093
9,0.02979495060396864,5.3558786310511586e-14
9,0.029105977205970912,9.053350624960146e-10
9,0.028089640576480925,2.9650276047893783e-14
9,0.02862251502914189,2.2398021854781085e-09
9,0.028133338249528454,3.069535090921517e-09
9,0.026866846189554268,2.4991565176203243e-09
9,0.02832555394191669,2.9453738238925968e-09
9,0.027408265068845666,2.346928845858051e-09
9,0.029219547820760892,2.23979820975067e-09
9,0.026054797908159205,1.448230924055461e-13
10,0.021092389762604552,1.7223137795120384e-08
10,0.01693788393001329,6.128613785816799e-05
10,0.01894417654439406,1.889009010710074e-09
10,0.01920213651286449,8.271329427195565e-14
10,0.01984601417874375,9.063269464740789e-14
10,0.019429038482653288,1.0447308504980138e-13
10,0.01949538511522573,3.6055124920789583e-07
10,0.019236642192174937,8.242170046819311e-05
10,0.019929637277298556,2.2414793773921056e-09
10,0.020465440736726483,2.0396928341657275e-08
