subject_idx,pc,lamda
0,0.0219055303832274,0.3123938062245544
0,0.021912473401926442,0.3056508252585067
0,0.022846015527899124,0.26101152916145265
0,0.020808394416068295,0.3016698754297523
0,0.022983337534363643,0.25055404810556997
0,0.023815800926353752,0.23779329454175738
0,0.02302511509891696,0.3003661006534933
0,0.024100244005448173,0.26822540209826873
0,0.02330019867160842,0.2937668442123489
0,0.0228921391560309,0.3047743693399016
1,0.02102645032795449,0.11052695145606019
1,0.01939629808420631,0.08823722493483695
1,0.01986967258652815,0.1298231051488125
1,0.020007568909802303,0.10136478863098095
1,0.021018721474496897,0.1486166811322833
1,0.021141080014895897,0.12302696782238384
1,0.02178998393567096,0.09580563176333501
1,0.021614453212145644,0.09032992273445896
1,0.022205472693991403,0.15476458662278997
1,0.022672982857847756,0.042754485442311314
2,0.018613930737402435,1.6331372471380235e-09
2,0.019299561128433878,5.706202936462226e-14
2,0.018521365374219573,5.192586213272433e-14
2,0.019116471690440732,5.429513797829528e-14
2,0.01940651521460693,1.613267574326195e-14
2,0.018686233011566793,4.370130339174201e-09
2,0.018758926358779543,2.21249011415881e-09
2,0.01986426599291284,8.105718193444414e-14
2,0.019716946019496077,3.288650246602682e-14
2,0.018595079287511203,3.7865362859673695e-05
3,0.030591680166144206,0.2710536268213709
3,0.030737968105583394,0.2587943249083805
3,0.03170890622273665,0.20359237819497436
3,0.032165853231643865,0.22698162570974562
3,0.03315551242476049,0.18967708574901662
3,0.034264637635550634,0.19229101904994142
3,0.032158060224158014,0.19943970952633125
3,0.032407211254174347,0.1748853280735463
3,0.03289806664984305,0.21262188948945382
3,0.03441925297482656,0.19526462791783267
4,0.03303894768792548,0.36561943992987994
4,0.03207808553721206,0.40522305558256433
4,0.03180049077563753,0.4129688413946519
4,0.03333301443456684,0.3320664798452666
4,0.0318540102773842,0.34091822049643217
4,0.03407241492750345,0.2843462603819644
4,0.03283186090331024,0.35383335766095314
4,0.032893794362711136,0.3235663034153675
4,0.031220216156144218,0.3640504599477051
4,0.032159281349881524,0.35138310254202954
5,0.039513795845299855,0.12540289643879765
5,0.04116047535985501,0.0956528869014795
5,0.041907784476019484,0.0882832520021516
5,0.040085026414757106,0.11278034965858984
5,0.04236012121669567,0.07940993004587539
5,0.0424866793845106,0.08747784028240577
5,0.03938825172704292,0.10479568590632109
5,0.04101831698653784,0.10653102392869984
5,0.04183246677526852,0.09788105192277488
5,0.040675152817084684,0.14817185418157
6,0.03921613394076069,2.964087051745743e-09
6,0.04194162005589083,4.78625086035027e-07
6,0.03823457252616845,1.525323231552089e-09
6,0.04011873524710746,2.5900870152407776e-06
6,0.03969608215627324,2.413388777694871e-09
6,0.04123832001585699,3.992401382418593e-09
6,0.04125451412115498,4.2864272535364196e-14
6,0.04153661278995646,1.8902967600637938e-14
6,0.04188995895855996,7.089810862429265e-14
6,0.041732669405002656,3.405909600340522e-14
7,0.02584124561057323,2.8050295683749137e-09
7,0.026599694292969687,2.6502692293027346e-10
7,0.027695020692056233,4.120887557134752e-05
7,0.027499883564663423,3.932515260965133e-05
7,0.021207109268786193,5.468157375771549e-10
7,0.028698543613227198,5.780578167962089e-14
7,0.03077724691087362,3.297581775547479e-14
7,0.031320158775634106,1.8158017230037795e-12
7,0.03298307162251472,1.5038481444234955e-05
7,0.027863447460062682,1.6590389048177275e-09
8,0.028273820720069676,0.049877841971467926
8,0.029026630844071342,0.10580601050859689
8,0.029696397880299045,0.06941324225381676
8,0.028507592443529406,0.12849518186642517
8,0.026858028317962235,0.10416056052185273
8,0.028956327753755444,0.04350019186441921
8,0.028838674671633473,0.05274357928965983
8,0.029943354941215004,0.046158653245755736
8,0.028362785863190153,0.02100163567243746
8,0.029003444047246335,0.09101446227647267
9,0.014268975990586196,0.36409858846781773
9,0.015841269720992982,0.2805230419524816
9,0.01554321877832747,0.3218584676138784
9,0.01481208692220913,0.3062362640803962
9,0.015641600826763895,0.30832356838263325
9,0.015530407120091766,0.2990808717565755
9,0.016080027672370583,0.2496686267922741
9,0.015434579356609987,0.27744566890342204
9,0.015467763204905697,0.309099433365855
9,0.01504022125016542,0.3145923883419491
