subject_idx,p_c
0,0.0561923407017827
0,0.053710014005896284
0,0.053977586205245134
0,0.05631788937055896
0,0.05443343725238893
0,0.056120030226804035
0,0.055040527252600106
0,0.05360621419305262
0,0.05481127474441462
0,0.054857675187544745
0,0.05521023515561336
0,0.05356783611381174
0,0.053898601788074214
0,0.05401144216127658
0,0.05523861237750355
1,0.026486664756596157
1,0.026051071853932482
1,0.023617877230831093
1,0.025509176362650467
1,0.025190582219430296
1,0.02584825801108431
1,0.026367965415442878
1,0.026361066430585695
1,0.02626606069921564
1,0.02635346464580896
1,0.024984997159273364
1,0.025455479372193897
1,0.024959845213526854
1,0.02538835295085126
1,0.02553591968704424
2,0.032854754760118565
2,0.03019107880159585
2,0.030756125932375825
2,0.030520691000083502
2,0.031235010988425696
2,0.03186937502220597
2,0.03172281739727076
2,0.03112755752222262
2,0.03197853819635364
2,0.03159175412317633
2,0.031366725960562974
2,0.03225452939519024
2,0.030936964110141702
2,0.032396198448434735
2,0.029757441782958145
3,0.0287176804515623
3,0.03399935443376886
3,0.03358883631137662
3,0.031478757398234594
3,0.03348161914558106
3,0.022865176083139
3,0.033149822032642176
3,0.03087544184610469
3,0.03068531306210443
3,0.033196874519239784
3,0.03023921426833738
3,0.032858852010351026
3,0.03210845254365913
3,0.03071768184319936
3,0.03863416174374078
4,0.044790776088543545
4,0.043106903213048414
4,0.04331278634916162
4,0.04424536883592927
4,0.04400622385740184
4,0.044578673644744195
4,0.04344965354706601
4,0.041644592330873705
4,0.04136738223882253
4,0.04171058428482015
4,0.04546547353446699
4,0.04108900022874876
4,0.042254157964223424
4,0.044021473312424765
4,0.042671560655250414
5,0.02551656278936218
5,0.024385249188092418
5,0.022620758731459897
5,0.025013117368634874
5,0.02456425739965959
5,0.02471225750175353
5,0.02474905336060726
5,0.02480181557612621
5,0.024305670547277825
5,0.02394378338628429
5,0.025317963892463692
5,0.024750669571468258
5,0.02349706944471629
5,0.025632549098621404
5,0.025677203154215997
6,0.0640098211422171
6,0.06372048891038004
6,0.061853809610979894
6,0.06135154494182924
6,0.0627530562220863
6,0.06304708763854905
6,0.062207744436692865
6,0.06550106231264534
6,0.06294536726876358
6,0.06680300227039992
6,0.0645276263056028
6,0.06457390336450566
6,0.06480893780560576
6,0.06332172681161136
6,0.06406402867879867
7,0.031516989164386756
7,0.029258556713898643
7,0.028692857066773842
7,0.028139778609926575
7,0.02889578606403417
7,0.0285511964185719
7,0.02937471793108361
7,0.029247654916233372
7,0.02832427950471044
7,0.029490198477269556
7,0.028858034116443224
