subject_idx,nu,kappa,omega
0,0.00010000393781815176,0.010065363059626208,-3.981553589197892
0,3.9450973683517616,0.4192890712863086,-4.388668953567921
0,0.00010001025864781306,0.010064790783703726,-3.8471257128128586
0,5.275240397574427,0.6243802303818811,-4.395911462492401
0,0.00010001533859785154,0.010065157474828034,-3.9277960973718824
0,2.9492471469172,0.9049624680758744,-3.816927811429596
0,0.00020493696535869832,0.0100024396406103,-3.927931844504719
0,0.00010000380723413992,0.010064598710460192,-3.946744416838158
0,8.879187756900194,0.7092217082361307,-3.3475574950342084
0,0.00010000256058078877,0.34085532103025495,-4.096079343797882
1,7.5914381276479155,0.29887810682562455,-2.1648164126399054
1,6.179111769527122,0.3883571777252217,-0.8003963404410674
1,9.99994039198622,0.21018761429313623,-3.3662585251215784
1,9.999940391986222,0.1543014034547093,-3.4568103368228136
1,9.99994039198622,0.24365605998566128,-4.147176417137084
1,8.541136335088698,0.2623756717068557,-4.787185664828426
1,9.99994039198622,0.30219179466821255,-0.5631051431462635
1,9.999999959503295,0.010006463536409054,-4.999966374019388
1,2.080202751401653,0.621611262962265,-0.27926485430907366
1,6.156620162214989,0.4173323020197516,-2.323242948559175
2,1.6112062844006936,0.3791545938550651,-3.932237456450072
2,0.00015960801377939274,0.010065445891738377,-3.9500695896209854
2,0.00015960801377939271,0.010065445891738377,-3.9044554368444695
2,0.00010000080091700885,0.03874602383173991,-3.9091702865948617
2,4.907634649384584,0.010000000001629447,-3.842378747551918
2,0.00010000150513884851,0.010065172529467668,-3.869606471345293
2,0.000100010316375141,0.010065446545653032,-3.9312917807062586
2,0.0001000028418721237,0.010064477542023494,-3.9100899758449046
2,6.261941523099714,0.6877191220528504,-3.8620332196169453
2,7.679669044827589,0.5239791582993634,-4.407430197260559
3,9.99994039198622,0.2484480134971149,-2.6996337667637924
3,0.6402870705799636,0.010000588366426005,-3.733947929643411
3,0.00010000077186238121,0.08682624484545902,-3.752913471714689
3,2.1418940686436114,0.09779187659657691,-3.7912429590697587
3,0.00014704188380521374,0.01000040472369498,-3.768057733956632
3,5.630713255971505,0.3674561041714265,-4.014686999707761
3,0.0001000032986420956,0.1022921979104105,-3.816918159199519
3,2.3423278353164934,0.6623854534303626,-4.403933552425679
3,0.00010001669224561882,0.04105763108559147,-3.6587505282386212
3,5.596226510371271,0.5463379355373342,-4.4110403054789264
4,0.00015960801377939274,0.010065445891738377,-4.999965819204078
4,0.00010001537602400846,0.010065258669763814,-4.9999566282383405
4,0.00010001540298387022,0.010064847981900533,-4.999954464227199
4,5.429331515444233,0.40174353568829757,-3.150746499585228
4,3.819721915899926,0.38814635113760404,-2.3262379212492643
4,5.898149632599356,0.6201973574326386,-0.6012196496615854
4,0.00010001591886894535,0.01006045557272363,-4.99997412450254
4,5.963071367764745,0.24539668660518005,-4.281134074330286
4,0.00010002364256224351,0.01005924795940284,-4.999981342637711
4,3.6651379528498165,0.6229314145278098,-3.700573303801525
5,4.5658134444500265,0.010000000001103971,-3.6621599383269947
5,7.505247527289101,0.6088295875409353,-4.4524770516137835
5,0.00010011343068361489,0.010064323408752686,-3.6051695365748984
5,3.4278989370766175,0.024368921802371657,-3.95905633346242
5,0.00015960801377939274,0.010051959209699984,-3.7785538459020134
5,2.6531830271439785,0.010000000002232045,-3.6766474981115254
5,0.00010000385390625141,0.010048894918305155,-3.6547473538667714
5,0.000100010316375141,0.07989201723915107,-3.68646393873657
5,0.00010000331100941441,0.04837428256258142,-3.6863035454485216
5,0.00010001669224561887,0.01006543900362602,-3.57857410585194
6,6.040381175864964,0.6305143935447404,-3.752359266891229
6,3.9846003737543585,0.4550425196500492,-3.775510204122
6,0.00010001031637514102,0.010048251470472917,-3.5088721394929707
6,2.357203134266385,0.7360893776756059,-3.7992314213984226
6,0.00015960801377939274,0.010065445891738377,-3.8656807273203273
6,0.00010000092391295933,0.4505862416415081,-4.150936443419421
6,6.703797213892701,0.7223797783484494,-3.788100719743835
6,0.00012149916481079291,0.010037117413202528,-3.891649560064069
6,4.280475285981923,0.33580908600008597,-2.815033083244302
6,5.281072882849065,0.42962810843376514,-1.935364594163842
7,7.59984527154435,0.36718003114243536,-2.3261961952223587
7,8.838532027987387,0.5409122373432769,-0.6750066730748987
7,9.99994039198622,0.622762285201458,0.47378089541256285
7,9.999940391986222,0.6493594425254174,-0.9132477611858767
7,5.543703808036524,0.6233052609853935,-0.6922402881868845
7,4.945899046279329,0.3891820986482487,-2.9565353778587324
7,6.169359200806172,0.24397243785919276,-3.344222047594326
7,7.3548405675035715,0.6616081139276131,-3.7728563906624117
7,7.962438706452959,0.4763509898136367,-3.4829682433204225
7,3.943945474257593,0.3910904194729081,-3.350320617255498
8,7.779275040477484,0.010040430687310309,-4.9999476828025715
8,6.161233387797243,0.0100654458917383,-4.999950777680065
8,6.180285140910501,0.47741459544958353,-3.5872402306377067
8,5.8164462427979515,0.388146351137604,-2.3258994696338657
8,3.81528737046476,0.6862980308594292,-2.2940770661344714
8,6.179306201972157,0.388146351137604,-4.3556843944695975
8,6.172761042825597,0.8689519390480077,-0.9108278784229136
8,6.95322986758857,0.3956519972164857,-3.9844894075394297
8,7.634249932805649,0.6219165670882016,-3.2909297095844297
8,6.722013066544169,0.7674789217452704,-3.6261872975699205
