subject_idx,lr
0,0.051134153962094996
0,0.05035716418532034
0,0.051685121382396684
0,0.048355675085276655
0,0.05183022112566671
0,0.05318975268788407
0,0.05266945431654476
0,0.05455127933358851
0,0.054531508963462205
0,0.053524514678699835
1,0.04449173541754823
1,0.04102298052647007
1,0.04255632324814822
1,0.042750601695749985
1,0.044668701351777376
1,0.04429107829519994
1,0.0454923262182168
1,0.045638152137203986
1,0.04686837146329495
1,0.04685446634400503
2,0.03946225745825311
2,0.04066803574258847
2,0.03876011721839964
2,0.03988912236120346
2,0.04045979718524979
2,0.03941097330951667
2,0.039374071633203285
2,0.041418600383944286
2,0.04151126676011806
2,0.039732244346870275
3,0.06860382758424871
3,0.06965343808448042
3,0.06915812993281932
3,0.07159952661955389
3,0.07235243417363343
3,0.07504996259710776
3,0.07020450531651792
3,0.06972626638509576
3,0.07257410660384091
3,0.07474107124595607
4,0.0776873701201128
4,0.07664200019449514
4,0.07484904114889353
4,0.07710482317397767
4,0.0735158956583287
4,0.0758571123442192
4,0.07578056922098647
4,0.0749287043811048
4,0.07207786063354109
4,0.07469873298513266
5,0.08455909863241101
5,0.0855173780605301
5,0.08721580043946375
5,0.08489827097603422
5,0.08771634889009182
5,0.08823601912416534
5,0.08317035328839077
5,0.08599385280414402
5,0.08681381477016852
5,0.08706242589539921
6,0.08506282269669788
6,0.08252913175178511
6,0.08186462245368048
6,0.08115255367257392
6,0.08336336316130025
6,0.08367960273484085
6,0.08322185546758396
6,0.08365384329484626
6,0.08429529990656966
6,0.08397487190588528
7,0.06057061505982678
7,0.060431565411751716
7,0.05915500924287709
7,0.0589423560688392
7,0.05660641880979947
7,0.060755138762795965
7,0.06485426779865534
7,0.06473639309244626
7,0.06851796522674863
7,0.06028074921479776
8,0.05993221619847878
8,0.061968676578704994
8,0.06287825244519236
8,0.06125556118665789
8,0.0575634568126212
8,0.0603903512795343
8,0.06027462192882388
8,0.06240251759805946
8,0.05887124455831642
8,0.06116679801687771
9,0.03393405020447947
9,0.03538653431320212
9,0.03568517797912396
9,0.033373415030856404
9,0.03551474399088082
9,0.035024705397624346
9,0.03520107377112652
9,0.034590786435166165
9,0.034982658596210414
9,0.0345232564668847
