subject_idx,p_c
0,0.015444249885437673
0,0.01598645909122727
0,0.01643362797751564
0,0.014212513849049115
0,0.016728738828001015
0,0.016661900890434952
0,0.01682677868334829
0,0.016894791850124654
0,0.01637949191052782
0,0.016162640969462055
1,0.015692747267826313
1,0.012623108938964999
1,0.012682103502591607
1,0.012424510764096614
1,0.014734216424722354
1,0.014825344935127048
1,0.01530243509937742
1,0.014859741055066187
1,0.01599397214122079
1,0.01566938907109659
2,0.011995555633658905
2,0.012510093142732628
2,0.01272998442532286
2,0.012685456525474462
2,0.012850113228545504
2,0.011938740185032713
2,0.012857998015938637
2,0.013244464708077936
2,0.01270377463156243
2,0.012118982387899558
3,0.021380847770713404
3,0.020500747779821648
3,0.020751223845829333
3,0.021036994457397814
3,0.02121982256619495
3,0.021656291201250878
3,0.021573724496434972
3,0.02177030846944316
3,0.02105120787645548
3,0.021988426273117728
4,0.02341556626134002
4,0.022860165919726866
4,0.023186903117166133
4,0.0225915088902466
4,0.02168107750966962
4,0.022353137195628828
4,0.023308751010342
4,0.022377731927621113
4,0.022522759234493747
4,0.022239377402699215
5,0.023242248544902623
5,0.024613058141882235
5,0.023880420477883278
5,0.02366344516924021
5,0.024291409320136258
5,0.024742332144975652
5,0.023085322045500224
5,0.024350985439789002
5,0.025367982660255046
5,0.023805791609480875
6,0.025607667146693134
6,0.024841714707908597
6,0.02467989061070624
6,0.02460386744636018
6,0.025493179311841634
6,0.024883692008165516
6,0.024841484739765107
6,0.025049157657921695
6,0.025101432137090197
6,0.024926287653663032
7,0.025078630742359703
7,0.02455851645628896
7,0.02492985392501615
7,0.02490790098638449
7,0.0234721176871948
7,0.025105736086476926
7,0.02539575532238987
7,0.025615985759232126
7,0.025839242068277195
7,0.023482686282999054
8,0.020762913404163346
8,0.02180950718712122
8,0.02191837050862411
8,0.021963112155659735
8,0.02006286764375295
8,0.021503610593064038
8,0.02100294854632903
8,0.021764016169358205
8,0.02081320292834373
8,0.021598965851382452
9,0.020389283899476925
9,0.018883759825413928
9,0.0194914727213823
9,0.018012352429465472
9,0.019044694432578644
9,0.017554590932766793
9,0.018651803490895045
9,0.018136754174700013
9,0.018879043413842906
9,0.01826816987029973
