subject_idx,pc,lamda
0,0.06005160248617437,0.761564499887089
0,0.05764508959301863,0.7448354052549876
0,0.05760291662772933,0.736796742839742
0,0.05940789712579878,0.7776579351065533
0,0.05869694233388205,0.7365401155040631
0,0.05860270689060841,0.8863606987827299
0,0.05904226480360591,0.7405895617942988
0,0.0575308599715262,0.7493485290815515
0,0.05914356127736201,0.7222945911731984
0,0.05905285778162269,0.7394822928717408
0,0.0586518765453211,0.7869027761685464
0,0.05736268419493721,0.751292223748592
0,0.058040733757092046,0.73766350770611
0,0.05805110808505412,0.7459419948928383
0,0.059828361056341116,0.7283033238184226
1,0.02648211340446662,0.9999999976479861
1,0.02605100774996101,0.999999997634828
1,0.023618009227901443,0.9999999975351997
1,0.02567148187708122,0.9999999963067217
1,0.02519033878383708,0.9999999975150167
1,0.02594312918585824,0.9999999963303137
1,0.026367738397968712,0.9999999972991109
1,0.026361621385101827,0.9999999972991109
1,0.026262418182927807,0.9999999999999442
1,0.026353740919361397,0.9999999968434243
1,0.025091792651422824,0.999999996721724
1,0.025455753731612657,0.9999999999999912
1,0.024949825812810786,0.9999999973134752
1,0.025388345793207603,0.9999999977625362
1,0.025536069839475834,0.999999997634828
2,0.03958120226505062,0.5388998704769967
2,0.03628284333704262,0.501188297261704
2,0.03721434327559324,0.5156255819122488
2,0.03667617353851644,0.566579066621359
2,0.037257787663172205,0.5684654522825893
2,0.03840367688892499,0.5346839850528992
2,0.03725728139507499,0.5347656262997741
2,0.03763911451804144,0.5377946458093887
2,0.03849586823119006,0.5402985761228023
2,0.03789022168598587,0.5672468118611087
2,0.037994528586376884,0.5128039636021956
2,0.03872752382637145,0.549322574056488
2,0.037619043621920076,0.525011243712549
2,0.0376805974474551,0.615295932492116
2,0.035683446460600024,0.5751587736308088
3,0.027778638035894098,0.999999997720286
3,0.03354938412573615,0.999999997711615
3,0.033584476163525154,0.999999999999944
3,0.031475963911626645,0.9999999999999862
3,0.033479984383732786,0.9999999999999883
3,0.022873620097540032,0.9999999972003043
3,0.03304421538676635,0.9999999975665571
3,0.030591524041206648,0.9999999973046919
3,0.030679405468975844,0.9999999999999915
3,0.03325680797418821,0.9999999962930967
3,0.030239401608234566,0.9999999999999903
3,0.03286562396483148,0.9999999999998904
3,0.032106158703800625,0.9999999999999475
3,0.030716715096481502,0.9999999974736918
3,0.03863461683728143,0.9999999999999415
4,0.05668450244295516,0.3883387570932609
4,0.0556213730657421,0.471677551421093
4,0.05636859780253264,0.4585213160683496
4,0.05725781960677884,0.4616200950190186
4,0.056877440416670616,0.4760602507477684
4,0.05722045249988819,0.4894516406233181
4,0.05466864976476028,0.507149159184451
4,0.05386107217139115,0.4727859868036485
4,0.053455219150721704,0.477477012939935
4,0.05405562269530057,0.45763883075192735
4,0.05653005043865029,0.5104501911577203
4,0.05302086325535282,0.48320197787555097
4,0.05442574768614289,0.4687915953387737
4,0.05545886676656731,0.4915522379177442
4,0.05589256610016638,0.4431687915055485
5,0.036528260640850435,0.044524130928957295
5,0.034816882528889925,0.06100194561301352
5,0.031345693237979165,0.12544059170094646
5,0.03404882217127408,0.027613457206429055
5,0.03446001284552788,0.09209754169698545
5,0.034825108269904335,0.061998481040562506
5,0.034757136980718924,0.11118831950313163
5,0.034545900695881114,0.0779809851600486
5,0.03434762433310773,0.07330099253118232
5,0.03376577953749078,0.07217328961312951
5,0.03507556239840881,0.11019793815791319
5,0.034550208361536404,0.09451245973342999
5,0.032269329866177685,0.14510859768712517
5,0.03606044164003187,0.07550483790558142
5,0.0351086401112624,0.0943610034848648
6,0.08373441897131267,0.4329398222514239
6,0.08524878523106717,0.397016652380514
6,0.08259917014198982,0.3883507667092798
6,0.08395099222024834,0.35114654397665884
6,0.08245609095411369,0.4150392311642363
6,0.08518400652835344,0.3644864223366634
6,0.08391397651878783,0.3898904528277438
6,0.0860735552761386,0.4229899907374056
6,0.08324247538152986,0.4206358816452106
6,0.0860277631105083,0.4549456773831606
6,0.08508534346476855,0.4240341559362986
6,0.08415819731090937,0.4152602707959095
6,0.08459153072081821,0.43573542066171705
6,0.08428354821564903,0.4099195039199907
6,0.08518825154199328,0.4086404399891442
7,0.031517314851668914,0.999999999999982
7,0.029258479199757687,0.9999999977865502
7,0.028706840596548894,0.999999996781787
7,0.02815142929691585,0.9999999963491826
7,0.02890902531140053,0.9999999967949573
7,0.02856318762344218,0.9999999968649332
7,0.029928353266068186,0.9999999972539468
7,0.02953993653032156,0.9999999968770639
7,0.028339465510576728,0.9999999999999409
7,0.02948748655346757,0.9999999968736121
7,0.03035303936623548,0.9999999969505587
7,0.03330533097824668,0.9999999998911485
7,0.031497064297691925,0.9999999999924332
7,0.02967471945626512,0.9999999574104381
7,0.03226289576623798,0.9999999975669456
8,0.04611934937462092,0.08086017230372886
8,0.04299124780423881,0.15815231057506265
8,0.04130673840763354,0.14571935233874525
8,0.03899593218336473,0.20587908881750028
8,0.042495059071264,0.14760973982480818
8,0.04004957058052611,0.2553727063922677
8,0.037554477044742296,0.21264218001353324
8,0.03945605699007619,0.2151037568460602
8,0.03836271650283907,0.16314149375528728
8,0.03937086693201737,0.21529656188539154
8,0.03888852421733922,0.24028549160753362
8,0.03817731299456805,0.26475976626357256
8,0.039848640113119074,0.1951978390505799
8,0.041445197168019705,0.2333361651625689
8,0.041906249718763666,0.21828659972695497
9,0.040010095442098895,6.016101313297406e-05
9,0.03520213643594088,0.6724859506953936
9,0.03498667766304656,0.5923892466682255
9,0.03484982509354131,0.6502447238839226
9,0.03563762566761925,0.5744795269578492
9,0.03402226538779891,0.6541052569906766
9,0.03504845090256532,0.6288258772620997
9,0.03506772634994085,0.6005109672070783
9,0.0350421890284153,0.64096508568865
9,0.03503672040205173,0.587440421075225
9,0.034326293734754584,0.5849569358641447
9,0.035745858235124855,0.6234715766199821
9,0.03354661599442405,0.7020584959595839
9,0.035680522787368336,0.5873847018048344
9,0.036110969544348774,0.5719653512346639
10,0.028632595648987322,0.9999999999998986
10,0.030604736153898006,0.9999999973142243
10,0.025780707684946506,0.9999999970396775
10,0.026880149536583495,0.999999997711615
10,0.027015587095468974,0.9999999977205375
10,0.02384416498311741,0.999999997402121
10,0.025641047239149787,0.9999999999999888
10,0.025890253092866085,0.9999999976357201
10,0.028787883112959774,0.9999999975647187
10,0.026402784688751423,0.9999999999999443
10,0.025385615353699768,0.9999999965836731
10,0.02597576246308983,0.9999999999999429
10,0.026762302541995752,0.9999999999999439
10,0.025334862886150722,0.9999999999999672
10,0.024521059326766747,0.9999999999998989
11,0.060420245632961105,0.3364343279227443
11,0.06049968174242383,0.3241406154105715
11,0.059354154592969575,0.32775105188284986
11,0.06198983833939416,0.28979633667349025
11,0.058557421999838294,0.33247525903403685
11,0.05717293633392084,0.32478656984279797
11,0.06198997516675686,0.2729684735963675
11,0.060298661361326965,0.3270391668693606
11,0.06162260662463211,0.32268967092580214
11,0.06000363201587343,0.33491900706129096
11,0.06048155611071154,0.39656715535524983
11,0.06011086644095841,0.3447897357517934
11,0.06098435557817452,0.34617818521453786
11,0.06162756894901158,0.3232036111530304
11,0.05957719558946576,0.3272375690202531
12,0.05477050662827541,0.19738063133005204
12,0.052910662646393165,0.22993746172744906
12,0.053102765595149565,0.103983011341775
12,0.053812394404132095,0.20782195298439887
12,0.052047390145693255,0.22588990301993764
12,0.05163050750625853,0.17613342290309153
12,0.053155016487213935,0.1680047616503469
12,0.050312173563762184,0.2279134398485109
12,0.05380106050089181,0.20958850669032625
12,0.0521241260126414,0.2384794472792479
12,0.05014471868109733,0.19126286201522508
12,0.05210593873510143,0.2032697300753974
12,0.05243254190125449,0.21127078478198288
12,0.05243680641707198,0.20043040713536278
12,0.05155524555159385,0.23353054855774683
13,0.006304687979045724,4.201184977011799e-09
13,0.0039706977237558205,1.626298823422634e-09
13,0.003856022611163302,7.841880708840239e-08
13,0.003539845918757444,1.5278485679557266e-05
13,0.004213218226932992,0.00030319755798955577
13,0.004965826764464556,7.841880708840218e-08
13,0.004435086797744412,7.10463422099058e-05
13,0.0017992009954833088,7.230668818870247e-05
13,0.0032312770400262122,0.00017306936925491135
13,0.0043470842736966775,0.00010430362605958951
13,0.0036393910342788767,7.859825649975734e-14
13,0.004162578174259553,2.477632370685698e-09
13,0.00432654494428175,1.5384101178695723e-09
13,0.004348289941556377,9.201652207792597e-05
13,0.00416385958459692,0.0003404655024651587
14,0.04323430574930163,0.9999744243340795
14,0.04132121507975102,0.9999999976357201
14,0.039043524233985834,0.9999999970431006
14,0.04075290888946348,0.9999999976316513
14,0.039662659671736315,0.9999999999999317
14,0.03905115656394982,0.9999999969736028
14,0.038880664189263475,0.9999999971850636
14,0.03867278073260753,0.9999999999999466
14,0.04033794638363895,0.9999999976357201
14,0.03887819745450566,0.999933857369122
14,0.037628474678411884,0.9999999987468191
14,0.03881525999687838,0.999999997792374
14,0.038992354779935026,0.9999999999999956
14,0.037053707350827615,0.9999999999999898
14,0.037723350833405785,0.9999999973034085
15,0.048883044737529587,0.5305772537334109
15,0.05000193727613023,0.43507136829358267
15,0.04854810154800917,0.4810645077002094
15,0.048150657348813554,0.5290562523585124
15,0.04949089523797117,0.5021985966631659
15,0.04736313873684947,0.4741693034623046
15,0.04749570626209285,0.5401833346998264
15,0.049664023659105445,0.5084266453053542
15,0.047121960869267406,0.5207843296139247
15,0.04838975096995164,0.5539595527329854
15,0.046485335962387304,0.5573315763245559
15,0.04702150240570697,0.5332022292459272
15,0.048289978521732696,0.5452733338715189
15,0.047693455337063685,0.5113608660319153
15,0.04857593765325496,0.5456097865151783
16,0.05944767993208485,0.4923481536173777
16,0.061573045759555425,0.4277239806656797
16,0.059542744295285416,0.48198105301070326
16,0.059312141828779,0.4876502320977928
16,0.06107723403159115,0.45410328194498106
16,0.0611331973676634,0.4296479415079285
16,0.060478903386259115,0.4547005442087104
16,0.06243523227621701,0.4091178907698898
16,0.05910134410640465,0.45892869662925445
16,0.05904852345037569,0.450792232726119
16,0.06216665709205947,0.4030605286042409
16,0.06242291074529151,0.4431985718681491
16,0.060388307224923624,0.44675236503312254
16,0.060336775184918805,0.479858187751945
16,0.06003502116095126,0.4605918987249212
17,0.06656838063953782,0.9999999972991109
17,0.0645003732273559,0.9999989127973379
17,0.06490835345790263,0.9999999973254174
17,0.062398244988289255,0.9999999999967961
17,0.06281418344041036,0.9999999959551822
17,0.0634450238575009,0.9999999983779663
17,0.06253116359321789,0.9999999999999869
17,0.061962138705992126,0.9999999999999273
17,0.0650654907414298,0.9999998731157048
17,0.06567682215075835,0.9999999999897659
17,0.06597181165368357,0.9999999972991109
17,0.0612739800229328,0.9999999999069764
17,0.06718278209465235,0.9999999287912461
17,0.06596270798813163,0.9999997997316071
17,0.06549505932324907,0.9999999999207616
18,0.020877408370826644,0.9999999956298696
18,0.021280466697012158,0.9999999974263482
18,0.02245188163319112,0.999999997711615
18,0.021940607158132622,0.9999999975468746
18,0.02212813764743469,0.9999999999999929
18,0.0217930611160425,0.9999999975120821
18,0.02138821122329718,0.9999999975613943
18,0.021154778387721524,0.9999999965141918
18,0.022164177913231702,0.9999999965098375
18,0.021468416345679045,0.9999999999999896
18,0.020344092762145036,0.9999999975446894
18,0.022152773355002264,0.9999999968713265
18,0.020270538030986843,0.999999997340696
18,0.021770217773533475,0.9999999964042049
18,0.02297798444284271,0.999999997634828
19,0.11601915660015419,0.9999999999999432
19,0.08461225797337578,0.9999999999999964
19,0.0794877065440335,0.999999997634828
19,0.08124354415604569,0.9999999977106891
19,0.08021865274251104,0.9999999999998889
19,0.07726035226605318,0.9999999976465175
