subject_idx,p_c
0,0.0206138682673484
0,0.02072723034590264
0,0.02146493377202938
0,0.021172846706362665
0,0.021173874435239968
0,0.02126922869803453
0,0.021646613262195833
0,0.020920224452318496
0,0.021392201107224985
0,0.02183601713672546
1,0.009631021380636953
1,0.011316498400262302
1,0.010562198869849307
1,0.01047160523015347
1,0.010469760580809848
1,0.010176927813588511
1,0.010210112453751351
1,0.010048257354130893
1,0.009993221718281669
1,0.010436810174683873
2,0.0199455693925543
2,0.019474242254194907
2,0.019199252358536888
2,0.019199644273123016
2,0.019920513365979196
2,0.01958072355586754
2,0.019045076107106644
2,0.020127750128506715
2,0.019628369403187892
2,0.01983272538378419
3,0.021339474265981272
3,0.021175374683243302
3,0.021541298746982167
3,0.02127514171540752
3,0.021331918939719252
3,0.021185870905535937
3,0.02063800341213135
3,0.02259926795268611
3,0.021317728446917976
3,0.021629685228938905
4,0.011440986008873898
4,0.011384419882821038
4,0.011575081025920326
4,0.011064405414816205
4,0.012412430393224223
4,0.011741744825894232
4,0.011763557444289615
4,0.011076458187079875
4,0.012235787401500022
4,0.011438111308435384
5,0.020685685710456515
5,0.022112453937896688
5,0.02168326603264979
5,0.022097043974463867
5,0.01855827581311019
5,0.021490976968005705
5,0.02091272541191898
5,0.02232831164699125
5,0.02050322648812935
5,0.0224474915594135
6,0.02347232846835477
6,0.022993150452408757
6,0.02411922251857493
6,0.02336555954245122
6,0.02273168651304846
6,0.02272792605922555
6,0.022751790323086583
6,0.022756567097310304
6,0.02292522413095017
6,0.022717249512936553
7,0.02345744237289582
7,0.023079786621761255
7,0.022688992645726675
7,0.021888078989293906
7,0.024061944538984616
7,0.022652523762963343
7,0.023616351632610572
7,0.024095381436263108
7,0.024043266215517386
7,0.025563781579459186
8,0.0017939155812493716
8,0.0018272489150771196
8,0.002120908654185582
8,0.0023037100718052163
8,0.001369852101901627
8,0.0014063255342818353
8,0.0009604759906624131
8,0.0011674985365490412
8,0.001189714970279354
8,0.001257769792929997
9,0.021145588974176312
9,0.02049286046084805
9,0.019726139224826904
9,0.02061134461294031
9,0.020459465139408935
9,0.018898723710549646
9,0.02037780401869523
9,0.020425609140964477
9,0.020569500946469147
9,0.018742361275109237
10,0.014276665553369561
10,0.010643352008840397
10,0.012024771624584768
10,0.012365883420162042
10,0.013513955965163221
10,0.013960257804927639
10,0.012326844732979092
10,0.012486658660979226
10,0.013035980687645887
10,0.013527833355171989
