subject_idx,Kp,Ki,Kd,lamda
0,0.3699918488945643,0.5198310717596548,-0.21011790045720113,0.9469717105460346
0,0.3838936197222209,0.48417787651917144,-0.20636152560199478,0.951380637251276
0,0.38654709315348285,0.48716992001194226,-0.21633528001610255,0.9543823231662922
0,0.39171435451873027,0.49034701017474674,-0.21446763954732312,0.9540313235029182
0,0.3481423183449938,0.5051099472872578,-0.1940124236538595,0.9483346590164543
0,0.38281277110710393,0.5116107122409214,-0.21262764868083833,0.9516175308782104
0,0.40035781015057886,0.48401580727326826,-0.22374972016577196,0.9525848887814015
0,0.38077999410987556,0.49176661952309825,-0.2142972736326222,0.9528987963260681
0,0.3823113660514234,0.49506736549669433,-0.2149156004269969,0.9534118052101124
0,0.37044798713002997,0.5018308017786463,-0.20785658770733806,0.9524476705902755
0,0.3830963053867679,0.5033927020094946,-0.21816151103792358,0.9502227229819442
0,0.3787108010050717,0.486137423366311,-0.21863206621622633,0.9516807439722592
0,0.3906491585940603,0.49099144306899095,-0.22832775751714024,0.952854179192532
0,0.3722353214279747,0.49919641862072184,-0.21144562952012413,0.9499447392683107
0,0.3943235741073961,0.5007037651435965,-0.22682608455925912,0.9515017381792626
1,0.18436002195537352,0.2295175207686288,-0.12102488264744385,0.975693345461323
1,0.22208907447973886,0.22313253200556685,-0.13613484642742357,0.9776606834260149
1,0.23113515284753416,0.2063300827708139,-0.1393526775585649,0.9871867952734873
1,0.15804481863577272,0.23016202471350325,-0.11251434705911431,0.9755236386282908
1,0.13744514021714327,0.24064474967229293,-0.101184192579199,0.9784383666814939
1,0.16281082967138022,0.21893220125192614,-0.11184831142128222,0.9761649681155903
1,0.1165493916288791,0.23993257732817855,-0.08696026678077384,0.9743055696477058
1,0.13811089040634364,0.24013226257162448,-0.10031376714058542,0.9747343499388272
1,0.19765489568487393,0.221788226343143,-0.1265842485750893,0.9831746833254683
1,0.1361392674751742,0.23904080349045076,-0.09545689920313494,0.974407067088104
