subject_idx,lamda,omega,v0
0,0.029400687479097517,0.5076882623127084,0.0691747028884378
0,0.9999999999998714,0.17058894088385426,6.610348347721847e-05
0,0.9999338930386481,0.17024107750321152,6.610696135189633e-05
0,0.9999999975120821,0.18029709721331516,6.396029726211541e-05
0,0.9999311647744701,0.2933704209273091,4.504828218896036e-12
0,0.026840361001099638,0.5206754114563951,0.0821963226724598
0,0.9999999977615359,0.18077919781567567,5.6415408343997106e-05
0,0.9999737859960329,0.17073507237059093,1.948257587010738e-09
0,0.005021355879721466,0.314291447212818,0.21137602310890796
0,0.9999338930386481,0.18230933485139686,6.610696135189607e-05
0,0.9999338930386481,0.17834307115919712,6.61069613518972e-05
0,0.9999999977235917,0.16969143206040285,0.00017225511963144945
0,0.02747874277432593,0.47604295453248413,0.07335507556909156
0,0.9999338930386481,0.1782155575075216,6.610696135189607e-05
0,0.9999338930386481,0.19468751546433324,6.610696135189609e-05
1,0.9999999970921615,0.01796545243856515,0.3837821743148174
1,0.9999535447613319,0.018323755537369667,0.43283949518109427
1,0.9999999989683521,0.017772619978418898,0.3387382888938219
1,0.99999999739776,0.018590987319239374,0.40062528017705884
1,0.9999999975124971,0.019763316698964483,0.3944207156299852
1,0.9999999970373854,0.017399956020211573,0.33330608818661056
1,0.9999999963453304,0.019759884151323064,0.40484611520356345
1,0.9999999985079543,0.019901577048166683,0.3978355405254832
1,0.9999338930386481,0.02014089344060837,0.3978008334862878
1,0.9999377040524801,0.019825020787086714,0.45289382621250673
1,0.9999999972991109,0.01735188820666345,0.43659461579272285
1,0.9999999972991109,0.019316584413111598,0.5401529618000566
1,0.9999999975034923,0.01989655204435461,0.5112731819600898
1,0.9999999999999906,0.017816998486792458,0.3791165570524095
1,0.9999999985572959,0.019909648108914515,0.41537757738466424
2,0.9999999979399542,0.07417816298520984,0.34349632525248913
2,0.9999999972991109,0.06286180609204729,0.45029056394145583
2,0.9999338930386481,0.06692944822446423,0.3627699923867879
2,0.9999332405651837,0.06654131615308308,0.30389177667873624
2,0.9999999973569711,0.068610053469249,0.15810838443019845
2,0.018201642375191646,0.3108958960698719,0.015889205013908163
2,0.054589901196702525,0.11730910477571019,0.02882010362561833
2,0.9999999999998525,0.07005387057802635,0.3420928109014945
2,0.9999999999986157,0.07016149884415278,0.3493063355891295
2,0.999933061296884,0.06962734578759307,0.3618199646515958
2,0.9999999960460249,0.06895949719786756,0.471906066691122
2,0.9999999975630007,0.07117362731209412,0.40783966125754306
2,0.13631283011278872,0.08922399744789583,0.019742077282090095
2,0.08560639661467721,0.10639306206988858,0.017119738132749304
2,0.9999338930386481,0.06489904909721365,0.3421999549994076
3,0.05227685400162955,0.010824829479130564,8.56819859167164e-08
3,0.14568730547190276,0.010945472300985576,6.601028049290669e-05
3,0.1412805941018469,0.008028480394783882,6.610696135189607e-05
3,0.13982304898684572,0.008133964910582488,2.6919334557262503e-07
3,0.14133446925404364,0.007842521966511952,1.5783860542645374e-08
3,0.22610205472583614,0.010013995857165042,4.3707381596358797e-07
3,0.1428723431839673,0.009002631368158235,9.366595637356554e-08
3,0.14571325310854655,0.007557716942386549,2.8889025350833525e-13
