delta1,delta2,hRate,nu_p
5.526764951678538,16.999999998349008,0.26928953498968494,3.7340181964461667
3.1876965462287354,2.4027113727802503,0.5479535749087285,3.2324304627728617
7.999995079108092,1.2554057611298326,0.9102225271425861,4.08303590756705
1.010000000000001,1.2386519751550333,0.6307154173392637,4.660458824005649
4.138842748908897,16.99999999977258,0.7761704931229436,2.5715117312307596
7.448683602048651,6.122913916218523,0.03263877898706484,2.149337415317956
3.665403861870573,6.29306189279865,0.3188742926686806,1.7305989647838147
3.404144550979053,16.999977716506617,0.5274004335026061,1.5631789892998464
7.991268515454547,13.800297407891238,0.19190194486615406,4.196222335852832
6.398765879106567,13.282789123481162,0.24197618999497564,3.02125483274847
6.11348042178158,2.173324074942951,0.5776991343536996,3.0998196438746404
7.999999999999671,3.4951038449247274,0.17307329443253994,2.9180478441274147
6.674268962454783,10.312227405938941,0.6838458942954323,2.969175421853541
1.0100196391022933,1.0100000000000053,0.546432050088232,3.0878097496582204
1.0100000000005298,7.104010290492656,0.5634186849990143,4.3521446099564685
5.485782071886809,16.99997960090309,0.22603596813178936,3.2859140058121477
1.3220061106882732,5.7150578392853575,0.5096947972447509,4.334257925299914
6.351500718057959,13.297391149662907,0.5748208472714312,2.6121462010035335
7.999999999999847,2.6650335622718497,0.7863070011439757,4.493432268428969
1.5760966453705354,8.592032501674971,0.5861018574313778,1.7389031114556088
4.251975632348283,16.99999998350546,0.7482459551514035,1.4511354755436583
4.077769459255602,7.65704382939871,0.08262403399835523,3.440133736087972
7.782501202706547,1.0100000000446687,0.9997781244141952,3.7750863003824002
3.040739892259007,1.0100000361339356,0.9856482625482098,1.5119305033424744
7.9999999976200815,16.99994109254759,0.6176499686488249,1.9701270063579137
3.5079063449879717,1.0100000007133507,0.3628465887684382,3.824352893992208
4.38888279261646,12.20488814988425,0.3388437165781977,1.473405381360625
7.952054249140844,16.999987419405063,0.7789342698434384,3.0442136016587393
2.012624257534626,16.999999983516382,0.7115939253798702,4.460832035912805
6.19004030385649,13.735233590050727,0.26539148833429205,4.15008929863319
4.18694845766247,16.999999984828435,0.7713099531631974,3.289826616990192
3.2267462168418177,14.382013469027926,0.33904028273367404,3.933549678053764
7.460880296411722,9.616813394376248,0.37817007229215305,1.5466725645077535
4.362924503944609,13.460913382334551,0.7779810232277946,1.906051521589986
6.862125764483793,5.6852670332968165,0.6305517910671704,3.7257455089347866
1.7811932602762244,3.086184565006715,0.4225701608973193,3.911669077966965
5.929403916875211,1.0100000000075453,0.9890278893834349,2.646186107294993
2.028722095820841,12.696880504702737,0.646281814774929,4.4513041674851594
1.1627384305761004,4.218910520194712,0.03670542046166965,4.944761700135261
7.999999999967518,1.9422447499351536,0.8981078498576817,4.6284524693251825
4.244991878340615,16.999999989863078,0.31892012269523845,4.03624262503732
7.041385072981911,1.5138232976329546,0.22497485263815317,4.250891407658574
4.143634825221218,6.5242372733765785,0.022978506582663413,2.4601416528962217
7.999998018225244,1.3282143853950743,0.9589065389971488,4.025491952465472
2.609866080265886,11.790479095358867,0.42260991763059985,4.636144654365434
2.7140754162843503,1.0100036471134886,0.9955127571047867,1.4507112992981166
6.624436566326484,6.807555588330674,0.8619611881834335,1.5451430724657356
7.999817096962974,16.99999996308788,0.8819228643183292,1.479782653921383
3.9801396631287687,1.0100589049359958,0.9166911646291988,1.9021570446226022
1.4796803212407377,14.503369123483493,0.7203257112999911,2.3229079590565114
6.070949189273818,16.999999999887137,0.9343473308895072,4.244498253723485
5.433870847558473,16.999999963461626,0.4986707022408366,2.8469761976576917
7.999999999745428,4.74326316426657,0.6104316969264895,3.4607085700572764
3.755133393427158,14.648480161483953,0.646190566936698,3.4639224995801228
7.360584333282593,16.999977499377326,0.48916387800606476,2.1450698457975266
5.66411866731037,16.999999999976552,0.1160710788801955,2.284193865084366
4.803896249421434,1.01000000463512,0.5070236419668142,1.5306736363851592
4.375021104263003,13.73201740077033,0.40821044083884506,4.121166902198044
5.949162027104156,10.105379650792454,0.7463562036187351,3.958630365295781
7.999996326815304,8.53197423901335,0.011036521522833877,3.52573573243152
5.328834585068252,1.010000002406741,0.715179607555452,2.010965954265941
7.999945253224647,16.999999994890178,0.16756569360233575,3.2190118855224505
7.879850370815145,16.99999986568168,0.12977931177835145,4.309511784200185
6.488707020776617,16.9999410992098,0.9551817367926968,2.6961156939063997
4.8460809048112425,16.999927086856122,0.8226704754638818,4.864723008722373
7.999999920026308,16.999941092605077,0.9768611070630279,1.5816181280956148
1.0100000033612182,16.999999989882298,0.6980312885522323,3.5563079063106358
4.761313208117888,6.619264050439309,0.14922402490431919,3.1305648301963585
4.9146051645977336,16.999978128192566,0.9318113954325901,4.702707645742446
3.155860833782952,12.71540630379102,0.7296883042584327,2.994349963683722
7.872021100263724,4.3181969951362476,0.0699047993115837,4.64662954648277
5.418548264006614,16.999999963435208,0.677544237585731,2.434594678592048
1.0100000000805565,9.667929652527292,0.5262754430153668,3.961305217832385
7.999999999611901,2.6740722535895025,0.684894285875593,2.530819130300912
7.999994595381559,1.83782583070497,0.9352755771252673,4.171387111604367
4.988928201888144,7.9447590109762665,0.4598733370041459,4.322083688278643
2.9530305270030643,16.999382936533834,0.7118051095203667,4.749296799838069
1.010075418436535,16.999999999581195,0.6316134989887839,3.1869451163080496
6.791253364227187,13.874443205693893,0.7577640059548125,1.4491459797198771
6.132172028454712,11.236757850693815,0.017347830157567176,4.443424773206288
7.248126826633843,12.332296367605926,0.7647959864248609,1.7505347425495614
6.637400774279643,16.868397561307994,0.38017807315094576,2.0139964854257477
7.999997917201739,1.0100000018840403,0.687748035419889,4.110987812662279
4.696277528826413,16.9999999999997,0.8389120163984949,4.3334694239036295
7.999951022107761,16.99999999194296,0.8345230590792624,2.463169377649328
7.999979045095142,1.0100129278922074,0.9319447492609797,2.270501953403704
4.254037303116041,16.99997751331924,0.6802014373001725,2.4367826747167785
5.325944758871889,8.20369141163958,0.007092501018973621,3.4472511880119736
7.232556983933841,16.999995123164325,0.7938704963522915,2.061126460323089
7.221562402653328,16.999775256402792,0.22639279729585132,4.086265098530736
6.715255080695251,16.999999983516954,0.7280143142616118,4.976736298003878
1.6941313933016378,15.227485669466333,0.7629007612992588,3.1878740202652787
7.196219254772044,16.999999997579067,0.7122669957504104,1.6156312969472053
7.62087574035918,1.8885257975603755,0.2328543226125466,2.1631556266351626
1.0100007972513618,5.4093755819419025,0.6287541532899985,4.478453427169726
3.7235224203760042,16.999999999805674,0.9477145640697388,4.878998229208251
6.499882137400218,16.991314576353776,0.7822046415872508,3.5662698943467093
7.814260162881833,1.0100000006500938,0.8049859946003897,4.752069338830246
1.010000000000016,3.373349209087906,0.11539432632169894,2.7641686695388747
4.458556531757502,9.497939680112545,0.676345412688338,1.4571339879838026
1.0100462580985838,16.99999999369909,0.7408732351617198,3.6204820720001094
7.871537530514988,16.999999999998423,0.7413805255134014,1.7189709728842313
7.819159336299682,8.115724554338389,0.0888289696582233,1.9705599515092045
2.348933755692695,6.391299820806208,0.6166389645724049,2.685700264862998
6.941764221068422,16.99999999668489,0.7593535044917333,2.52746709482803
3.7101261414355293,5.48050831300296,0.01699135263433349,4.585147728276083
1.0100000000489817,1.6877681832732438,0.6757894516202603,4.300550294944814
4.2901675591041855,9.040637502247636,0.27911213331494417,3.857102518368782
5.708321033621589,11.103670816091155,0.17941366845413542,2.343784061987245
2.897028263884185,16.99999998350325,0.7914452301288394,3.699640664151172
7.279056127283144,14.649408356277455,0.21425721580342652,4.404012218279216
5.607584043982193,16.99999999899703,0.029032434396490295,4.3942502593163555
6.466832805978379,5.023045749626097,0.04003975759478463,2.6080501079114526
1.0100000000249465,9.836963950895557,0.7959787590531798,4.768975494143932
7.999975128563875,4.71609717468435,0.4269044970787785,4.5672754405361795
7.936155477046723,1.0100000000194276,0.4561537068900354,4.944037816046633
7.287022934728072,11.568976123763472,0.03303499539271717,1.577112064803002
6.9181148796688525,16.999999999996138,0.7901418044448483,2.7245583833738447
5.302223450730313,5.08205255480567,0.4330440768300943,3.8170542727985697
2.9624013348357283,16.999999996866624,0.6925738639194,4.515487040575869
1.0100000000000127,1.0100000122602149,0.6280272113763293,4.487986542019792
7.999997464578567,1.4750958846587776,0.9765859259386518,4.223208433168966
5.827604035203007,1.0100000000000025,0.3579092893333643,3.6386565749950868
4.078425244999409,11.426173441859492,0.8750913209114524,4.369089208629262
4.750010143238457,16.999999999999915,0.4298783261067697,2.1686531894707097
6.574098637061841,10.799612920969992,0.6526380757381962,3.213185302558286
