Kp,Ki,Kd,lamda
0.28408065534012306,0.11850841007888703,0.1696016611713132,0.9843342294727547
-0.2198752877917169,0.9232353734415158,0.3924605305754305,0.5738547570553145
0.34654608997738956,0.8782246786001862,0.0022373579942493163,0.6698319840558434
-0.525624654310205,0.3026641543197778,0.11903372884776811,0.5623942012083695
0.9560794797563343,0.5959597214573493,0.28536343515076434,0.518228354996363
0.19369509403251312,0.6046051785387462,-0.13520528532071577,0.5738311112619826
0.814936489651863,0.07724118536075252,-0.07234847275737087,0.7907496114917298
-0.5047256212003391,0.9175687020857399,-0.14788173286938475,0.6637306200547096
-0.5185663921195421,0.7691756888768894,0.20535867186602416,0.7184694121508363
-0.9999999991425573,0.5082190170658376,-0.02142627036248423,0.523375664667396
0.640332476219593,0.13313825321381398,0.11242743224101137,0.6257710841934468
-0.6300883317593389,0.21932110715700348,0.08569833196500565,0.9312224860075607
-0.3970988381143681,0.08646843404692123,0.33308210454316534,0.5054274280247414
0.040583255173380656,0.13535477413063057,0.10669573813424495,0.8342533537110554
-0.2861256308698837,0.1951397018927998,-0.020024886122132882,0.8716080355890595
-0.3707739545603834,0.8064235851925232,-0.09318013164415381,0.5304640378075234
0.780962627133106,0.5903675401241937,-0.005076534048181957,0.665512890236684
-0.11014276430192482,0.5350012685338604,0.034292641016796556,0.6683866712726666
0.6738581269588922,0.42989081369730214,0.0966491440448952,0.9055257170506882
0.10386863496920366,0.3742949238716351,0.22731189369595306,0.9017622182819772
-0.04101956422423853,0.4125042814138099,-0.20082210426980612,0.9069273716137801
0.415774918022693,0.41284535269184375,-0.07726739894539725,0.7274835450891882
0.06882616952779827,0.3971232997763269,0.27521489884289213,0.9610389406702102
-0.3897432118216291,0.7489079068828527,0.3117245941207363,0.5521757444771981
0.1532490200982189,0.14121122421406782,0.2670271747609138,0.6876096755158813
0.655536819352732,0.7621450511410542,0.20341161995138712,0.9689655152295664
-0.502556798815034,0.9454403449775558,0.2766178879508335,0.5468262500777369
-0.19856524521881957,0.27478745238663965,-0.12372582343672506,0.7225995617635045
-0.006043763336432342,0.489517921343434,0.14031413020648684,0.61463238298755
0.6832609626881554,0.21452897475296162,-0.11464468429263973,0.5618720985050201
-0.4131402896382949,0.13578972833827402,0.23287606666284588,0.6259935326065341
-0.04370129814966647,0.5505462651359695,-0.1932915796081252,0.7179141872029686
0.9086536020623357,0.2882440777196234,0.2963264684868542,0.5306871729539051
0.004856572510835231,0.2852324633929983,0.1676115813804572,0.3878572925825125
0.5465684995107059,0.4499192702578584,0.16826032777420052,0.8289437743251408
0.10852744855939377,-0.23308639640034715,-0.28797584031377316,1.945246684559427e-07
-0.11737456361630763,0.30007154550197074,-0.08321040708028794,0.9497478929561933
-0.4676967961130748,0.5664532423454549,0.23931646899400155,0.6597401050120245
-0.36445145735813494,0.7012972067086403,0.3125181743397947,0.9306990238146073
0.006040882562381963,-0.009197887455485786,0.2300366654784283,0.015430259714301942
-0.4580464541820475,0.5753006975429146,0.38873994018484875,0.7189831319252026
0.13862168293581792,0.7646789786536103,0.25983404855549014,0.1471491440756168
0.5278324160319854,0.5449969694131306,0.293361616807908,0.5530821858149467
0.4311833855261949,-0.4149251167863246,-0.2020273172602808,1.4925369186873655e-06
-0.5113008699181258,0.37081754273657347,0.3453386811939739,0.9664980363730484
-0.571065852875643,0.2042352102925603,-0.21366927112700304,0.6666797324383332
-0.9999972821608074,0.364376785905366,0.10811543410802647,0.5667735349221066
-0.035177292427282195,0.5113078705895119,0.29604859088240953,0.3126572224405591
-0.16289382371838407,0.04661593674948282,0.374738201898292,0.9502134262331448
0.0611922479322161,0.04601611674924083,-0.13813654868498046,0.6038449051030815
-0.2782678603574086,0.7622127108429895,0.36127812412988364,0.6659639421726852
0.14039470066385537,0.5841361230656106,0.1590808594242711,0.8728081627924404
0.7139779202798525,0.9961637619046587,-0.09854617638258034,0.7641474588235474
-0.4257242501159558,0.8005831124624234,-0.1480755447906576,0.5824069177977447
0.11215587575716958,0.3533049058768031,0.0928190540479536,0.6007678917877032
0.04291428519549605,-0.6284943654023877,-0.11408847273615841,2.7673687756354533e-06
-0.08757409936444689,0.7316664267688331,0.049823065095978745,0.5802956238074511
0.021797201946341885,0.5671562704378439,0.35482185463094446,0.8662035581859069
-0.23035721113109003,0.0632830288348526,0.04684493725182523,0.9291288749718504
-0.038948311011307656,0.7672422787196564,-0.14974894441110545,0.7944850140645494
-0.022443552611385982,0.5321443985586625,-0.02420290820676953,6.514265652123592e-05
0.8420994002036063,0.7509023226157849,0.006643312949727487,0.7744774657538382
-0.5729428543904118,0.160280264058267,-0.10972860530599804,0.7908068931688395
0.387602551107837,0.40707037573700255,-0.19257590334306807,0.6510494852051569
0.7815985090832396,0.5382413843625896,-0.13787773505897363,0.6980706551912774
-0.038827796558425755,0.6984362679364922,0.3154097146019758,0.562236648371683
0.6388181066701187,0.9210976316820576,0.13279235159165245,0.6390627068685987
0.09998018295063323,0.8958060623800166,0.07848720858002436,0.9639160306432879
0.027796524468608096,0.5013143212005468,-0.14547849362504106,0.6662088104341594
0.7734182511661412,0.15677532313231887,0.22266452153738975,0.8195872901806108
-0.07136041401347495,0.744164998501881,0.14267489239013742,0.7527872566091676
0.37714263654965263,0.1490176220579045,0.2641803853085367,0.7493583964679273
-0.23269246323014883,0.8662202277473228,0.3506340610358598,0.540319121774381
0.9293468425267148,0.5402913126952825,0.16949116247569204,0.6296714903648115
-0.29335690368968126,0.9897011654608618,-0.19029269536035728,0.6877607454396822
0.4839990540253101,0.7366303392826765,0.01044401350522057,0.979573572499295
0.19621137748375633,0.3898417663261626,-0.16605185555638335,0.5694966135014092
-0.2254264949366377,0.8222294710700344,0.1936860566506361,0.8562584914035263
-0.3639656555204829,0.2342830422325349,0.3794444493266714,0.7825515660436931
0.13978380403828933,0.6177838387675785,-0.06897592614209663,0.7777491014710318
-0.12069482303823345,0.6343500079999351,-0.17357452925229502,0.7872988321834852
-0.28762312892565084,0.8337887818689805,0.3168177059310091,0.9733202105356729
