delta1,delta2,hRate,nu_p
3.068129086918603e-33,0.3062427666429877,3.681639804838736e-07,0.00021734119026661723
0.7812662800864576,5.736586978269109e-55,0.09396605262275494,7.097651174503195e-05
0.00039872809970012234,0.6485078546274666,0.0,0.2500852165634438
0.007512330711510184,0.18025557911238999,0.4958705962977077,0.0
