delta1,delta2,hRate,nu_p
0.36698334808429817,0.032386472483631905,-0.15995671643658657,-0.11668595103600889
-0.008791498162971985,0.46568164632798886,0.05299208525885121,-0.12529820484472634
-0.11176266376266376,0.014432102432102432,0.96406636006636,0.03640417240417241
-0.08448963648963649,-0.042407502407502407,-0.021559617559617564,0.9667316347316347
